Gene = Bccip
index = 173
Annotated 5SS: [ 196 4930 5647 7618 8454 9946]
Annotated 3SS: [ 4854  5565  7527  8265  9770 11373]
SMsplice 5SS: [ 196 4930 5647 7618 9946]
SMsplice 3SS: [ 4854  5565  7527  9770 11373]
top_k =  500
Partition function (log Z): 2.5342304474209234

Sorted 5' Splice Sites (High to Low Probability):
Position 196: 0.997130105801691
Position 5647: 0.9100106160008586
Position 7618: 0.8547438864666007
Position 9946: 0.7224312582816704
Position 4930: 0.5513404351241508
Position 8454: 0.36288443588439967
Position 3370: 0.22499491717739573
Position 4997: 0.14178045331531663
Position 6745: 0.11575271815071884
Position 7658: 0.08439344888562812
Position 9018: 0.047619917779583035
Position 8529: 0.040625346824231974
Position 5748: 0.037200483701684994
Position 5651: 0.032119801617639485
Position 8523: 0.027808427326412713
Position 5846: 0.027808208854143656
Position 8503: 0.027345665696282787
Position 8118: 0.025977081184074435
Position 6157: 0.0251748503325934
Position 6107: 0.02301957863399006
Position 11482: 0.02216862655798907
Position 5160: 0.021670488502061793
Position 8324: 0.019717946419601045
Position 2316: 0.01687610461626126
Position 1995: 0.015997764888450988
Position 8097: 0.012608835344242711
Position 4255: 0.011956858617711999
Position 5134: 0.011831855867347127
Position 8923: 0.008950693262555341
Position 5829: 0.008736301538968701
Position 11200: 0.008166200598552553
Position 4813: 0.007982038496818349
Position 2153: 0.007859479240279915
Position 3912: 0.00783007802873885
Position 3615: 0.00773708560618652
Position 5975: 0.00768778282990373
Position 9698: 0.006617922165514902
Position 605: 0.006155003514584935
Position 9507: 0.0058563097684815255
Position 2279: 0.005784445901767658
Position 3676: 0.005750432049173731
Position 2354: 0.005341037018051501
Position 3691: 0.005115576253915159
Position 8025: 0.00492580094343354
Position 7879: 0.004253994130694811
Position 7317: 0.00406925478188104
Position 5294: 0.002924682949808235
Position 210: 0.0024201130742794435
Position 7924: 0.0021095674950220265
Position 3473: 0.002046220571951383
Position 9839: 0.0020424270479307985
Position 7884: 0.0017319239339749373
Position 8092: 0.0017295299186427312
Position 7866: 0.0014781951350070035
Position 3133: 0.0014402039444783245
Position 8068: 0.0012528613093339448
Position 3463: 0.0011470516776511547
Position 7903: 0.0010579738378630975
Position 7886: 0.0009865984487868146
Position 3432: 0.0009176447692615709
Position 6091: 0.0008850079625827596
Position 4858: 0.0007551880378610311
Position 8312: 0.0006061933928682929
Position 8087: 0.0005968835769476373
Position 516: 0.0005652265958228422
Position 5465: 0.0005506338747100636
Position 3195: 0.0005008932321867984
Position 2864: 0.0004980000843115113
Position 6342: 0.0003943771885874507
Position 392: 0.00037723542590957976
Position 3660: 0.0003708700615312376
Position 243: 0.0003660350191004635
Position 4418: 0.0003440773837222589
Position 2264: 0.00033622316789435014
Position 2500: 0.00031909319560129254
Position 7497: 0.00031448943557354413
Position 573: 0.0003079456680034025
Position 478: 0.0003033519084559843
Position 5186: 0.0003024306159262303
Position 418: 0.0002979360298111802
Position 3488: 0.00028495531007518947
Position 4809: 0.0002019430044981672
Position 2516: 0.00017665751995648408
Position 3189: 0.00016137365311199296
Position 7508: 0.00015805981390777242
Position 2512: 0.00014956580853058146
Position 413: 0.00014390363274905508
Position 1014: 0.0001308534708990956
Position 5059: 0.00013068180647062154
Position 2830: 0.00012701581045609402
Position 52: 0.00012222424893225755
Position 8124: 0.00011451057071502892
Position 7784: 0.00010881099912951827
Position 818: 9.96057221485025e-05
Position 3218: 9.757879342810449e-05
Position 8114: 9.657003666098766e-05
Position 3583: 8.557259380690458e-05
Position 2320: 8.461784111504282e-05
Position 124: 7.451788296285645e-05
Position 565: 7.419014794107177e-05
Position 8338: 7.005878481970849e-05
Position 2399: 5.222677824227395e-05
Position 3009: 4.372629051275686e-05
Position 2415: 3.5665090388412966e-05
Position 2360: 2.8248435272109793e-05
Position 809: 2.54449436440877e-05
Position 232: 6.158947053420488e-06
Position 5638: 2.0193936973081137e-06
Position 175: 1.8156485365171713e-06
Position 655: 1.4150856474101456e-06
Position 1037: 1.1659086209999667e-06
Position 659: 1.0897166235685414e-06
Position 13: 6.218258743921423e-07
Position 2058: 5.88158422835757e-07
Position 187: 4.5928843043982366e-07
Position 155: 4.002091656186888e-07
Position 682: 2.6609876739253906e-07
Position 503: 2.3271282191027014e-07
Position 255: 1.2293442941181704e-07
Position 11: 7.706451019206478e-08
Position 262: 3.018425771523471e-08
Position 304: 2.2776056741135237e-08
Position 265: 2.259017816967211e-08
Position 235: 1.9095709357344418e-08
Position 663: 9.702951455362967e-09
Position 329: 4.036056272111446e-09
Position 339: 1.3590155071878673e-09
Position 357: 7.890588023052536e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5565: 0.9939498939237505
Position 9770: 0.7467606829301874
Position 11373: 0.5859081522554946
Position 7527: 0.5634041634145062
Position 4854: 0.5184508359572827
Position 8265: 0.4241126947757003
Position 3333: 0.21667861576247752
Position 7487: 0.1891870087452477
Position 7420: 0.17030499033785723
Position 4717: 0.13949543862474925
Position 8424: 0.1122226763383099
Position 10366: 0.09610542624324406
