Gene = March4
index = 663
Annotated 5SS: [ 2306 84489 89775]
Annotated 3SS: [ 84332  89581 107920]
SMsplice 5SS: [   276   4531  11748  22014  54713  58209  65115  65309  68154  73967
  84489  89775  95343 107550]
SMsplice 3SS: [  4422  11650  21885  54623  58091  64991  65209  68017  73859  84332
  89581  95243 107345 107920]
top_k =  500
Partition function (log Z): -68.38246545632039

Sorted 5' Splice Sites (High to Low Probability):
Position 4531: 0.8370701211914905
Position 2306: 0.6490851241968832
Position 276: 0.5425275923264501
Position 3156: 0.4940740453715773
Position 11748: 0.40551333884842516
Position 180: 0.3962581092918343
Position 2893: 0.23944084522888548
Position 10700: 0.22228268616744387
Position 5492: 0.12113322132802695
Position 2530: 0.07462682436587635
Position 3182: 0.05172803325096435
Position 4495: 0.04831570546687951
Position 7003: 0.04666934276610147
Position 165: 0.04219874367204322
Position 6666: 0.03128119458946903
Position 4976: 0.02866132925352609
Position 3344: 0.028043351348102315
Position 2081: 0.019806305892358694
Position 6686: 0.016330454389975425
Position 3191: 0.009973483248293717
Position 3129: 0.00940224190625002
Position 3996: 0.008769512274634858
Position 479: 0.008684609460452698
Position 2050: 0.008403847993777292
Position 3965: 0.006410208749251719
Position 4790: 0.004880241463986603
Position 3618: 0.0028344275519092935
Position 2004: 0.0024302953751376708
Position 387: 0.0021993607532567014
Position 1175: 0.0020665595659080755
Position 2259: 0.0019910513286570063
Position 243: 0.001924046829106081
Position 2487: 0.0011134531608875872
Position 4099: 0.0011076066265900764
Position 2847: 0.001004544514158654
Position 3173: 0.0008657632090310495
Position 2208: 0.000804268642354448
Position 1846: 0.0007150477718868547
Position 3614: 0.0006995805185747343
Position 1940: 0.0006768485300062276
Position 1546: 0.000629660659035035
Position 1643: 0.0006150188012092208
Position 2336: 0.000543626299698869
Position 2343: 0.00030015408340236505
Position 80: 0.0002513533048509755
Position 3421: 0.00019515846826815303
Position 2040: 0.00012493456806048292
Position 857: 0.00012266409593523052
Position 45: 0.00010411131541121823
Position 2469: 9.051754672698853e-05
Position 4535: 6.512062108431297e-05
Position 111: 1.243175488387048e-06
Position 55: 1.2254639964622894e-06
Position 835: 8.299026480307955e-07
Position 378: 7.392254149932663e-07
Position 85: 4.4069418866267084e-07
Position 5: 4.0620806955621114e-07
Position 660: 3.1901431664831127e-07
Position 539: 2.5733203742353063e-07
Position 237: 2.558943270934896e-07
Position 1002: 2.2315518514590468e-07
Position 625: 1.2660240418481297e-07
Position 299: 9.50977372895589e-08
Position 89: 2.6966512486238892e-08
Position 450: 1.962187363950741e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4422: 0.9243392134201682
Position 3044: 0.4280530672434981
Position 11650: 0.4193990330596918
Position 11308: 0.36656783597803017
Position 10599: 0.23821576157221042
Position 2187: 0.23084981200431703
Position 2184: 0.2170134341587103
Position 2767: 0.18724980287021972
Position 3010: 0.14603450257529696
Position 5363: 0.1312614300687768
Position 14430: 0.09728809541086336
Position 2293: 0.09581285804951946
Position 12887: 0.09435189750073043
Position 12102: 0.0540751270402608
Position 6540: 0.05204625143613324
Position 13101: 0.04623463225520292
Position 15288: 0.04619928905083495
Position 2212: 0.04375524924804533
Position 5679: 0.03892436890150099
Position 2452: 0.03642767256779855
Position 12054: 0.03466162210162077
Position 2386: 0.03321949942538999
Position 2729: 0.02942224498147128
Position 4829: 0.02295293016300092
Position 6901: 0.02147147210561679
Position 4728: 0.016576068026877316
Position 6859: 0.016459572744495946
Position 13484: 0.015349099903986557
Position 1967: 0.01451328277318919
Position 5604: 0.013476150873048466
Position 6756: 0.013241026967778227
Position 7758: 0.013065697182117603
Position 2817: 0.012516451266378159
Position 1871: 0.011753885244442269
Position 1939: 0.011670760649359183
Position 1894: 0.011428294432082847
Position 2162: 0.01125097354290708
Position 3831: 0.011119906808565375
Position 2156: 0.009888048188847389
Position 3279: 0.00971090244036337
Position 12192: 0.009693451229383181
Position 9614: 0.00916923936968456
Position 9453: 0.008374858652324799
Position 4782: 0.008062282666863029
Position 11825: 0.007660124355542603
Position 2710: 0.007268137085719536
Position 3249: 0.007016849529051465
Position 6100: 0.006699969607442413
Position 7200: 0.00554020939968311
Position 1996: 0.005050286232278704
Position 2215: 0.004443087019853702
Position 1879: 0.004290148999954177
Position 9692: 0.0041842624009792665
Position 1851: 0.003985831523941045
Position 3912: 0.003751666400201736
Position 1953: 0.003661684069474209
Position 3181: 0.003458641865027685
Position 2247: 0.0033023230205119006
Position 4875: 0.0029356285515053544
Position 5905: 0.002898801425302641
Position 3968: 0.0024744768994542235
Position 5814: 0.002261506007374976
Position 8254: 0.002150032034142334
Position 7823: 0.0020403384906393113
Position 2698: 0.0018828307813186116
Position 3523: 0.0018695464076742313
Position 3012: 0.001769809004224437
Position 5865: 0.0017682216504136667
Position 3054: 0.0015258036330978015
Position 2408: 0.0015031299589553196
Position 2663: 0.0011691291581832246
Position 2530: 0.0010220175145541507
Position 3251: 0.0009388816861876967
Position 5572: 0.0009232175086169391
Position 1068: 0.000882712708352935
Position 1752: 0.0008669496959582272
Position 4640: 0.0008080647432200405
Position 3096: 0.0008010294528298233
Position 916: 0.0007221541814742434
Position 2244: 0.0006624947254563707
Position 1708: 0.000662120913010017
Position 3283: 0.0006606095859313727
Position 6129: 0.0006183169326921512
Position 5786: 0.0005355943319059103
Position 1491: 0.0005163510786929042
Position 4675: 0.0004965820262183267
Position 2566: 0.00047356945661364497
Position 3405: 0.00046653230105338326
Position 2687: 0.0004303272872457145
Position 1494: 0.0003793087963791099
Position 966: 0.00033577735225052995
Position 5477: 0.0003086689510164866
Position 2836: 0.00029410250300331437
Position 468: 0.00025021377302919046
Position 1906: 0.0002494632590876207
Position 4933: 0.00022004174697085242
Position 1442: 0.0001287748645054144
Position 4377: 9.470165624489852e-05
Position 1773: 9.181954041169546e-05
Position 1462: 7.56641917878997e-05
Position 2499: 6.809501239569851e-05
Position 2457: 5.252377870742139e-05
Position 1084: 4.882464185231467e-05
Position 760: 4.4475721675300415e-05
Position 2415: 4.34384359972498e-05
Position 643: 4.07811093757794e-05
Position 2454: 3.859047363629117e-05
Position 492: 2.0397591326946608e-05
Position 890: 1.5013011064591124e-05
Position 646: 1.007685124294114e-05
Position 516: 9.251876579724251e-06
Position 510: 9.075653653091669e-06
Position 1154: 7.49229284553094e-06
Position 1386: 5.846419265502809e-06
Position 1373: 4.606724392024473e-06
Position 1600: 2.6094805558108787e-06
Position 1759: 2.597446249468926e-06
Position 1317: 2.1957492093356187e-06
Position 3264: 1.2480788673923517e-07
Position 3230: 1.2285886386231796e-07
Position 1664: 7.65379877761879e-08
Position 1603: 6.632340074685603e-08
Position 2432: 1.7083396767260366e-08
Position 1201: 2.2284993318926554e-09
