Gene = Sass6
index = 944
Annotated 5SS: [  171  8515 10269 10762 12487 13442 15376 19090 23443 23642 23896 24325
 25184 26501 32160 33605]
Annotated 3SS: [ 8453 10188 10656 12314 13375 15255 18897 23247 23551 23715 24242 25049
 26374 32064 33509 33699]
SMsplice 5SS: [  171  4294  7356  8515 10269 10762 12487 15376 23642 24325 26501 32160
 33605]
SMsplice 3SS: [ 4181  7280  8453 10188 10656 12314 15255 23548 24242 26374 32064 33446
 33699]
top_k =  500
Partition function (log Z): 9.048458804937786

Sorted 5' Splice Sites (High to Low Probability):
Position 15376: 0.9983632584354136
Position 32160: 0.9957781430654895
Position 23642: 0.9771205250564069
Position 24325: 0.9642275651380047
Position 171: 0.9627418660233438
Position 10762: 0.9081827863703202
Position 33605: 0.8906760316472329
Position 12487: 0.8555222211699807
Position 8515: 0.7736606561677591
Position 26501: 0.7645947772746502
Position 10269: 0.7173908658471969
Position 7356: 0.6291483756333486
Position 4294: 0.5928684217317095
Position 19467: 0.5756993512302457
Position 26677: 0.3783722513406857
Position 6263: 0.34171523633799616
Position 33354: 0.337629792540856
Position 9340: 0.2803353732415741
Position 23443: 0.2596063280619409
Position 19090: 0.259288355048803
Position 25184: 0.2237086825302519
Position 25335: 0.166835648599312
Position 12813: 0.14812782788218853
Position 15752: 0.1148141436603654
Position 19281: 0.09713381075775349
Position 5520: 0.08729910202412763
Position 33413: 0.0858705499169508
Position 3298: 0.07493278871251714
Position 10378: 0.07305637869602377
Position 32347: 0.07178661477163445
Position 23896: 0.05943677285130084
Position 20984: 0.05758552421504096
Position 8275: 0.046356743338539806
Position 5310: 0.046178347971531
Position 2681: 0.03719445514850178
Position 3671: 0.034109210347798416
Position 33625: 0.03112491741855634
Position 6977: 0.027439336937444214
Position 5543: 0.02455350049289167
Position 2368: 0.024375922237461146
Position 20089: 0.02408435655183725
Position 24044: 0.02337410364305334
Position 2689: 0.020766778572015376
Position 8754: 0.02068469978695132
Position 8650: 0.0202696868645474
Position 1319: 0.020143266290094355
Position 248: 0.019239615128592666
Position 7537: 0.017341085752274103
Position 2672: 0.01638644766271663
Position 25848: 0.015607310271008869
Position 5597: 0.014143326587323125
Position 1050: 0.013757010266062583
Position 7547: 0.011567765510497447
Position 8539: 0.011494070659888181
Position 24824: 0.011331008529373871
Position 4333: 0.009768465201067613
Position 99: 0.009123786205835326
Position 33799: 0.008775251606036368
Position 25201: 0.008225432627270761
Position 3376: 0.008045561903330058
Position 5533: 0.007686796798656645
Position 24574: 0.005260696028543902
Position 1749: 0.005162065979599799
Position 33848: 0.00490386047919352
Position 4445: 0.004672672775914162
Position 4382: 0.004484032095100119
Position 252: 0.004348373365983191
Position 25995: 0.003644603096642232
Position 394: 0.0035885789624020637
Position 24243: 0.002914813766162899
Position 634: 0.0027158141906969
Position 25611: 0.002336960459971991
Position 25091: 0.0023280887640131
Position 8790: 0.002237891120071522
Position 12043: 0.002198462269085879
Position 1135: 0.0020912114722787946
Position 487: 0.0016939370243043508
Position 32335: 0.0016134934621597147
Position 1997: 0.0015775247687143557
Position 11585: 0.0015766351279622893
Position 1415: 0.0013938421816170655
Position 2234: 0.0012952567284134568
Position 25381: 0.0012668659869042652
Position 33802: 0.0009362680483710351
Position 33834: 0.000735197403323417
Position 19782: 0.0007130803166865452
Position 24295: 0.0004106931212240473
Position 33791: 0.0003295813729019291
Position 4131: 0.00028862997471941975
Position 32612: 0.0002049737721247156
Position 769: 0.00020409664029325192
Position 115: 0.00016906729350887775
Position 521: 0.00015685721839622137
Position 33901: 0.00010662807913491899
Position 198: 3.515028336943234e-05
Position 2321: 3.3719674983794694e-05
Position 941: 3.222855249519364e-05
Position 9738: 3.0117362045345584e-05
Position 566: 2.2883265258849023e-05
Position 1249: 1.3490367261631855e-05
Position 2550: 1.2555167145196553e-05
Position 2291: 1.2479264517586053e-05
Position 87: 9.142018838589832e-06
Position 192: 9.028184913164044e-06
Position 969: 7.88482631946487e-06
Position 260: 3.3473087927842266e-06
Position 2745: 2.5377391226736467e-06
Position 204: 2.517257959668506e-06
Position 1955: 2.436414427902505e-06
Position 856: 2.4045434055318844e-06
Position 110: 2.3132239957628053e-06
Position 238: 2.259115357018183e-06
Position 1139: 1.938019655795174e-06
Position 233: 1.6884902150259533e-06
Position 400: 1.387103604176017e-06
Position 2566: 1.3176494045193832e-06
Position 1366: 1.306483471351725e-06
Position 30430: 9.202209757265712e-07
Position 604: 6.077946314673473e-07
Position 323: 4.1601084221467554e-07
Position 319: 1.7270899584507775e-07
Position 262: 1.0887292418715883e-07
Position 120: 1.0683356022831391e-07
Position 338: 1.0218073734132226e-07
Position 398: 9.02206067759135e-08
Position 145: 8.715477649098392e-08
Position 432: 8.373346572287114e-08
Position 443: 5.3141062436391857e-08
Position 133: 3.306774355799596e-08
Position 464: 1.3093762651828583e-08
Position 270: 5.002584248671846e-09
Position 622: 2.5212129167265573e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 32064: 0.9965184785958867
Position 33699: 0.9944083109085095
Position 26374: 0.965104546881082
Position 15255: 0.956778533591241
Position 24242: 0.8934940748028892
Position 10656: 0.8286954709581954
Position 12314: 0.7958067966315112
Position 10188: 0.7826160872650203
Position 8453: 0.7380553521673388
Position 23548: 0.6377329935726803
Position 7280: 0.6289709589445343
Position 33446: 0.5891123672457463
Position 4181: 0.559515642309124
Position 33301: 0.3440801742525751
Position 23551: 0.33851897085247445
Position 33509: 0.3035831448205574
Position 9256: 0.27937677394905036
Position 19355: 0.27355162107384995
Position 23247: 0.2604748886931929
Position 18897: 0.23178337367949456
Position 25049: 0.21260243251243272
Position 19200: 0.18956097741127995
Position 19371: 0.18676153139642995
Position 6140: 0.17845733884433518
Position 5940: 0.16325789749366104
Position 25267: 0.1373735387282993
Position 5417: 0.13340529088546754
Position 15664: 0.11462672414138164
Position 12711: 0.08478853049634744
Position 33274: 0.08219125451535107
Position 32259: 0.06683876232903785
Position 23715: 0.061554756036272126
Position 26609: 0.05817059954448533
Position 8377: 0.05732177898634887
Position 2591: 0.05433657719211871
Position 26599: 0.052407570909584505
Position 3186: 0.05221485815679909
Position 20910: 0.049829207751678206
Position 24161: 0.04219005228737812
Position 10669: 0.03998663317557098
Position 26440: 0.03485911389629732
Position 24125: 0.03186549424510581
Position 8600: 0.031567051307170836
Position 12631: 0.030583410269593603
Position 25140: 0.02857479838838965
Position 12207: 0.028281286274675414
Position 12607: 0.02789617844993209
Position 10694: 0.027782607041245324
Position 33313: 0.027590878348418457
Position 18918: 0.026131257451841937
Position 8136: 0.025025039312630847
Position 4066: 0.024634737506794457
Position 15197: 0.02423009926737097
Position 19858: 0.024084356551837237
Position 26583: 0.02282733406491354
Position 3272: 0.02191731705573626
Position 6836: 0.019786125950310138
Position 25756: 0.019251913367651096
Position 12379: 0.018634688280781242
Position 5209: 0.018196659385359464
Position 8213: 0.017328733658220002
Position 23917: 0.01719214887613009
Position 4242: 0.01697098222232342
Position 3647: 0.016859505223597398
Position 19183: 0.016141138823589696
Position 2102: 0.01565565549332503
Position 15316: 0.014721525986646016
Position 3520: 0.014091335856583303
Position 1176: 0.01280534796671821
Position 7475: 0.012235190690051705
Position 7304: 0.012008553156049725
Position 10705: 0.01123076950878705
Position 5068: 0.010578422077009193
Position 4213: 0.009996593720229912
Position 12340: 0.009809828043655197
Position 26622: 0.009580440880358634
Position 24495: 0.009518577420197473
Position 33900: 0.009262191727566238
Position 25295: 0.008666756934729685
Position 935: 0.008548541005790021
Position 2314: 0.00831534657590559
Position 20710: 0.007756316463362784
Position 1238: 0.007496431951639625
Position 33944: 0.006824666338633073
Position 19217: 0.0068178932828498575
Position 2625: 0.006810246266349345
Position 5039: 0.006807849282195604
Position 25087: 0.006358697302259925
Position 6886: 0.005841564507051809
Position 25292: 0.005828772407835974
Position 32276: 0.00549329097340426
Position 2431: 0.004873221066410791
Position 12742: 0.004859708666315433
Position 2555: 0.004181791017918766
Position 2461: 0.00415545221396855
Position 5250: 0.00412331000261588
Position 24601: 0.0040849079639005146
Position 7962: 0.00402634684836293
Position 25272: 0.003951920085274549
Position 10025: 0.003779852884509347
Position 2807: 0.0034196282075342832
Position 912: 0.003296925613352977
Position 3161: 0.002893346876749174
Position 5142: 0.002829730891039139
Position 10009: 0.0027095547666958503
Position 23788: 0.0026546861878416193
Position 15095: 0.002633099590156226
Position 3541: 0.0025934100390749048
Position 1616: 0.0025538746184742057
Position 7443: 0.00241901198337038
