Gene = Nmd3
index = 753
Annotated 5SS: [  138   482  2407  4473  7434  8549  9671 13140 14105 18053 19670 21644
 23301 24851 26384]
Annotated 3SS: [  423  2271  4375  7352  8419  9579 13060 14007 17934 19523 21530 23227
 24743 26312 26786]
SMsplice 5SS: [  138  4473  7434  8549  9671 14105 18053 19670 23301 24851 26384 26898]
SMsplice 3SS: [ 4375  7352  8419  9579 14007 17934 19588 23227 24743 26312 26786 28861]
top_k =  500
Partition function (log Z): 0.2583399889372542

Sorted 5' Splice Sites (High to Low Probability):
Position 19670: 0.9823137832954779
Position 18053: 0.9804357012674827
Position 7434: 0.9616854344210886
Position 8549: 0.9613659747410837
Position 26384: 0.9268788362501847
Position 24851: 0.849308190786255
Position 14105: 0.8262396282857023
Position 9671: 0.7927997191844431
Position 26898: 0.748080699142887
Position 4473: 0.6479999910673794
Position 23301: 0.5807430568976357
Position 138: 0.5139128658491193
Position 13140: 0.4562534964858666
Position 13429: 0.4096129639857279
Position 23869: 0.34756315580679503
Position 2407: 0.3443803130696856
Position 1970: 0.2979507016239106
Position 7014: 0.17487222702670266
Position 24041: 0.16890693155836925
Position 578: 0.16611508173111536
Position 547: 0.15751978227433241
Position 67: 0.13953643053880277
Position 482: 0.11373011976468815
Position 20822: 0.11026457259634685
Position 26722: 0.09587910320161666
Position 49: 0.08586669576294811
Position 23443: 0.08338468359641224
Position 8118: 0.0790473373325959
Position 12075: 0.07048736581057943
Position 74: 0.06992855761541542
Position 21644: 0.06899040626459632
Position 735: 0.06587189896227583
Position 11506: 0.055353246590992285
Position 3877: 0.05339143161417143
Position 8904: 0.0520026429280306
Position 13810: 0.04463706241771231
Position 566: 0.04138188240437606
Position 45: 0.03911910085947562
Position 4748: 0.03437690367071661
Position 12119: 0.034349910258581494
Position 26431: 0.031446031497969734
Position 20850: 0.02953647267908894
Position 8900: 0.029236093046926974
Position 26889: 0.023626667134259535
Position 4477: 0.019166151149694197
Position 27810: 0.018342545383853034
Position 8908: 0.017594305159161095
Position 20496: 0.016658772610602585
Position 21958: 0.01503358191081579
Position 21309: 0.011197152103419502
Position 77: 0.011064677897339168
Position 13434: 0.010786157850746443
Position 26152: 0.009111419489540942
Position 8007: 0.008663092991772868
Position 244: 0.008120945439520416
Position 21686: 0.007615449149068714
Position 591: 0.0072582238645834815
Position 28710: 0.006686380919169355
Position 20920: 0.006014863490764237
Position 24879: 0.005907532431333069
Position 26419: 0.005757730983627759
Position 1534: 0.005697039431998493
Position 26710: 0.005402058666385647
Position 1540: 0.004817809199835332
Position 13136: 0.0045319213624414895
Position 1041: 0.003616278520814388
Position 7975: 0.0034298385352377796
Position 21636: 0.003352112765037333
Position 248: 0.003338432617248464
Position 23990: 0.0032628582072750626
Position 1976: 0.0032209043471726384
Position 2182: 0.003158245136002581
Position 20200: 0.0028631782667312205
Position 28648: 0.0023946006736023295
Position 26460: 0.002322716868443722
Position 23682: 0.001808920535456187
Position 4468: 0.001708249251581686
Position 24915: 0.0015502688714087308
Position 26619: 0.0014121292305838624
Position 1865: 0.0013042989264566483
Position 1999: 0.0012377879825746264
Position 26719: 0.0010281854356502204
Position 53: 0.0009684727489990603
Position 105: 0.0008683883522401334
Position 5351: 0.0007490086009236955
Position 26651: 0.0006635711293544828
Position 528: 0.0005900551106052682
Position 5220: 0.000564603962556711
Position 2947: 0.000536110959854665
Position 694: 0.0005231160314881824
Position 206: 0.0004855454950598409
Position 18297: 0.00042386567991442115
Position 2600: 0.0004094510937592448
Position 28691: 0.000370963951754187
Position 142: 0.0003703950259831519
Position 8537: 0.0003696851182995197
Position 149: 0.0003444884985509622
Position 81: 0.00033869071930104586
Position 11194: 0.00031214827704895576
Position 338: 0.0002907889899633336
Position 8569: 0.00028434463954302825
Position 21290: 0.0002784888467625222
Position 10517: 0.00026312847554885366
Position 18058: 0.00016808920545885857
Position 19835: 0.0001204332775521172
Position 26390: 0.00010235735047033022
Position 111: 9.289973494717887e-05
Position 1227: 8.187855179815745e-05
Position 95: 6.845120977962092e-05
Position 23: 6.138322203292593e-05
Position 340: 5.9499303345004525e-05
Position 8420: 5.366736664849333e-05
Position 424: 5.332993085071187e-05
Position 26407: 4.451424752335275e-05
Position 26404: 4.329198740097314e-05
Position 306: 3.418666448267278e-05
Position 403: 3.293522736730963e-05
Position 109: 2.9803546026503166e-05
Position 357: 2.966278627967751e-05
Position 250: 2.741411836567898e-05
Position 26388: 1.9438803421972793e-05
Position 394: 9.663842567134573e-06
Position 10930: 9.37385221088185e-06
Position 18110: 8.3633730225232e-06
Position 51: 6.382557789736796e-06
Position 443: 5.8215293374997165e-06
Position 10948: 5.773773604510735e-06
Position 20759: 2.2491188968358544e-06
Position 10925: 2.1244405547547943e-06
Position 455: 6.610818262589483e-07
Position 123: 5.530740514466524e-07
Position 9940: 7.05083048921639e-08
Position 614: 2.9732481550441475e-08
Position 596: 2.2198957578618995e-08
Position 9298: 9.935866007474573e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 17934: 0.9806121538459638
Position 26312: 0.9682560818083177
