Gene = Taldo1
index = 1057
Annotated 5SS: [  120  3974  6404  8221  9558  9871 10131]
Annotated 3SS: [ 3849  6295  8088  9381  9672  9984 10544]
SMsplice 5SS: [  120  3974  6404  8221  9558  9871 10131]
SMsplice 3SS: [ 3849  6295  8088  9381  9672  9984 10544]
top_k =  500
Partition function (log Z): 14.32551765280386

Sorted 5' Splice Sites (High to Low Probability):
Position 10131: 0.9987261965893653
Position 8221: 0.9829637973863594
Position 9871: 0.9826009649788029
Position 9558: 0.9292726958900597
Position 120: 0.9141232645938523
Position 3974: 0.8277063095760249
Position 6404: 0.6570835646823977
Position 3546: 0.3558258890893012
Position 7531: 0.16422003147620534
Position 8639: 0.11644429242445772
Position 5900: 0.10848326530933193
Position 6413: 0.06858701101523824
Position 307: 0.05944166041851481
Position 8868: 0.05166377757117953
Position 8414: 0.03975225733252689
Position 3970: 0.03756313407003753
Position 9257: 0.03373866819443541
Position 9575: 0.03356182098918436
Position 232: 0.03252690206298298
Position 6381: 0.02982232992368226
Position 7267: 0.024965990704787368
Position 7332: 0.020356494835111316
Position 4408: 0.01991334298561652
Position 9069: 0.015945870218997286
Position 9889: 0.01436843713827673
Position 3765: 0.01376336226289712
Position 2372: 0.012252768821665533
Position 4688: 0.011451560238788315
Position 9604: 0.010906288165736633
Position 8826: 0.009604731235742198
Position 3936: 0.008473238417862565
Position 317: 0.007213186266508664
Position 891: 0.006991900928082888
Position 7812: 0.006609381488930818
Position 5368: 0.006540884667754389
Position 108: 0.00556126182752186
Position 9587: 0.005036256739424744
Position 5870: 0.004955703798581413
Position 4072: 0.004907130249283795
Position 1539: 0.004524416584847166
Position 714: 0.003987464567351465
Position 2380: 0.0039229710496325116
Position 38: 0.0034167322972415396
Position 766: 0.0033472723282534436
Position 8348: 0.003057623608607356
Position 7289: 0.002924537384753525
Position 8931: 0.002633774045514047
Position 3283: 0.0023752125447894738
Position 695: 0.002290275817639742
Position 9592: 0.002175322655011527
Position 2339: 0.001914131511664488
Position 3978: 0.0015921729950802768
Position 2494: 0.0015894316267903615
Position 731: 0.0015709850306100943
Position 8483: 0.0014558838375951092
Position 7705: 0.001448993153159976
Position 7514: 0.001019152113226707
Position 613: 0.0009975313239772537
Position 8159: 0.0009957132370794707
Position 2185: 0.0009862307831290489
Position 8185: 0.0009779551261190865
Position 812: 0.0009436474008382672
Position 9883: 0.0009252451689763485
Position 6432: 0.0009214994670083297
Position 8398: 0.0009147579814255774
Position 10302: 0.0007864533099614223
Position 6417: 0.0006736163837814374
Position 9467: 0.0006011399719045348
Position 10147: 0.00035347281494441113
Position 8403: 0.0003034120201105662
Position 9610: 0.0002739544313066997
Position 10143: 0.00019948775507672126
Position 8225: 0.0001938096280248761
Position 5675: 0.00017406110589239824
Position 10112: 0.00010488656529488317
Position 133: 9.241600089450465e-05
Position 10643: 8.729355937646159e-05
Position 9784: 4.9432086669155716e-05
Position 311: 4.608316722970108e-05
Position 185: 3.7442411816432394e-05
Position 10663: 3.710185325521652e-05
Position 10574: 2.905515660736481e-05
Position 9488: 2.8358036308603732e-05
Position 9453: 2.5430770788698444e-05
Position 10306: 2.3382013857014207e-05
Position 10689: 2.287537243721377e-05
Position 10597: 1.9949038004421734e-05
Position 9938: 1.263789486680887e-05
Position 92: 1.1608503717908438e-05
Position 10135: 9.229502593086755e-06
Position 277: 6.777509590099481e-06
Position 858: 2.1961794486026303e-06
Position 95: 2.1944315118343607e-06
Position 58: 1.686046800181389e-06
Position 10273: 1.6500135770501697e-06
Position 187: 1.178949358328198e-06
Position 472: 1.1388849952887663e-06
Position 82: 6.784771928833994e-07
Position 10260: 5.812739939479797e-07
Position 330: 2.5584556350298426e-07
Position 31: 2.057654388675552e-07
Position 25: 2.0516622658309976e-07
Position 346: 1.690629822008039e-07
Position 15: 7.860691575721484e-08
Position 489: 7.409626207953932e-08
Position 538: 7.402560083290607e-08
Position 454: 4.977527218796216e-08
Position 507: 4.3713071774060326e-08
Position 9: 1.723594679660278e-08
Position 191: 7.743624534534575e-09
Position 236: 2.094521750040982e-09
Position 320: 1.8832261298780726e-09
Position 193: 1.0554797385504518e-09
Position 9861: 8.522268875592217e-10
Position 10283: 1.0687175930594811e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10544: 0.9958165918116805
Position 9672: 0.9875164932209959
Position 8088: 0.971620181614378
Position 9381: 0.9522619446777504
Position 6295: 0.7379300183606696
Position 9984: 0.7017189810334388
Position 3849: 0.6893419856830629
Position 9989: 0.25483266344832456
Position 3410: 0.20182032473701492
Position 7405: 0.12286254842714207
Position 5813: 0.11171738171894624
Position 3799: 0.1066087280001127
Position 8511: 0.07697262310516391
Position 7141: 0.06691728020528966
Position 8321: 0.04951096166887439
Position 3909: 0.04859424313974001
Position 3426: 0.04645090396833092
Position 3479: 0.04167934381227373
Position 3506: 0.040895094159735794
Position 8665: 0.031709863961565325
Position 3802: 0.030549513126095485
Position 8701: 0.028573758942115605
Position 9442: 0.02608287184545481
Position 7449: 0.018943614645982477
Position 2111: 0.018819028192949793
Position 197: 0.018690125027158312
Position 8857: 0.016817375420078683
Position 9231: 0.01450187145599626
Position 630: 0.013479946075753408
Position 8104: 0.012822733511170829
Position 9125: 0.012686392437938343
Position 10050: 0.012685330084331814
Position 8444: 0.010926345104270414
Position 6354: 0.010746342259074677
Position 10007: 0.010564447144895534
Position 3648: 0.00975116518594866
Position 4610: 0.00912819874351461
Position 3240: 0.008946949145877086
Position 9994: 0.008926571674127623
Position 8584: 0.007600629112194134
Position 4244: 0.007459578450700535
Position 5213: 0.006540884667754378
Position 3207: 0.006391372145416829
Position 7625: 0.005774219454033119
Position 4256: 0.005603519057257185
Position 3155: 0.0054922189920425775
Position 6079: 0.005211263180424759
Position 10025: 0.005140819247439193
Position 9809: 0.004354195354801397
Position 9958: 0.0042725830497631
Position 9201: 0.0040838249643585876
Position 8352: 0.0037502234743016965
Position 8428: 0.00366345457059021
Position 3321: 0.0034521015908594334
Position 3575: 0.003429709649455607
Position 441: 0.0033108753278206214
Position 4304: 0.003154032148855523
Position 8953: 0.0028031879666153285
Position 7420: 0.002766770839578149
Position 8382: 0.0026847261827664067
Position 1363: 0.002671830357395978
Position 9309: 0.002572085410014904
Position 9680: 0.0025319367360321548
Position 8538: 0.002352041816999167
Position 3340: 0.002151923467449978
Position 8051: 0.002012928323601493
Position 7401: 0.0019959923960919477
Position 9639: 0.0019821467173865926
Position 4299: 0.0019779956675806407
Position 3753: 0.0019178204434152813
Position 222: 0.0018114913627070117
Position 6250: 0.0017664002565187038
Position 7687: 0.0017392184939464587
Position 10689: 0.0016291347637487174
Position 2197: 0.0015338924134272302
Position 4472: 0.001515034401758731
Position 6133: 0.0014339974154191934
Position 8706: 0.0014241529217820478
Position 253: 0.0012837043709170175
Position 3914: 0.0012429155653400903
Position 9236: 0.0012178522355788014
Position 3584: 0.0011731412837136393
Position 7986: 0.0011446187335455295
Position 10754: 0.0011282325350459132
Position 791: 0.0009864711500748758
Position 8478: 0.0009796452992063376
Position 5572: 0.0009678299723447975
Position 4166: 0.0009216657092415213
Position 10004: 0.0008683789995118587
Position 9130: 0.0008642200354396171
Position 1448: 0.0008487670112282446
Position 9710: 0.0008064595614432331
Position 10213: 0.0007229970304800826
Position 3171: 0.0006586031401855524
Position 4502: 0.0006427601209504733
Position 468: 0.0006332272661582233
Position 7704: 0.0005449366941112088
Position 2992: 0.0004914707314253087
Position 3302: 0.00048430635025692757
Position 4273: 0.0004842019945874357
Position 4066: 0.0004530860578718834
Position 179: 0.00043205249288579407
Position 10558: 0.0004063528316739354
Position 8540: 0.00040266684417886563
Position 5490: 0.0003492698379282371
Position 3183: 0.00033426654611563974
Position 5704: 0.00030754358810132547
Position 385: 0.0003056196118328427
Position 8535: 0.00030210830257949373
Position 799: 0.0002956259312810825
Position 5631: 0.0002710050964850157
Position 1404: 0.00027083929522142813
Position 1419: 0.0002503076807847456
Position 636: 0.00024276434464985468
Position 755: 0.0002368475477663392
Position 9385: 0.00023428919845013525
Position 569: 0.00022654401708428732
Position 8327: 0.00022455201915318044
Position 152: 0.00021159704670198668
Position 3930: 0.00020302089226866094
Position 10597: 0.0001930226026880093
Position 10242: 0.00018181443261860837
Position 1400: 0.00017981555509179642
Position 10757: 0.0001772334727017237
Position 1472: 0.00017527042492418774
Position 698: 0.00017438667868874448
Position 2436: 0.00016864952495376155
Position 4527: 0.00016431108348719003
Position 594: 0.00015179696478436963
Position 9713: 0.00013094634506977937
Position 1498: 0.00012758626020079077
Position 9954: 0.00012633572089249708
Position 10620: 0.00011151110551557474
Position 2356: 0.00011069940731850108
Position 10022: 0.00010539854775564333
Position 9764: 0.00010112567673613328
Position 10070: 0.0001004119267054614
Position 9866: 9.423026443444607e-05
Position 262: 9.335626817825423e-05
Position 9682: 8.258417012708597e-05
Position 9286: 8.04635909334195e-05
Position 10424: 7.321811048934096e-05
Position 10590: 5.940842775563515e-05
Position 821: 4.988213801963402e-05
Position 10264: 4.903137058104819e-05
Position 10638: 4.44827402316847e-05
Position 10216: 4.26996314621205e-05
Position 9966: 4.2643689215150403e-05
Position 10204: 4.175737173783196e-05
Position 2126: 3.3264254232641726e-05
Position 10178: 3.0069717839118604e-05
Position 9935: 2.6511409200990604e-05
Position 9316: 2.460883697696188e-05
Position 10565: 2.2018055982696775e-05
Position 8455: 2.1404699092257276e-05
Position 10305: 1.7825605236578577e-05
Position 8398: 1.6510455596870265e-05
Position 8496: 1.603236269242409e-05
Position 10609: 1.4309538354589311e-05
Position 8514: 1.4025340491020594e-05
Position 10258: 1.3964182851418969e-05
Position 10195: 1.3855965302285544e-05
Position 8517: 1.3537519927941273e-05
Position 8675: 1.1611378207606127e-05
Position 8461: 1.1304875028194026e-05
Position 10260: 1.1257406687191272e-05
Position 8402: 1.0866029799481854e-05
Position 10577: 7.669743326007353e-06
Position 9942: 6.922447753569601e-06
Position 10286: 6.49065651260625e-06
Position 10067: 6.191234835329926e-06
Position 7933: 5.4230310370206645e-06
Position 10112: 4.521729498435277e-06
Position 10574: 2.9619563918276508e-06
Position 4262: 2.90096428147622e-06
Position 10197: 2.512769563133911e-06
Position 10450: 1.8300643462249092e-06
Position 4342: 1.690384379389757e-06
Position 4553: 1.255889077316272e-06
Position 10184: 1.2208563169238361e-06
Position 10714: 1.1398886490031595e-06
Position 10701: 9.006793536361773e-07
Position 8718: 8.675364917889912e-07
Position 10296: 7.929707062571295e-07
Position 787: 1.8511362180749755e-07
Position 672: 1.7275998118487654e-07
