Gene = AI593442
index = 88
Annotated 5SS: [198]
Annotated 3SS: [1262]
SMsplice 5SS: [198]
SMsplice 3SS: [3374]
top_k =  500
Partition function (log Z): -8.542084989219408

Sorted 5' Splice Sites (High to Low Probability):
Position 198: 0.9059345024304158
Position 2726: 0.3270384638516129
Position 2526: 0.16149415058332472
Position 492: 0.10135580753139888
Position 263: 0.08812503533276057
Position 1649: 0.051453583988238225
Position 5929: 0.025529115986712817
Position 774: 0.010119786963515247
Position 1626: 0.009802934290153073
Position 2272: 0.00973271906496466
Position 1127: 0.009260604669524122
Position 2093: 0.007665034805904836
Position 2555: 0.0066765254229481956
Position 741: 0.004752038879913387
Position 579: 0.0024919781846463925
Position 2549: 0.002190098530640655
Position 1475: 0.0018490619114537327
Position 6329: 0.001479640005505052
Position 1605: 0.0011579919854011523
Position 1059: 0.001082198169671702
Position 2531: 0.000981297652957097
Position 1415: 0.0008639676409424573
Position 1443: 0.0007091572964687631
Position 1857: 0.0006338145118867189
Position 1141: 0.0005909414692123276
Position 2534: 0.0005466153570933718
Position 603: 0.0003506549010906511
Position 682: 0.00030417462472331696
Position 708: 0.00029943537617530545
Position 1417: 0.00023969706194353245
Position 1137: 0.00022961761497967623
Position 2090: 0.00022745664563651583
Position 2135: 0.0002147214236373118
Position 1833: 0.00017699577986876548
Position 1452: 0.0001409214760956692
Position 1836: 0.0001334167787620033
Position 2345: 0.00012390229582010895
Position 713: 0.00010808899417503345
Position 1412: 7.926042107965112e-05
Position 211: 3.531440224296487e-05
Position 188: 1.3013352340685132e-05
Position 1054: 8.730124147097e-06
Position 421: 5.440375265057014e-06
Position 1132: 3.754068406945716e-06
Position 879: 2.775568868276462e-06
Position 954: 1.8833675211210358e-06
Position 772: 1.4595941302553506e-06
Position 767: 9.48845219947986e-07
Position 122: 9.189872988202057e-07
Position 912: 8.968095356653634e-07
Position 802: 8.602132702878598e-07
Position 115: 6.176534202498723e-07
Position 208: 5.363678909493513e-07
Position 78: 3.6438827608037823e-07
Position 329: 3.1424908098816557e-07
Position 135: 3.0473890163715036e-07
Position 574: 2.446901511629235e-07
Position 93: 2.176338604289527e-07
Position 999: 1.1797611023398781e-07
Position 370: 7.694427709586505e-08
Position 535: 6.329361339882411e-08
Position 434: 5.948581728265744e-08
Position 624: 3.992563301871145e-08
Position 245: 2.970941531191745e-08
Position 642: 1.3747645097267613e-08
Position 362: 1.18859037466871e-08
Position 405: 1.827151946730336e-09
Position 496: 5.607452642459691e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2635: 0.2411605980361455
Position 2415: 0.239814021898259
Position 3374: 0.18328125962085812
Position 3262: 0.15154340680444328
Position 6583: 0.11373582330413122
Position 2604: 0.11147921828792293
Position 1262: 0.10437670250272679
Position 362: 0.07225452038757592
Position 4477: 0.055566772503725034
Position 5790: 0.05072349272843484
Position 2777: 0.0266322641702199
Position 289: 0.02505701362719174
Position 6371: 0.023976141093063855
Position 3528: 0.022171920212465498
Position 4628: 0.021590963210749478
Position 1494: 0.015896135930212708
Position 5737: 0.013709362587689611
Position 1987: 0.0132148955267634
Position 6095: 0.012991754884081844
Position 2142: 0.012578622510957909
Position 535: 0.012349385713310497
Position 447: 0.01214939975748415
Position 6403: 0.011747079289566243
Position 1464: 0.011670073709879722
Position 2455: 0.01134326864349875
Position 4653: 0.011322777283834611
Position 6288: 0.010850676733674952
Position 3627: 0.009434782931430791
Position 2018: 0.008649518183254701
Position 1499: 0.007925771167810704
Position 663: 0.007755399681151262
Position 2980: 0.007407771137076582
Position 3938: 0.0067945545826955086
Position 4235: 0.006305206038962823
Position 1043: 0.004975851593027123
Position 1759: 0.004444458420920409
Position 4457: 0.004357940830950062
Position 4047: 0.004277540193025951
Position 4603: 0.004094154344003004
Position 6553: 0.0037374145685775944
Position 6549: 0.003725171251042575
Position 1587: 0.003400938798828949
Position 1515: 0.003360280445133724
Position 3062: 0.00300647620429011
Position 995: 0.0029286105121556862
Position 6324: 0.0026092711145599017
Position 3842: 0.002542301015254738
Position 2797: 0.0024519932626320354
Position 919: 0.002314406824602028
Position 1648: 0.002233710858990484
Position 3470: 0.0017955557694324126
Position 2986: 0.0017466227939961596
Position 3759: 0.0016613832983868612
Position 1352: 0.0016333990003845052
Position 334: 0.0015996465568325429
Position 1327: 0.0014839469890035426
Position 4169: 0.0014660430378137447
Position 650: 0.0014565967981511384
Position 467: 0.0014077173315609677
Position 2261: 0.0013684682355535938
Position 1764: 0.0011225965593755047
Position 2112: 0.0010865727877216126
Position 815: 0.0010756238973439352
Position 5334: 0.0010623437296890183
Position 3686: 0.0010316152542465965
Position 5303: 0.0009990334698295699
Position 3604: 0.0009880101649081944
Position 1470: 0.000943636929573282
Position 1466: 0.0009375727006288389
Position 4720: 0.0008965020114725516
Position 671: 0.0007761808666915285
Position 2371: 0.0006946881635931172
Position 4149: 0.0006906699419184811
Position 1856: 0.0006640015230483488
Position 731: 0.0006171653337451616
Position 640: 0.0005420918204816997
Position 398: 0.0004956841930659567
Position 1625: 0.0004839713515692239
Position 2345: 0.00039095628492112584
Position 339: 0.0003640444514279908
Position 303: 0.0003533418086301679
Position 864: 0.00023887010105870396
Position 667: 0.00021209118417812593
Position 2461: 0.0001966203153781035
Position 2033: 0.0001874974780881398
Position 957: 0.00018139043794126525
Position 1614: 0.00012646139993993473
Position 370: 0.00012285165914025151
Position 1280: 0.00012051981258414742
Position 1019: 0.00011741010991488774
Position 1071: 0.00011187827658582072
Position 1014: 0.00011158696995078682
Position 1533: 0.00010780603926355228
Position 1287: 9.820510776893918e-05
Position 393: 8.854427655753143e-05
Position 1393: 8.203065195215104e-05
Position 311: 6.974903436194441e-05
Position 391: 6.653676595597675e-05
Position 1087: 5.745803179271678e-05
Position 1121: 2.855243280587595e-05
Position 911: 2.8463441900201227e-05
Position 1364: 2.1873500561282367e-05
Position 1036: 1.2116064538240426e-05
Position 514: 1.1665798619760454e-05
Position 554: 9.12741314747626e-06
Position 550: 8.198628651939335e-06
Position 999: 6.062313589618999e-06
Position 838: 5.64147645636702e-06
Position 737: 4.878151283640861e-06
Position 1007: 4.765915156806754e-06
Position 579: 4.03019326781088e-06
Position 852: 3.2203660110190677e-06
Position 963: 2.8331003334249093e-06
Position 1619: 2.496758920691027e-06
Position 908: 2.2376572694140196e-06
Position 926: 2.051442723710155e-06
Position 681: 1.9888918052693124e-06
Position 677: 1.6983772346228978e-06
Position 954: 1.6700418699838504e-06
Position 560: 1.6447030184848832e-06
Position 685: 1.1383913404405765e-06
Position 959: 1.1068862006918214e-06
Position 703: 1.0511930850267796e-06
Position 305: 8.02127909511445e-07
Position 696: 6.395543595236934e-07
Position 479: 7.158103076887861e-08
Position 486: 6.689630214105189e-08
Position 402: 2.4325512775399525e-08
Position 591: 2.1894721929800122e-08
Position 267: 7.364496168742447e-09
Position 491: 6.847796742412759e-09
Position 197: 4.687289958719929e-10
Position 637: 2.575961090297313e-10
Position 236: 5.584029008216044e-11
Position 245: 6.350878724719801e-13
Position 251: 6.014702211356738e-13
Position 147: 2.765826047234974e-13
Position 222: 3.053840638656767e-15
Position 257: 2.908653427242482e-15
Position 159: 2.6090725513731835e-15
Position 208: 1.6451121230786366e-15
