Gene = Lce1b
index = 626
Annotated 5SS: [49]
Annotated 3SS: [678]
SMsplice 5SS: [49]
SMsplice 3SS: [678]
top_k =  500
Partition function (log Z): -8.950700956876236

Sorted 5' Splice Sites (High to Low Probability):
Position 49: 0.6056854332033175
Position 167: 0.37220563037822885
Position 556: 0.021775690388425056
Position 821: 0.006073513544404606
Position 77: 0.0049710952972399445
Position 797: 0.0048914100215781565
Position 184: 0.003674259916129869
Position 437: 0.0031920765217713838
Position 758: 0.0030269553904489067
Position 425: 0.0022363635698508656
Position 746: 0.0008602336683017162
Position 844: 0.000845318188738718
Position 811: 0.0007053014596709382
Position 596: 0.0006070985618646041
Position 497: 0.00045306803331531486
Position 518: 0.0003740388521463353
Position 53: 0.00015514579399475819
Position 81: 0.00014946953947693874
Position 1036: 7.241617022187062e-05
Position 833: 6.0392737577226394e-05
Position 522: 4.343982236415702e-05
Position 831: 3.739342207363802e-05
Position 598: 2.8598463066731186e-05
Position 16: 2.5953448874908414e-05
Position 226: 2.3170454872314528e-05
Position 123: 2.262556042834744e-05
Position 600: 2.200155196811052e-05
Position 853: 2.1454750411342418e-05
Position 660: 1.724155903559756e-05
Position 862: 1.646041364570942e-05
Position 36: 1.6137495312397036e-05
Position 1033: 9.835408713354324e-06
Position 389: 9.746082660970963e-07
Position 55: 7.251142792820828e-07
Position 305: 4.1847933232032646e-07
Position 40: 3.865154333961291e-07
Position 282: 3.4616185414515373e-07
Position 31: 3.4444900442493296e-07
Position 121: 2.2122165866772322e-07
Position 5: 1.240461809425032e-07
Position 273: 9.451511780567153e-08
Position 473: 6.151199137032865e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 678: 0.599910339249795
Position 913: 0.1382065399850176
Position 521: 0.09674124376291614
Position 847: 0.03517059126646699
Position 895: 0.03027195666229815
Position 949: 0.020081627818286145
Position 982: 0.017711604520455386
Position 335: 0.014775341356912254
Position 958: 0.009223492221982234
Position 389: 0.006641964200184838
Position 877: 0.0065118921102028555
Position 716: 0.006432817787681012
Position 616: 0.006098691090605031
Position 684: 0.0048329025209630895
Position 246: 0.004706036423597396
Position 425: 0.003872446516950944
Position 213: 0.0037829461332203698
Position 1135: 0.0029916636814086447
Position 927: 0.0025169081463262723
Position 997: 0.002485645763416443
Position 487: 0.0017541786893352572
Position 469: 0.0014825688450589801
Position 156: 0.0013344298839685356
Position 746: 0.0013200103722112663
Position 821: 0.001262609745649415
Position 701: 0.0009921238766962643
Position 293: 0.0009591285223554134
Position 713: 0.0009282021259474711
Position 631: 0.0008332379662514226
Position 776: 0.0008122202467768589
Position 531: 0.0006949059095498496
Position 290: 0.0006595526141403897
Position 1119: 0.0005347256236815481
Position 1000: 0.0005328616757734345
Position 346: 0.0004864081495322014
Position 581: 0.00047773368519630653
Position 1060: 0.0003815443342151929
Position 797: 0.0003399577553714662
Position 1087: 0.0003002793695068236
Position 1057: 0.0002502076743423517
Position 758: 0.0002432592777692191
Position 355: 0.00023660249242274072
Position 696: 0.00022655730058968813
Position 126: 0.00022025231277212015
Position 264: 0.00021109701885068044
Position 1030: 0.00020861126267136343
Position 1217: 0.00016403556849642028
Position 1090: 0.00015771053847419018
Position 636: 0.00012897270208458408
Position 501: 0.0001284104225643537
Position 1027: 0.0001272801152357814
Position 722: 0.00012438174723596195
Position 1069: 0.00012145466750441228
Position 725: 8.996748999751217e-05
Position 1258: 7.389953266227021e-05
Position 651: 6.988715100084349e-05
Position 437: 6.982148071490088e-05
Position 590: 5.430313112905232e-05
Position 552: 4.80863524095936e-05
Position 940: 4.2677744007540674e-05
Position 166: 4.134134003677894e-05
Position 134: 4.037790982423522e-05
Position 298: 3.945739467403059e-05
Position 1140: 2.8951248616209113e-05
Position 441: 2.7784911557756002e-05
Position 216: 2.1048358842944392e-05
Position 1009: 2.0102439141670146e-05
Position 158: 1.9011623579868794e-05
Position 365: 3.4147444215829016e-06
Position 361: 3.20429091959523e-06
Position 449: 2.42774786949339e-06
Position 367: 1.168662312762799e-06
Position 140: 8.802993090706669e-07
Position 359: 7.225970572882814e-07
Position 143: 6.739537353660565e-07
Position 371: 5.260717616374525e-07
Position 117: 4.5342837071225785e-07
Position 136: 2.393984540048486e-07
Position 87: 1.411350920583073e-07
Position 223: 5.3459784602955455e-08
Position 194: 1.9568016058789e-08
Position 226: 1.7165215711075984e-08
Position 187: 1.6700907586014747e-08
Position 175: 1.1336295409380684e-08
Position 376: 3.493623266217093e-09
Position 94: 2.6640368000093397e-09
Position 89: 7.350745559880207e-10
Position 70: 2.5334762780680868e-11
Position 106: 7.3431993636597e-12
Position 101: 5.2288195501684206e-12
Position 72: 3.158051697357023e-12
Position 230: 1.2437862139352512e-12
Position 104: 2.5408743969652718e-14
Position 99: 1.2889384126677764e-14
