Gene = Hikeshi
index = 538
Annotated 5SS: [  236  5478 17641 21132]
Annotated 3SS: [ 5239 17488 21012 22196]
SMsplice 5SS: [  236  1225  5478 10885 17641 21132]
SMsplice 3SS: [ 1124  5239 10743 17488 21012 22196]
top_k =  500
Partition function (log Z): -6.388785818984387

Sorted 5' Splice Sites (High to Low Probability):
Position 10885: 0.9349486200167393
Position 5478: 0.9337601610251264
Position 21132: 0.8182751872687153
Position 1225: 0.741462431673776
Position 17641: 0.6672128782568362
Position 236: 0.6307969598000158
Position 4802: 0.31428904652909356
Position 17689: 0.2852312212118045
Position 6339: 0.2751043975587498
Position 12006: 0.2575724839468837
Position 7345: 0.1715504435774343
Position 10445: 0.16685098766081752
Position 6966: 0.15715567987390164
Position 3427: 0.1368324895252525
Position 7349: 0.13343759860134724
Position 168: 0.09702532241232509
Position 22014: 0.09245715874306994
Position 18321: 0.0790143163556218
Position 21988: 0.07892790283977871
Position 267: 0.0781290958514966
Position 21213: 0.07296539616130056
Position 1230: 0.06377853491394853
Position 17952: 0.06365827407455638
Position 10200: 0.057259925422742525
Position 10905: 0.044153043479815406
Position 15189: 0.03306451717589969
Position 9522: 0.032614277794785144
Position 271: 0.02803445434022199
Position 522: 0.025854590403258132
Position 7192: 0.022237378653925492
Position 529: 0.021037157662325993
Position 1583: 0.019561081826054285
Position 22958: 0.018854830149888094
Position 4345: 0.018135100373128408
Position 983: 0.018001677897688056
Position 689: 0.016657311030660177
Position 1615: 0.013203092149509744
Position 564: 0.013198526478448665
Position 21: 0.01256148575669519
Position 13363: 0.01250462552351158
Position 114: 0.011543324550864497
Position 23272: 0.010512213517211651
Position 2441: 0.010143101369682987
Position 22951: 0.009901811162676494
Position 35: 0.009767730348230362
Position 6383: 0.009520021070960592
Position 4825: 0.009168638579583235
Position 5002: 0.008698574223373638
Position 42: 0.006966418799617133
Position 4787: 0.00616683908910047
Position 4684: 0.005680909958985093
Position 3309: 0.003961706207760761
Position 22035: 0.003937229541330532
Position 513: 0.003787494735504761
Position 1091: 0.0037174510377727373
Position 354: 0.00322945334396714
Position 221: 0.002952539017303502
Position 297: 0.002830793339999777
Position 418: 0.0025288186297287513
Position 328: 0.0022142614442277114
Position 999: 0.002204586180961473
Position 867: 0.001879456304723308
Position 4782: 0.001581415319837013
Position 436: 0.0014300855702960372
Position 573: 0.0011860864260052105
Position 3411: 0.0011287823313245746
Position 585: 0.001116744806972931
Position 813: 0.0009966511457353943
Position 3256: 0.0009147859915336488
Position 4392: 0.0008662656992122322
Position 208: 0.0008459070769022086
Position 4779: 0.0007647939287660056
Position 498: 0.0007512667783556548
Position 3467: 0.0007292730905165402
Position 621: 0.0006926919762562914
Position 1245: 0.0006311564637847735
Position 431: 0.0006169624869929255
Position 815: 0.0006081008435734134
Position 2744: 0.0005818971232676064
Position 75: 0.0005277560285018477
Position 1698: 0.0004792360862635012
Position 941: 0.00024439117866414137
Position 848: 0.00023092977136594833
Position 410: 1.7423000893744045e-05
Position 154: 6.297954461261475e-06
Position 398: 5.915215100025917e-06
Position 85: 4.888487194113539e-06
Position 254: 4.38419224934124e-06
Position 461: 4.288577268892177e-06
Position 597: 4.125470570429655e-06
Position 156: 3.073122691052789e-06
Position 286: 2.9730947294040506e-06
Position 122: 2.855466565598647e-06
Position 466: 2.3552477397926924e-06
Position 396: 2.3511954455871255e-06
Position 67: 2.15703903158733e-06
Position 582: 2.0948674649163132e-06
Position 352: 2.0068833689103245e-06
Position 334: 1.6394797839575538e-06
Position 474: 1.4415098781083835e-06
Position 59: 1.3506613368836802e-06
Position 136: 1.0528242334410554e-06
Position 471: 9.078835064596359e-07
Position 481: 7.59844213138923e-07
Position 70: 7.189595030700896e-07
Position 65: 5.971482470809948e-07
Position 15: 5.584457557593968e-07
Position 90: 3.9813905869331385e-07
Position 519: 2.858569413850536e-07
Position 636: 2.6404930276889643e-07
Position 554: 2.1043374540950553e-07
Position 289: 1.525999414134389e-07
Position 447: 1.1238073943455984e-07
Position 78: 5.952558749362258e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 10743: 0.9791070036376173
Position 17488: 0.9539523846718446
Position 5239: 0.9337599281089017
Position 21012: 0.7912841975811062
Position 1124: 0.6872847445610326
Position 22196: 0.6843998583035411
Position 7100: 0.3120895900152198
Position 4577: 0.27970385856981544
Position 11886: 0.20008534064928504
Position 10352: 0.16237528915115113
Position 6228: 0.1543231343414719
Position 3305: 0.1393321775835775
Position 21072: 0.12974916825120317
Position 6183: 0.12314321871685037
Position 6784: 0.1130626311628982
Position 22795: 0.08703108354528737
Position 21883: 0.0833951915141761
Position 18171: 0.07281155742419528
Position 4613: 0.05721453521825201
Position 21768: 0.051942906060293274
Position 11915: 0.048965474896360585
Position 21467: 0.047339340431618804
Position 23309: 0.04408165401081108
Position 23363: 0.04004627311037101
Position 971: 0.03681642756711919
Position 17837: 0.036330608047252196
Position 22583: 0.03578300539186435
Position 1017: 0.03543967048414255
Position 10110: 0.03537840829336292
Position 15002: 0.03306451717589969
Position 9430: 0.028693000531326958
Position 21796: 0.028481409032912842
Position 17889: 0.0277894023980089
Position 21915: 0.0271709970163901
Position 9998: 0.026357215639045955
Position 6805: 0.024974776821540142
Position 1489: 0.024760958538984287
Position 23127: 0.023731040923069848
Position 7284: 0.015070350658812183
Position 491: 0.012884097873529432
Position 13233: 0.012534166931314445
Position 2301: 0.01006928689684994
Position 746: 0.00972598916826886
Position 11922: 0.008561665408280822
Position 22879: 0.008407604275836781
Position 6627: 0.00782993206110868
Position 22549: 0.007667266198301626
Position 6793: 0.006991299625623557
Position 4329: 0.0064042699934103355
Position 18274: 0.006202758931426541
Position 1202: 0.006136230238445888
Position 1160: 0.005893781698585784
Position 1528: 0.005727015629876573
Position 4228: 0.005449124580499118
Position 559: 0.004805163871145705
Position 4287: 0.0045685236322261374
Position 22903: 0.004458198908378897
Position 4864: 0.00445540268899832
Position 871: 0.004312144286835856
Position 9302: 0.003922998910352875
Position 6026: 0.0036177951607081417
Position 21284: 0.003030145550110586
Position 4193: 0.0025794478662050473
Position 6190: 0.002477210929784237
Position 3224: 0.002240146745805372
Position 4518: 0.0021960973781402346
Position 393: 0.0020894076757386527
Position 6808: 0.0020705115195232145
Position 6864: 0.0019426869717782001
Position 4900: 0.0018864426505890049
Position 1378: 0.0018689992393390374
Position 21390: 0.0017589521841798062
Position 3156: 0.0012780406390548317
Position 812: 0.0010635260928366643
Position 4750: 0.0008941855902374932
Position 23020: 0.0008680604553351974
Position 20186: 0.0007484789698825375
Position 6334: 0.0007296284719492377
Position 3372: 0.0007167286534665957
Position 1095: 0.0006705949360140234
Position 2623: 0.0005818971232676058
Position 1327: 0.0005490375674381005
Position 1101: 0.0005429321825334896
Position 727: 0.0005070413341802032
Position 22093: 0.00048383669362072094
Position 840: 0.0004771828384403878
Position 20160: 0.0004531686823920168
Position 20576: 0.00038568155211686326
Position 113: 0.0003811929037025127
Position 21561: 0.00034554877257601563
Position 6118: 0.00033343100894650703
Position 1346: 0.00031987725103709686
Position 20251: 0.0003152792480813637
Position 6736: 0.00028423270337660684
Position 749: 0.0002469159194594311
Position 688: 0.00012949167015415057
Position 646: 0.00010399269058766011
Position 131: 9.685360813742932e-05
Position 873: 8.726748538925418e-05
Position 2359: 7.381447283304271e-05
Position 1019: 7.158829888747509e-05
Position 12176: 6.70846665442115e-05
Position 7308: 6.60113396909365e-05
Position 414: 6.59060275287648e-05
Position 17157: 6.563430255602663e-05
Position 167: 6.526268123917745e-05
Position 795: 6.473915834884697e-05
Position 17193: 5.56362154899865e-05
Position 18368: 5.072831448094982e-05
Position 16765: 4.50673907716643e-05
Position 13977: 4.1872101585359775e-05
Position 893: 3.5918957137588415e-05
Position 618: 3.1343258026002685e-05
Position 978: 2.8298840573766044e-05
Position 11118: 2.7942178171617598e-05
Position 784: 2.5426507707870635e-05
Position 12353: 1.9605289483836397e-05
Position 136: 1.7263770679458582e-05
Position 1272: 1.6296117026681522e-05
Position 1179: 1.62584286724034e-05
Position 13708: 1.1853966858818173e-05
Position 12146: 1.1418540793023184e-05
Position 14005: 1.1228935765224993e-05
Position 11332: 7.270045807191615e-06
