Gene = Nprl2
index = 763
Annotated 5SS: [ 228  848 1111 1390 2062 2252 2409 2615 2806 3162]
Annotated 3SS: [ 755  941 1280 1924 2153 2371 2520 2687 3018 3264]
SMsplice 5SS: [ 228  848 1134 1390 2062 2252 2615 2806 3191]
SMsplice 3SS: [ 755  941 1280 1924 2153 2520 2687 3018 3264]
top_k =  500
Partition function (log Z): 9.37250757834375

Sorted 5' Splice Sites (High to Low Probability):
Position 2615: 0.9739374322111651
Position 2062: 0.9564130837039115
Position 2806: 0.8405763424662561
Position 228: 0.77727843791958
Position 1390: 0.7616114184626741
Position 2252: 0.714539317923142
Position 848: 0.6003622435052373
Position 3191: 0.3376181618360294
Position 1134: 0.2899382559506671
Position 3162: 0.2573220249556296
Position 1431: 0.20609506003731878
Position 540: 0.17812227113174364
Position 1146: 0.1712443924787189
Position 1138: 0.15455343627243529
Position 1167: 0.14269840604101605
Position 1111: 0.10711409478747186
Position 1142: 0.10044863145930313
Position 3186: 0.09963370183594654
Position 2328: 0.09881414211647158
Position 864: 0.09683979020767809
Position 2267: 0.07199423352923845
Position 2413: 0.06134721322294738
Position 2409: 0.041812518061793036
Position 341: 0.032379863402298696
Position 1739: 0.02932142108857281
Position 666: 0.028612398029472054
Position 2226: 0.02777044943391112
Position 565: 0.021207308399974586
Position 355: 0.020024705111528717
Position 846: 0.01709274296939494
Position 2316: 0.014106310726222145
Position 2834: 0.0125973429817058
Position 801: 0.011613253631151966
Position 1488: 0.011021915774213697
Position 1843: 0.006435525043391034
Position 175: 0.006201509791253261
Position 406: 0.005039619218240997
Position 996: 0.004788719370679466
Position 1157: 0.004753801177107458
Position 81: 0.004058214623254995
Position 2906: 0.0038006680481273885
Position 824: 0.003608093669870609
Position 2745: 0.0035467999214399324
Position 5: 0.003456133642451014
Position 535: 0.003291513639756768
Position 2372: 0.003079800634558446
Position 1150: 0.0026520869512241412
Position 191: 0.001941491227536791
Position 26: 0.001764516908126231
Position 1033: 0.0017260416384060671
Position 546: 0.0015647382459280982
Position 467: 0.0015456595146188402
Position 556: 0.0014609224421592043
Position 795: 0.0014434256302628722
Position 859: 0.0014348629741447615
Position 2900: 0.0012892156016395431
Position 2934: 0.0011374532280501812
Position 3329: 0.0010973748006544806
Position 878: 0.001075179231565083
Position 3085: 0.0008528826464368959
Position 686: 0.0008143884212496797
Position 10: 0.0008055817271541681
Position 1440: 0.0006806066785262058
Position 2753: 0.0006679987025849926
Position 1951: 0.000633000854542515
Position 1989: 0.0006030909614514708
Position 2256: 0.0005784754767462946
Position 2795: 0.0005783477365812036
Position 362: 0.0005491824174515708
Position 485: 0.0004739820152531341
Position 2040: 0.0002922060690591709
Position 803: 0.0002799135467784078
Position 1996: 0.0002623655097516652
Position 1037: 0.0002555197539332029
Position 634: 0.0002441560406454623
Position 298: 0.0002409062074557516
Position 304: 0.00024074878775569728
Position 3077: 0.00023659557600546517
Position 756: 0.0002006394585089352
Position 316: 0.0001484102552714195
Position 2288: 0.00014486196051057603
Position 1154: 0.00013771077508808484
Position 456: 0.00013572487456217365
Position 3083: 0.00013213974689151554
Position 371: 0.0001192309924082645
