Gene = Snrpe
index = 999
Annotated 5SS: [ 128  574 1395 3791]
Annotated 3SS: [ 546 1331 3711 6214]
SMsplice 5SS: [ 578 3791]
SMsplice 3SS: [3711 6214]
top_k =  500
Partition function (log Z): -5.638025481277294

Sorted 5' Splice Sites (High to Low Probability):
Position 3791: 0.915042839076697
Position 578: 0.6783425685789333
Position 3535: 0.32727621521927247
Position 110: 0.17091221869223036
Position 1082: 0.1531861986772198
Position 3569: 0.14185343951627022
Position 1395: 0.1222720124727078
Position 128: 0.11220416293608178
Position 574: 0.09532184109419964
Position 384: 0.08243573666930779
Position 101: 0.08109432837676757
Position 1457: 0.05562579359709332
Position 5251: 0.038791948421124454
Position 174: 0.025472323522003945
Position 220: 0.009075214577545936
Position 1347: 0.00656139828710235
Position 1384: 0.006360700972507757
Position 2090: 0.004597415313439057
Position 6121: 0.004436751418730933
Position 165: 0.004238252467427062
Position 774: 0.004015831037428126
Position 4590: 0.0036078096669057806
Position 402: 0.002644906031938054
Position 5638: 0.0025093511742566295
Position 4343: 0.0025088599109361013
Position 3970: 0.0019934695532160505
Position 3459: 0.001941896417260898
Position 3582: 0.001934694253841613
Position 3089: 0.00192202269281004
Position 116: 0.0017999901603959116
Position 2600: 0.0016477397720199116
Position 1547: 0.0015644514731347487
Position 368: 0.0014491976870653707
Position 1179: 0.0013154924170241495
Position 1556: 0.0011878465305543838
Position 1686: 0.0008044344623228188
Position 3371: 0.0007524471065581504
Position 2094: 0.0007476323241927404
Position 79: 0.0007447277181505164
Position 142: 0.0007146226376528452
Position 2078: 0.0005277959383495146
Position 1365: 0.00045919054661261395
Position 1516: 0.00044866427877714404
Position 6113: 0.000438705448294807
Position 814: 0.00039433675914485284
Position 5851: 0.00027751276944787287
Position 180: 0.00026164069013570043
Position 2392: 0.00016514408982407362
Position 1122: 0.0001645033610509628
Position 785: 0.00015708961248109336
Position 305: 1.6552816440441854e-05
Position 62: 1.1997270208628922e-05
Position 1029: 1.108732108521344e-05
Position 448: 1.0680956586893894e-05
Position 56: 1.0563266655682914e-05
Position 489: 9.692236449164178e-06
Position 432: 5.361321247620345e-06
Position 429: 3.3765351458598914e-06
Position 4098: 2.2644891057619636e-06
Position 23: 1.8395301542123874e-06
Position 4132: 1.0478668866891038e-06
Position 262: 4.828668730044055e-07
Position 585: 2.1640598764226132e-07
Position 53: 1.7655282647872816e-07
Position 8: 1.5101603627519347e-07
Position 582: 1.0498888403607887e-07
Position 51: 5.7447642556822166e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3711: 0.9094375297411434
Position 6214: 0.30703621708835227
Position 3395: 0.2710245988812051
Position 3458: 0.20202471847585923
Position 1331: 0.18550349837919697
Position 451: 0.17415152452901456
Position 6016: 0.16895761603647041
