Gene = 4931406P16Rik
index = 62
Annotated 5SS: [   65 28850 49999 55539 55920 56205 57140 59565 65445 68586 71312 73043
 73808]
Annotated 3SS: [27597 49800 55397 55823 56042 56980 59466 65318 67572 71145 72904 73728
 74313]
SMsplice 5SS: [   60  1463  7767 16992 21709 27833 49999 55539 57140 59565 65445 71312
 73043 73808]
SMsplice 3SS: [ 1374  7628 16892 21465 27597 49800 55397 56980 59466 65318 71145 72904
 73728 74313]
top_k =  500
Partition function (log Z): -39.67576822187071

Sorted 5' Splice Sites (High to Low Probability):
Position 7767: 0.9538036710485145
Position 1463: 0.6935369120859284
Position 21709: 0.6515821168092248
Position 17097: 0.5200956139638481
Position 60: 0.5182858704632726
Position 17091: 0.4764019714208455
Position 65: 0.3977388553019531
Position 27833: 0.3439888193287311
Position 11081: 0.3373312213880775
Position 17331: 0.15634687965633512
Position 856: 0.12343945776045598
Position 13770: 0.10243812037538197
Position 20418: 0.10097103762316374
Position 8164: 0.08982788228912059
Position 1343: 0.07175211538354719
Position 10811: 0.06079096587267683
Position 12021: 0.058315307022213964
Position 13484: 0.04965415480533337
Position 1033: 0.03822092520940495
Position 13488: 0.026849065422322446
Position 17392: 0.019340534160143655
Position 13452: 0.017000767978052174
Position 87: 0.011695327361638619
Position 33: 0.010501414409698512
Position 5862: 0.0073830387053756335
Position 6430: 0.005870984786367391
Position 108: 0.0013256214934307352
Position 572: 0.0006927447266304226
Position 11655: 0.0006707515328970125
Position 24: 0.0005854082017557003
Position 70: 0.00022621012081223466
Position 890: 0.00019244557923754906
Position 823: 0.00018251861388864668
Position 10194: 0.0001723348514453037
Position 359: 0.00017183657008080336
Position 10198: 0.00016645777888074067
Position 565: 0.00015090493775765518
Position 847: 0.00012324438447612357
Position 499: 0.00011444561116139317
Position 1249: 8.377565876345056e-05
Position 1085: 8.023047486531182e-05
Position 1289: 5.850582633110508e-05
Position 159: 2.7503865530760457e-05
Position 381: 1.3431969709133266e-05
Position 860: 1.1302543410444754e-05
Position 910: 1.0990979354299787e-05
Position 122: 1.0895687935077639e-05
Position 782: 9.595087260986093e-06
Position 484: 9.481038325528167e-06
Position 11: 6.73368549819639e-06
Position 394: 4.735491101143011e-06
Position 1240: 2.776027738781482e-06
Position 618: 5.572333999440649e-07
Position 291: 1.4152569226960007e-07
Position 4830: 7.76475697671944e-08
Position 548: 1.9946022543332476e-10
