Gene = Crb1
index = 293
Annotated 5SS: [   237  40048  48927  53851  62507 128959 134100 135955 140256 142351
 145414]
Annotated 3SS: [ 39468  48730  53710  62323 128001 133551 135788 139348 142221 145286
 178289]
SMsplice 5SS: [   237  27236  32373  40923  48622  48927  53851  62507  64440  73117
  90098 104484 105671 128959 134100 134898 140256 142351 145414]
SMsplice 3SS: [ 27115  32218  40739  48497  48730  53730  62323  64202  72985  89772
 104359 105501 128751 133971 134798 140108 142221 145286 177751]
top_k =  500
Partition function (log Z): -112.11223410028617

Sorted 5' Splice Sites (High to Low Probability):
Position 237: 0.8565703449507107
Position 2502: 0.15579365856147903
Position 159: 0.12995917415755998
Position 2506: 0.09401799848819468
Position 6732: 0.05851709949321026
Position 3368: 0.03937346670346245
Position 5322: 0.013380658962472787
Position 1906: 0.012193780810360115
Position 1050: 0.008736107385716719
Position 343: 0.008053856726367051
Position 6941: 0.007897992963533246
Position 1054: 0.0017242830412387334
Position 2235: 0.0015980105296289513
Position 6072: 0.0012872701301523762
Position 3803: 0.0011003143395218735
Position 2185: 0.0010228743028834705
Position 2135: 0.0010041698899157106
Position 251: 0.00089869338899383
Position 1352: 0.0005634817888483102
Position 2611: 0.0004784870101478269
Position 1105: 0.00047739712511125833
Position 1345: 0.00035650478697136037
Position 1156: 0.00032859015140312547
Position 2005: 0.0002886308552537874
Position 382: 0.0002885286318965579
Position 2311: 0.00027863926708722827
Position 1024: 0.0002515345325467473
Position 1320: 0.00022168038344731817
Position 1262: 0.00019694904082661255
Position 3485: 0.00018665584119458305
Position 202: 0.0001460345627039399
Position 45: 0.00014278363796741601
Position 397: 7.59446869849357e-05
Position 1140: 7.388763526263085e-05
Position 2242: 6.968330832060026e-05
Position 938: 3.0285068564528044e-05
Position 2191: 2.7312583203396768e-05
Position 148: 2.9093098506770116e-06
Position 339: 2.369681624952269e-06
Position 4: 1.4173788364995178e-06
Position 337: 1.3751830561571936e-06
Position 3346: 1.3621464372513183e-06
Position 283: 1.319931962897399e-06
Position 3295: 1.2055277530732742e-06
Position 376: 8.710200919116998e-07
Position 692: 8.642542431096806e-07
Position 540: 5.836457019225818e-07
Position 405: 5.223682651000995e-07
Position 150: 5.046330439909751e-07
Position 651: 4.6040018473506816e-07
Position 501: 4.1951863511528014e-07
Position 883: 3.3186655824066766e-07
Position 842: 2.849924502754194e-07
Position 701: 2.3345451274206534e-07
Position 608: 1.80146628103706e-07
Position 523: 1.6043238859217224e-07
Position 736: 1.4970545642258184e-07
Position 358: 1.427135713746816e-07
Position 962: 1.3960651857561978e-07
Position 106: 7.559848153584422e-08
Position 347: 6.794722193237802e-08
Position 21: 3.408388886506066e-09
Position 320: 3.391901646629219e-09
Position 305: 4.374331240397498e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2427: 0.2074786478478618
Position 11133: 0.1402725453176438
Position 7097: 0.10899392840769875
Position 13696: 0.08739088026732367
Position 13302: 0.0716743264847277
Position 3242: 0.05299472074829663
Position 4539: 0.0474166782256879
Position 3581: 0.03691116160361728
Position 9672: 0.035363329797643527
Position 12454: 0.0328706004726001
Position 9997: 0.031905076058679954
Position 6657: 0.031062556324151606
Position 4039: 0.027351354887505223
Position 3600: 0.026704099778095566
Position 5141: 0.026112198928780146
Position 2403: 0.023094760059256297
Position 11261: 0.02132546902741927
Position 11278: 0.01980720886657396
Position 5886: 0.01933454522251139
Position 6641: 0.018037924303535357
Position 2382: 0.017745855003059575
Position 4482: 0.017546641308148807
Position 6615: 0.015821508290141034
Position 10877: 0.01534433710895484
Position 6265: 0.014005137716814617
Position 5964: 0.013850201357581766
Position 9860: 0.011174663127681445
Position 3368: 0.010273122693874828
Position 3140: 0.010154317786618112
Position 4581: 0.009273526090367253
Position 4851: 0.00920489783915483
Position 1761: 0.008994372317958816
Position 8576: 0.008914239631334534
Position 6782: 0.008796958843441822
Position 9876: 0.008723668446566284
Position 2386: 0.007750927894089886
Position 336: 0.007109491524414274
Position 1117: 0.006909006542276872
Position 3489: 0.006746402918537552
Position 2134: 0.006746016374904035
Position 7734: 0.006004871340479468
Position 5274: 0.00594709676920688
Position 928: 0.005379000588819932
Position 2315: 0.004930896283092154
Position 8402: 0.004698233755123526
Position 5388: 0.004437634907432048
Position 852: 0.00391523494883534
Position 2862: 0.003825593627857957
Position 6818: 0.003814416178352922
Position 3634: 0.0037015824111370273
Position 3872: 0.003517238201084678
Position 2341: 0.0031752377279825536
Position 2498: 0.003142111192985064
Position 2059: 0.003125465784450193
Position 2712: 0.003056232167411399
Position 1737: 0.0030293382814544803
Position 2932: 0.0029778461595683084
Position 2042: 0.0028877213640396333
Position 6351: 0.002870997517396233
Position 2101: 0.0027536978531026704
Position 5551: 0.002638388641600491
Position 3176: 0.002486137543252558
Position 8221: 0.002478793869190959
Position 1876: 0.002413565371336883
Position 798: 0.0022589927690540024
Position 7881: 0.0021626263058095703
Position 2888: 0.0018955971400033376
Position 5492: 0.0017704465671398648
Position 1085: 0.0015147319200232072
Position 5482: 0.0014060375621984741
Position 3416: 0.0013760886612336548
Position 658: 0.0012911927948010958
Position 6342: 0.0012265782423608869
Position 2358: 0.001120144616565382
Position 2429: 0.0010213802464810067
Position 925: 0.0009998983639247663
Position 714: 0.0009492581082070844
Position 2264: 0.0008564348930481525
Position 2146: 0.0007703876897778792
Position 1624: 0.0007416122895286306
Position 2983: 0.0006565950416853583
Position 5631: 0.0006493915692623941
Position 2955: 0.0005417558266356885
Position 896: 0.0005389772887406847
Position 1905: 0.0004229164678829754
Position 2575: 0.0004194326259008069
Position 2322: 0.0003950774438911884
Position 1479: 0.00038339214630287664
Position 4295: 0.0003541449014480877
Position 1168: 0.0003530037940649857
Position 1660: 0.0003416472463547235
Position 4615: 0.00032381357684992937
Position 2505: 0.0002775398390694818
Position 933: 0.00026472087124960027
Position 1969: 0.0002209808609804054
Position 904: 0.00021026925168379985
Position 3246: 0.00016620266716293038
Position 1845: 0.0001276343451918966
Position 2191: 0.00012299951665866482
Position 381: 9.118200299174588e-05
Position 2463: 9.076470783367981e-05
Position 952: 8.974500880280903e-05
Position 388: 7.908221224416457e-05
Position 523: 7.702628174722938e-05
Position 1374: 7.042164986473982e-05
Position 363: 6.784923854255612e-05
Position 1580: 6.30392479940282e-05
Position 367: 5.593368861818655e-05
Position 1438: 5.091109734301754e-05
Position 437: 4.6781662966947194e-05
Position 1663: 4.597076398997879e-05
Position 540: 4.297349802270102e-05
Position 1793: 3.7340905775547765e-05
Position 1765: 3.6437840363210175e-05
Position 763: 3.5524423839776685e-05
Position 1689: 3.0346774728170746e-05
Position 305: 2.897536230942909e-05
Position 1747: 2.7192670823623307e-05
Position 2434: 1.5002833112708103e-05
Position 1700: 9.323391213744673e-06
Position 880: 6.867179939084877e-06
Position 1796: 1.4570093763895688e-06
Position 1583: 7.839908391242057e-07
Position 1882: 7.708437165885969e-07
Position 865: 4.941270825628816e-07
Position 859: 4.711025146146895e-07
Position 1741: 3.5396338359923003e-07
Position 1850: 2.2739232907545735e-07
Position 936: 2.0902488317829795e-07
Position 1047: 1.5081185345488145e-07
Position 1007: 1.4525330388396056e-07
Position 954: 1.0314724694315936e-07
Position 1013: 8.693756645288674e-08
Position 720: 6.067959953264836e-08
Position 684: 4.980266070281185e-08
Position 801: 3.962480281116669e-08
Position 1036: 3.1033966059129856e-08
Position 736: 2.986720736137886e-08
Position 1927: 1.949246860770776e-08
Position 1257: 6.494595265654986e-09
