Gene = Igsf6
index = 566
Annotated 5SS: [ 134 4082 6312 6992 7374]
Annotated 3SS: [3721 6207 6943 7295 9054]
SMsplice 5SS: [ 134 3722 4082]
SMsplice 3SS: [3605 3974 7295]
top_k =  500
Partition function (log Z): -3.7059630187199795

Sorted 5' Splice Sites (High to Low Probability):
Position 134: 0.9299145634532481
Position 3722: 0.8814598998884393
Position 7374: 0.7771008806002202
Position 4082: 0.4466764417517756
Position 3054: 0.33854035145237305
Position 7818: 0.3263660047816062
Position 4075: 0.3129266718236042
Position 6463: 0.22598344187091593
Position 6228: 0.19820964488529527
Position 6558: 0.07725834940928146
Position 6992: 0.07598691321034177
Position 4117: 0.07335933096870675
Position 5652: 0.05851853422107533
Position 3727: 0.04847788349046228
Position 6997: 0.044476817805768405
Position 4557: 0.04101843483085489
Position 7113: 0.03990729377076424
Position 5584: 0.037800238110093386
Position 3215: 0.03697480155116833
Position 76: 0.03620240243850312
Position 8750: 0.03572426848443036
Position 242: 0.028328458979841577
Position 3440: 0.023342876012309693
Position 2167: 0.02140866066120562
Position 7677: 0.01912963557137495
Position 6280: 0.01759408642975664
Position 4428: 0.016466260002495233
Position 4115: 0.014456618861549551
Position 6312: 0.013642769866943918
Position 2327: 0.012016703982648798
Position 2198: 0.011836109775343035
Position 3556: 0.011680579793141554
Position 826: 0.008143795067827144
Position 2131: 0.007256708646743276
Position 3283: 0.004758635531218758
Position 1945: 0.004199164960911029
Position 3567: 0.003890952941622349
Position 130: 0.0035991442837583786
Position 142: 0.0035034383835483877
Position 7079: 0.0034230452994307107
Position 5784: 0.003214955535509056
Position 5597: 0.0031939899037819377
Position 1635: 0.0029611895525871097
Position 3866: 0.002915679908465614
Position 7045: 0.002776940115588709
Position 1091: 0.002637269272093663
Position 880: 0.002074710510926092
Position 1609: 0.0020507161851607914
Position 1813: 0.0019670520363343816
Position 9213: 0.0017754955464249465
Position 3744: 0.001292275234762762
Position 2465: 0.0011757007581582968
Position 2377: 0.0009743096596576324
Position 6085: 0.0008368010272306085
Position 2580: 0.0006640139788579645
Position 1966: 0.0005695947056950945
Position 1074: 0.0005095156060072828
Position 4127: 0.00019796004311100105
Position 4716: 0.00017345034228128205
Position 4680: 0.00015230659084887086
Position 7465: 0.00011446819929229374
Position 3704: 0.00011088184486380803
Position 4952: 7.98083084388592e-05
Position 4124: 1.3782167739957704e-05
Position 285: 1.0431234079618343e-05
Position 4109: 9.88773267717996e-06
Position 2079: 7.720435102483626e-06
Position 3955: 5.990828643970101e-06
Position 4337: 4.70600315164419e-06
Position 172: 4.139305708904769e-06
Position 4326: 2.8308126527407123e-06
Position 1902: 2.0294942556610967e-06
Position 263: 1.7529891102149076e-06
Position 3551: 1.5563058612320978e-06
Position 309: 1.1999140959926099e-06
Position 426: 3.6676564655143717e-07
Position 80: 1.9655781876205842e-07
Position 393: 1.556780426890985e-07
Position 668: 8.660177542976235e-08
Position 701: 8.594539533606896e-08
Position 503: 6.347897413624486e-08
Position 40: 3.742968766364596e-08
Position 433: 2.4473099986487527e-08
Position 739: 8.169767549930007e-09
Position 199: 1.5786192994848428e-10
Position 197: 3.97505925239258e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3605: 0.9061150494520165
Position 7295: 0.8627595750163308
Position 3974: 0.7554966344269879
Position 6375: 0.3294445615160844
Position 7763: 0.1871278374491322
Position 6076: 0.16339497632273803
Position 2807: 0.15512383758827958
Position 9133: 0.15146267042254274
Position 7579: 0.13344200094368505
Position 2948: 0.12775850971927144
Position 9406: 0.12072267034385575
Position 5366: 0.11360953269886247
Position 9054: 0.11102524063826355
Position 8661: 0.10991256618631699
Position 6943: 0.10891561890771682
Position 8254: 0.08404624311997191
Position 8161: 0.06010064281487483
Position 7319: 0.05848299963251403
Position 4509: 0.053766555362205745
Position 7701: 0.04677196712429533
Position 6901: 0.042758173447575765
Position 7873: 0.03750070812277724
Position 3820: 0.03219909610114189
Position 7465: 0.02361471716849766
Position 4472: 0.020620434689934904
Position 3178: 0.01996280784773961
Position 7721: 0.018113693853156015
Position 3664: 0.018019184631086458
Position 9560: 0.017955959851473406
Position 3488: 0.017096439894404934
Position 3905: 0.016623859115243323
Position 3876: 0.01645600661467215
Position 6006: 0.016402334168252437
Position 3099: 0.016295461963464875
Position 2972: 0.016238969163431212
Position 6003: 0.015284719305993257
Position 2072: 0.015235089096295824
Position 7026: 0.014897217846601234
Position 3009: 0.01423798476396099
Position 6151: 0.013576603226352308
Position 6207: 0.01271024835367991
Position 3992: 0.012008591088239868
Position 4015: 0.011097763767910442
Position 1993: 0.010040794866686133
Position 6038: 0.008914420832210506
Position 2852: 0.008757175164406668
Position 2027: 0.008730856182867418
Position 8360: 0.008029727103475588
Position 7477: 0.007756677818196238
Position 3392: 0.007347047767116341
Position 2230: 0.006222826282559624
Position 2810: 0.0061485455515915294
Position 4362: 0.006060385307687502
Position 763: 0.006059397521368941
Position 7988: 0.005969202716489833
Position 4314: 0.005298056130033246
Position 8033: 0.005173353228475155
Position 7451: 0.005067057973690691
Position 8428: 0.004933119171827762
Position 2975: 0.004833555679321595
Position 8789: 0.004460560499551018
Position 2813: 0.0039998377831093855
Position 3280: 0.0038172216491213053
Position 2037: 0.003667559792995194
Position 3835: 0.003641574311495494
Position 3721: 0.0036162359449703058
Position 1862: 0.003612591441260934
Position 9273: 0.0036054677330302296
Position 1731: 0.0035668243328295314
Position 2262: 0.0035368150469877713
Position 7740: 0.0035126868240333174
Position 3212: 0.00328742346903521
Position 9154: 0.00323301591666387
Position 4218: 0.0031069402069340162
Position 3012: 0.003003720054004463
Position 7547: 0.0029851522260382264
Position 1574: 0.002897752414482025
Position 2878: 0.0028605481822828386
Position 2197: 0.002772005989254325
Position 994: 0.0025795898509315585
Position 4398: 0.0024621187136887003
Position 3334: 0.0023378666810063677
Position 2956: 0.002247470658789507
Position 7964: 0.002081643350781169
Position 4260: 0.0020737843552310693
Position 5326: 0.0018171154776191138
Position 1902: 0.0017866646997789183
Position 7909: 0.0016882303724120363
Position 5011: 0.0016646593486403373
Position 2735: 0.0015983504056609264
Position 572: 0.0015067731283562814
Position 3150: 0.0014551042358623987
Position 3323: 0.0014281533171160436
Position 3236: 0.0013277965677491713
Position 163: 0.0012894454438051757
Position 1451: 0.0010989677998292178
Position 642: 0.001070447449304676
Position 601: 0.0008934681255671324
Position 4243: 0.0008435651173101581
Position 2046: 0.000799047446517599
Position 3049: 0.0007874684861448962
Position 3338: 0.0007103318219882952
Position 2653: 0.0007072325587293069
Position 4700: 0.0006710342202419464
Position 2410: 0.0006694435976127001
Position 2611: 0.000652554515011334
Position 1509: 0.0006006500945840173
Position 3353: 0.0005706833011711727
Position 3955: 0.0005607812344114869
Position 1670: 0.0005446262427438567
Position 704: 0.0005341329724745519
Position 3506: 0.0003132233681459583
Position 854: 0.0003062392863823126
Position 3760: 0.00030107942848526473
Position 934: 0.00030062577365909924
Position 207: 0.00029499947571402763
Position 2727: 0.000281401926197923
Position 2164: 0.0002710345023714005
Position 3699: 0.00026565007550531373
Position 2239: 0.00020373705073481002
Position 1472: 0.0002031453180585673
Position 1357: 0.0001783762976327185
Position 2576: 0.0001624423361775064
Position 1995: 0.00014115498767348773
Position 2698: 0.00014039769590879807
Position 2579: 0.00013742712320579382
Position 1800: 0.00012848754387900842
Position 1774: 8.405533972866396e-05
Position 616: 7.517386056202754e-05
Position 7481: 4.429656021302967e-05
Position 4040: 4.329197071873364e-05
Position 3883: 3.8789056800339643e-05
Position 2053: 3.626491282566519e-05
Position 3846: 2.6366059130140425e-05
Position 3804: 1.5745411964987052e-05
Position 1311: 1.5033638749022494e-05
Position 1413: 1.2135467128740828e-05
Position 2442: 1.1839811202588644e-05
Position 2300: 7.646780199948285e-06
Position 476: 7.447161616192264e-06
Position 2305: 7.250733989977097e-06
Position 278: 6.867291641025678e-06
Position 826: 4.739398939825018e-06
Position 227: 3.149937357143316e-06
Position 1432: 8.761853991656646e-07
Position 1494: 6.816312394133236e-07
Position 1302: 4.952889178709227e-07
Position 460: 3.8114290841129093e-07
Position 1598: 3.6772891910603393e-07
Position 1337: 3.40070002747643e-07
Position 1129: 3.3991215119296824e-07
Position 1916: 3.185985106269199e-07
Position 709: 3.023391989519707e-07
Position 951: 2.6384449788622793e-07
Position 1482: 2.3284960312577493e-07
Position 500: 2.270379691086814e-07
Position 1521: 2.172939356818145e-07
Position 1434: 1.8785780904400366e-07
Position 1711: 1.767476877227315e-07
Position 2114: 1.7588436096929236e-07
Position 214: 1.6835194062912283e-07
Position 1342: 1.503719861663625e-07
Position 1371: 1.3004608695301516e-07
Position 871: 9.451343374235637e-08
Position 516: 9.428704673440424e-08
Position 230: 5.4012802196336326e-08
Position 284: 4.376908192029117e-08
Position 1165: 2.7414602587219567e-08
