Gene = Spc24
index = 1010
Annotated 5SS: [ 185 2619 3014 3187]
Annotated 3SS: [2473 2908 3109 4007]
SMsplice 5SS: [185]
SMsplice 3SS: [2473]
top_k =  500
Partition function (log Z): -7.376709461032725

Sorted 5' Splice Sites (High to Low Probability):
Position 185: 0.9661910675283922
Position 1036: 0.17552612576750454
Position 684: 0.10279075033433173
Position 2692: 0.09477590133673568
Position 2566: 0.02938587902223724
Position 52: 0.026243573156846448
Position 3014: 0.022477941639634628
Position 1856: 0.01354593280416838
Position 2032: 0.01030533994015625
Position 3110: 0.010191337261605652
Position 1658: 0.00992255493793945
Position 2528: 0.008236834829674744
Position 643: 0.007357030229271193
Position 2367: 0.006295309258003572
Position 2138: 0.006122799467455682
Position 1260: 0.005813030283266056
Position 195: 0.004412886631517475
Position 458: 0.004311626427426906
Position 905: 0.003593064697732382
Position 3357: 0.003231662483009858
Position 921: 0.002569419627226632
Position 2861: 0.0017498320152307901
Position 2600: 0.0016167628388697747
Position 3187: 0.0015078628781878553
Position 2018: 0.0014908479621036496
Position 238: 0.0012389110882903116
Position 3073: 0.0011924469507064628
Position 986: 0.0010402078509959552
Position 3018: 0.0008906230662326243
Position 1669: 0.0005966112834028274
Position 1673: 0.0005744188124666597
Position 481: 0.0005389916533163679
Position 1203: 0.000533642201660191
Position 2638: 0.00042462601070855833
Position 2711: 0.000390660764563375
Position 1634: 0.00038145365060293917
Position 2161: 0.00035536470884026334
Position 994: 0.00028810320699631386
Position 503: 0.00019645488019764831
Position 645: 0.00017834705450005524
Position 1384: 8.788265818656444e-05
Position 466: 8.371151414949113e-05
Position 1289: 6.673387267122248e-05
Position 1438: 6.552128001781457e-05
Position 1349: 5.5467762005070414e-05
Position 865: 4.930919008277792e-05
Position 946: 2.8319873869023514e-05
Position 839: 2.5159734888445796e-05
Position 665: 2.3379525558576687e-05
Position 2028: 2.2535277930454306e-05
Position 341: 1.8834949714544095e-05
Position 254: 1.7950991739856093e-05
Position 411: 1.2837090113423897e-05
Position 810: 1.1734838070299581e-05
Position 518: 6.1473928384342825e-06
Position 334: 4.829353449407984e-06
Position 362: 2.635708176644713e-06
Position 401: 9.640892324655773e-07
Position 46: 8.258365146059001e-07
Position 1061: 6.70171552047453e-07
Position 289: 3.469106050847026e-07
Position 299: 3.0429710099098133e-07
Position 484: 3.0163225097608047e-07
Position 22: 2.7975803544620264e-07
Position 469: 2.2917368199340447e-07
Position 429: 1.752769019964784e-07
Position 301: 8.68083001812777e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2473: 0.5726536141543782
Position 884: 0.18795301054790733
Position 3109: 0.12863333264235388
Position 551: 0.11425940885679818
Position 4007: 0.11379539536453749
Position 1786: 0.11011237239989799
Position 1152: 0.029752074412825368
Position 2912: 0.01880598040700302
Position 4025: 0.017988139094148693
Position 3012: 0.017214659517253064
Position 1962: 0.016201909896953772
Position 2903: 0.013338669690177593
Position 2922: 0.013080811236084063
Position 3669: 0.01250399185628062
Position 1538: 0.011446190515840038
Position 4337: 0.007604416278548107
Position 4050: 0.00728824247319962
Position 2078: 0.007282056804769778
Position 4237: 0.007264079599541605
Position 4756: 0.0069613190700343035
Position 764: 0.006257731713409868
Position 2812: 0.006200728293565321
Position 2338: 0.006154152302644717
Position 1903: 0.005262249629478767
Position 720: 0.00519759940488879
Position 1437: 0.004795263458773955
Position 344: 0.004714453636416365
Position 810: 0.004523365524824741
Position 3472: 0.004392873878901174
