Gene = Etfdh
index = 389
Annotated 5SS: [  346  5323  6126 10025 10557 12940 13864 15242 16952 19065 23234 23959]
Annotated 3SS: [ 5184  5895  9942 10437 12861 13716 15100 16807 18895 23050 23736 24697]
SMsplice 5SS: [  136  5323 10025 10541 13864 15242 16952 19065 23234]
SMsplice 3SS: [ 5184  9942 10437 13716 15100 16807 18895 23050 24697]
top_k =  500
Partition function (log Z): -1.1470469257379765

Sorted 5' Splice Sites (High to Low Probability):
Position 16952: 0.9982930654811211
Position 5323: 0.9563573353652194
Position 19065: 0.9057845018260583
Position 15242: 0.8832899772541566
Position 13864: 0.8673571215401591
Position 10025: 0.5903228936416357
Position 136: 0.5764843090107634
Position 649: 0.571123416258193
Position 23234: 0.4783644970561968
Position 19289: 0.3785055979331259
Position 10541: 0.3653164912929613
Position 12940: 0.262104534912448
Position 346: 0.24804131089778533
Position 10557: 0.21862698462655347
Position 210: 0.15763447574158387
Position 20552: 0.1524084985337926
Position 18367: 0.14269342337675348
Position 6126: 0.11455718260661807
Position 21067: 0.08756467826067957
Position 10532: 0.08186162542930626
Position 17621: 0.08036063770355531
Position 10488: 0.07013485208768971
Position 23959: 0.061400671017064944
Position 14412: 0.053629212890788334
Position 15213: 0.05198330416746151
Position 14416: 0.04650881478343787
Position 7455: 0.04423270396919821
Position 9975: 0.03753013131866453
Position 383: 0.03548170870941285
Position 23681: 0.03468961281398576
Position 565: 0.03146969661249476
Position 14420: 0.030769402788825496
Position 10085: 0.029200147823863862
Position 14424: 0.025396923507631324
Position 15520: 0.024483655570992108
Position 15278: 0.02420253484831056
Position 24858: 0.023076617483898748
Position 17214: 0.021356378538905693
Position 14428: 0.020676719366873975
Position 10749: 0.02009304957040272
Position 17766: 0.015432351975924297
Position 15473: 0.014283214409956828
Position 6018: 0.01294227018641148
Position 318: 0.012768997341732648
Position 363: 0.01072267842283381
Position 17467: 0.010315969298829728
Position 7177: 0.009402415300751903
Position 6152: 0.009365459797117032
Position 6016: 0.007299226173122008
Position 13872: 0.006289603774468593
Position 9135: 0.005501199723313842
Position 6227: 0.004065631569538777
Position 5912: 0.003052085099021034
Position 14448: 0.0029375220437113337
Position 18975: 0.0028567910972722944
Position 21094: 0.0028188968389036674
Position 157: 0.0027370756721449407
Position 16524: 0.0023575372945285967
Position 7212: 0.0023431153893706475
Position 6189: 0.0018807811549769698
Position 6027: 0.0017717592050393153
Position 15556: 0.001557534436089943
Position 314: 0.0013002378635596629
Position 17268: 0.0011496181799612278
Position 5611: 0.0010134532987255808
Position 5659: 0.000972065872856534
Position 225: 0.0008637175614222263
Position 300: 0.0008041042503261061
Position 20313: 0.0006643941845597672
Position 18053: 0.0005779032973026966
Position 66: 0.0005737415715029881
Position 292: 0.0005510126472941981
Position 425: 0.0005359632678183278
Position 5822: 0.0004627132401451776
Position 287: 0.00037809095892681944
Position 17771: 0.00036622455794710774
Position 280: 0.00034042790500854746
Position 5796: 0.0002554625888220296
Position 5597: 0.00022225960621742642
Position 5609: 0.0001985180177951706
Position 3819: 0.00018804154063945067
Position 17426: 0.00013748936672594193
Position 5594: 0.00011645445039621175
Position 5728: 0.00011502707869870689
Position 558: 0.00011109483934913833
Position 236: 7.944329561559857e-05
Position 391: 7.72179563619359e-05
Position 14: 5.9338102282927225e-05
Position 335: 5.073534889372107e-05
Position 96: 4.878657710613597e-05
Position 1949: 3.0483683181699176e-05
Position 479: 2.5896987503115443e-05
Position 98: 2.4292120746659938e-05
Position 105: 1.7329004941904985e-05
Position 70: 1.1770259270309041e-05
Position 192: 9.931807340779659e-06
Position 44: 6.352529008055818e-06
Position 1471: 1.3474506432924348e-06
Position 2304: 1.1551974474090616e-06
Position 2858: 7.599156649224585e-07
Position 2359: 7.115968076256244e-07
Position 4744: 2.427819027820103e-07
Position 528: 7.92467674135201e-08
Position 602: 2.6038533416166596e-08
Position 1081: 2.293474636816846e-08
Position 1450: 2.1638278710851375e-08
Position 696: 7.543853898658602e-10
Position 1136: 6.103016887611441e-10
Position 1219: 4.877846307654406e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 16807: 0.9684277442501891
Position 15100: 0.9594758162699292
Position 13716: 0.8736467253146277
Position 10437: 0.740197154639179
Position 9942: 0.6570531727841642
Position 5184: 0.6102145238469823
Position 24697: 0.597535927265309
Position 461: 0.5574627854353366
Position 23050: 0.4976477828652991
Position 19170: 0.40502469088785537
Position 18895: 0.34174797317292144
Position 18967: 0.2628851124504707
Position 12861: 0.2621045349124481
Position 5242: 0.24283401162095186
Position 18942: 0.1817339806180934
Position 14272: 0.1799185953812683
Position 5895: 0.14649317973001835
Position 20393: 0.12986043764511815
Position 18822: 0.121559114387436
Position 18244: 0.1069041479677151
Position 23359: 0.10633040323163646
Position 20975: 0.0995798666011025
Position 17502: 0.0839809676689655
Position 21191: 0.06897763366718972
Position 20460: 0.06692065926378274
Position 5270: 0.060463899101609174
Position 23736: 0.03798226731564175
Position 209: 0.037531031137721015
Position 228: 0.03614695569485234
Position 23888: 0.032889722140565875
Position 5216: 0.030108442843616974
Position 24747: 0.02914028672451926
Position 24949: 0.027065497519420296
Position 15443: 0.02553056499612066
Position 7354: 0.025290803868102365
Position 18225: 0.023442540694197562
Position 19809: 0.023202450693556333
Position 24727: 0.02230361855866429
Position 7123: 0.019157093514032986
Position 24151: 0.01909882243116712
Position 17028: 0.017452957735942107
Position 16766: 0.016911531541653244
Position 15389: 0.013243670331782377
Position 18295: 0.012931192616278219
Position 16825: 0.01227976811148187
Position 10595: 0.00988049473431853
Position 557: 0.009220464433194976
Position 7290: 0.009033088222387103
Position 5014: 0.008293911282338588
Position 17555: 0.008129608899877815
Position 22064: 0.006152757004974242
Position 17168: 0.00603672643159714
Position 5970: 0.005705849304188046
Position 22266: 0.005410970831439922
Position 20412: 0.005387330743105527
Position 19145: 0.005050714300048126
Position 18708: 0.004542019383783154
Position 20050: 0.004510125157376921
Position 8889: 0.004455123688421833
Position 5070: 0.00444254666972047
Position 17366: 0.004262862060876651
Position 10674: 0.004159859762945417
Position 20108: 0.004031511294874432
Position 5502: 0.004030234100819306
Position 21558: 0.0034146808883191385
Position 18317: 0.002923925432834044
Position 19956: 0.0026847616418831143
Position 20538: 0.0025523972359909335
Position 16463: 0.0023575372945285967
Position 292: 0.002296498605657918
Position 17339: 0.0022905077407866102
Position 5958: 0.0020519967728546847
Position 19704: 0.002003348045978391
Position 537: 0.0019847213748975124
Position 17757: 0.0019023230398029184
Position 10479: 0.0017954938704704201
Position 17213: 0.0017666173330192928
Position 471: 0.0015134092464033735
Position 564: 0.0013997212997156356
Position 17668: 0.0013637139218443358
Position 7069: 0.0013580481126791836
Position 17249: 0.0012329118956718411
Position 544: 0.0012311055432915234
Position 17090: 0.0011956286272296669
Position 16858: 0.0011892079286969178
Position 260: 0.001145283544567665
Position 7104: 0.001139200942119115
Position 8947: 0.0010460760348920087
Position 15338: 0.0008257226042521929
Position 17386: 0.0007871570936394819
Position 19725: 0.0007515391797081037
Position 15362: 0.0007244464848836544
Position 22156: 0.0006886715984256599
Position 17106: 0.0006479074188526084
Position 17836: 0.0006418928118705668
Position 233: 0.0006163584855785478
Position 642: 0.0006060116139717555
Position 21633: 0.0005310607262551428
Position 17464: 0.0005238339490178475
Position 17928: 0.00045776284853319164
Position 528: 0.0003924333395780718
Position 17113: 0.0003773454454911213
Position 17081: 0.0003578050583454699
Position 19212: 0.00022882883098888522
Position 18476: 0.00021468010289407339
Position 18409: 0.0002119687667058919
Position 492: 0.0002006123516665704
Position 478: 0.00019536937292654745
Position 254: 0.00018755971190151968
Position 20191: 0.00017635886842396685
Position 332: 0.00014978818897849665
Position 3630: 0.00013713112336715116
Position 20439: 0.00010679466100739505
Position 17042: 7.941092869924019e-05
Position 17125: 6.531265832134451e-05
Position 17960: 5.851793445303309e-05
Position 3780: 3.6816087949004045e-05
Position 17132: 2.9226711979350247e-05
Position 236: 2.223339801772909e-05
Position 372: 1.7573559329373253e-05
Position 16714: 1.530582671490521e-05
Position 3740: 1.4094329323295374e-05
Position 17129: 1.1281473370375866e-05
Position 1658: 9.302461878168128e-06
Position 6084: 9.090037621088247e-06
Position 1575: 8.58195567761298e-06
Position 350: 7.577848026230851e-06
Position 1726: 6.436349027564785e-06
Position 1654: 6.102455122498002e-06
