Gene = Trim30b
index = 1141
Annotated 5SS: [  98 4026]
Annotated 3SS: [3468 5984]
SMsplice 5SS: [  98 3639]
SMsplice 3SS: [3468 5984]
top_k =  500
Partition function (log Z): -7.341413757081546

Sorted 5' Splice Sites (High to Low Probability):
Position 98: 0.8872511473866176
Position 3639: 0.8611674866830495
Position 4026: 0.1905543087069141
Position 6170: 0.11841780281341376
Position 6085: 0.11458242841580656
Position 7076: 0.11161767306201047
Position 2496: 0.0721802783575543
Position 3163: 0.06927846933638628
Position 243: 0.06672562243643881
Position 5093: 0.06031357224942668
Position 3678: 0.05151204844218109
Position 376: 0.0490660345094165
Position 4274: 0.038154243539383466
Position 1709: 0.03117186391531876
Position 1195: 0.020545042397184365
Position 837: 0.019716292656078827
Position 880: 0.01408791164003837
Position 669: 0.012777917873191776
Position 3143: 0.012074346550789492
Position 4100: 0.011776921084641978
Position 817: 0.010754198715870822
Position 1190: 0.006047463075122929
Position 4201: 0.004348369329325358
Position 5589: 0.0043111865557483985
Position 5246: 0.004281768271019813
Position 629: 0.004243219905558558
Position 35: 0.003500134515039816
Position 340: 0.0032447489573374545
Position 574: 0.003234150203847004
Position 1100: 0.002488554485330621
Position 4437: 0.002306045099974839
Position 860: 0.0018656648118592384
Position 3182: 0.001818024676429243
Position 5713: 0.0014682225740749997
Position 589: 0.001458185887614041
Position 2006: 0.0013313241670966556
Position 3342: 0.0011513911417866283
Position 4041: 0.0011161375420647864
Position 827: 0.0010698461472528208
Position 1531: 0.001007501172137803
Position 5085: 0.0009653420610858158
Position 5509: 0.0009229780435117091
Position 3154: 0.0007238777500337096
Position 1380: 0.0007011833039494501
Position 5766: 0.0006264303816981925
Position 187: 0.000599066343367587
Position 1696: 0.0005896886107571908
Position 3315: 0.0005888082517847656
Position 3174: 0.0005519278553044912
Position 3255: 0.00048388772388772375
Position 52: 0.0004675067044153489
Position 354: 0.00046688555658781983
Position 2930: 0.0004532732690334324
Position 920: 0.0004294383502359821
Position 5292: 0.00042912918321179783
Position 3305: 0.00040154629017023183
Position 2982: 0.0002926131875898468
Position 559: 0.00025157584820107527
Position 3043: 0.00021846111053214668
Position 162: 0.00021398624012015414
Position 2250: 0.0001800416142890341
Position 4490: 0.0001317068711534329
Position 4244: 5.805875538717474e-05
Position 386: 1.0659304472869267e-05
Position 159: 1.015021608704768e-05
Position 223: 9.661680256207991e-06
Position 19: 7.158819629265772e-06
Position 389: 6.443213139239314e-06
Position 108: 6.4155704960375496e-06
Position 102: 5.475464233046885e-06
Position 392: 4.9055754471581864e-06
Position 787: 3.2489028135364584e-06
Position 166: 2.243527560032821e-06
Position 1249: 2.1506603668196454e-06
Position 59: 2.01411239577157e-06
Position 11: 1.8340597973599787e-06
Position 384: 9.513773584655316e-07
Position 5: 7.528763821786813e-07
Position 23: 6.901067343738541e-07
Position 86: 5.820896004422019e-07
Position 356: 5.781022206768382e-07
Position 285: 5.001917596395613e-07
Position 228: 3.562765847714183e-07
Position 25: 8.414399654756741e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5984: 0.8629330748214191
Position 3468: 0.79111161140057
Position 3561: 0.14357280401235264
Position 6844: 0.08338581459866637
Position 6811: 0.056813045065112665
Position 3932: 0.056472017601426526
Position 2382: 0.05468969747541137
Position 242: 0.053893244934687334
Position 4835: 0.04499746050251579
Position 3082: 0.04175696048075988
Position 7520: 0.03881011621755424
Position 7688: 0.03844865357982133
Position 5049: 0.033968880420148236
Position 7453: 0.0335723168030186
Position 3929: 0.0319256290239406
Position 4165: 0.027493786263371456
Position 7819: 0.02511430669569712
Position 3993: 0.023317862323494188
Position 6744: 0.02318662130097237
Position 3867: 0.020932017133567845
Position 3878: 0.01985424799518585
Position 468: 0.01973483108946418
Position 5930: 0.017403783594092937
Position 7729: 0.01641813025442047
Position 5469: 0.01572940184120641
Position 5987: 0.014537810394413361
Position 4199: 0.014262875785899444
Position 8110: 0.014166112162496313
Position 3834: 0.012833243280231022
Position 1030: 0.012604939006437733
Position 3142: 0.012363061312264632
Position 1434: 0.011672007588445693
Position 1644: 0.010720149844487197
Position 1605: 0.010699979098259012
Position 2896: 0.010481152728265056
Position 5051: 0.010086143446338668
Position 981: 0.009952904451750845
Position 2414: 0.009531311409512428
Position 2827: 0.00921471758265245
Position 7271: 0.009083034122751956
Position 7168: 0.00767195671409679
Position 7644: 0.007198352199435323
Position 7941: 0.0070996569584572495
Position 761: 0.007034437166291881
Position 3481: 0.0066325486114389215
Position 3917: 0.006184928108015251
Position 6530: 0.005000987408733225
Position 5365: 0.004921547883542889
Position 3739: 0.004837312075517308
Position 3118: 0.004333896022228874
Position 4273: 0.004329090661101298
Position 3964: 0.0042731161461429835
Position 2438: 0.004209961733012163
Position 7487: 0.0033775168746954442
Position 4936: 0.003356993375352415
Position 2990: 0.0029281863781638676
Position 3029: 0.0028122435645492744
Position 5933: 0.0027515208772610203
Position 5990: 0.0023935722548772
Position 6692: 0.002210291314656227
Position 2386: 0.0021691158194035417
Position 3700: 0.00203442583136563
Position 4120: 0.0020272500684824844
Position 2328: 0.001958117891173273
Position 6414: 0.0019502250723554594
Position 334: 0.0017175890144738649
Position 7193: 0.0015695087472091427
Position 5273: 0.0015664075059098094
Position 766: 0.0014390103331225331
Position 719: 0.0013797458328348184
Position 1785: 0.0012649958201134434
Position 2907: 0.0012519706854549027
Position 5526: 0.0012089331852638589
Position 1032: 0.0011882238150863068
Position 3008: 0.001164490941935369
Position 2941: 0.0011281423391067383
Position 5662: 0.001058585011275895
Position 1080: 0.0009684620142151808
Position 4005: 0.0009626755208452512
Position 7554: 0.0008064765825669089
Position 3783: 0.0007651334122761031
Position 1058: 0.0007175163427284544
Position 2719: 0.0006556085053623328
Position 6668: 0.0006429277690869847
Position 5506: 0.0006413253480487198
Position 5996: 0.0006274812326825488
Position 8224: 0.0006089708265066923
Position 1244: 0.0005947346191488066
Position 3711: 0.0005946427475890129
Position 4536: 0.0005885951339624929
Position 4687: 0.0005703001013963425
Position 3589: 0.000545187605545003
Position 172: 0.0005350931052577248
Position 6774: 0.0005213032303332168
Position 4099: 0.0005208586417145988
Position 3745: 0.0005136342049341489
Position 7075: 0.0004581636646922275
Position 3748: 0.0003835533897983677
Position 816: 0.00036844363889680686
Position 2948: 0.0003376888826178303
Position 1927: 0.0003170336120127574
Position 5190: 0.0003024142346952616
Position 6221: 0.0002965705565624393
Position 1387: 0.0002937508087368834
Position 499: 0.0002591181576446512
Position 804: 0.00020537491786573478
Position 1566: 0.0001959184506637875
Position 4268: 0.00019117662035541356
Position 2167: 0.00018004161428903474
Position 1607: 0.00015994696823144863
Position 4593: 0.0001459143985458989
Position 851: 0.0001456663222962312
Position 1272: 0.0001338694007633172
Position 1052: 0.00012290803126378523
Position 1149: 0.00010646624919942675
Position 4387: 0.0001027250661547585
Position 3597: 9.956950795348595e-05
Position 3573: 7.152284835947926e-05
Position 1708: 5.515493015645002e-05
Position 2536: 4.016515718515422e-05
Position 4175: 2.4561103572368036e-05
Position 1086: 1.249368775977676e-05
Position 451: 1.1530019708490997e-05
Position 913: 1.0925555490907997e-05
Position 688: 7.661690772781523e-06
Position 1189: 6.090218675239113e-06
Position 1384: 5.881704684754265e-06
Position 588: 5.225162006057609e-06
Position 178: 2.787680716440364e-06
Position 637: 2.619624691784685e-06
Position 1045: 1.7584003122577246e-06
Position 315: 1.6307491181917261e-06
Position 532: 1.5712981116652496e-06
Position 547: 1.3084679966532661e-06
Position 392: 1.2658576911555383e-06
Position 389: 1.08987591343797e-06
Position 253: 1.0674663166287366e-06
Position 285: 9.72372502686004e-07
Position 1092: 9.619872220927873e-07
Position 174: 8.024830778427245e-07
Position 311: 7.121139155719782e-07
Position 769: 6.018716785814488e-07
Position 784: 5.509207747562559e-07
Position 212: 5.24915895604604e-07
Position 601: 5.109951240186714e-07
Position 778: 5.093310348077777e-07
Position 337: 2.995018985674947e-07
Position 190: 1.9689547826235004e-07
Position 874: 1.8695045180421695e-07
Position 810: 1.6931687818015294e-07
Position 180: 1.5887842889243766e-07
Position 562: 7.833608165205213e-08
Position 771: 7.522660499600983e-08
Position 340: 7.438543452340473e-08
Position 184: 4.295971637645958e-08
Position 643: 3.481213270024777e-08
Position 108: 3.12430157019612e-08
Position 223: 2.932713344258603e-08
Position 295: 2.677915526852059e-08
Position 197: 2.5900976830461483e-08
Position 220: 2.44390503971058e-08
Position 578: 1.0283109788186988e-08
Position 603: 8.12237772321626e-09
Position 567: 7.3575385626465805e-09
Position 102: 7.327878206524701e-09
Position 559: 6.892918716621208e-09
Position 375: 4.7089844489833365e-09
Position 123: 2.2548804032050135e-09
Position 367: 1.9087375173264363e-09
Position 199: 1.487491012139722e-09
Position 369: 9.869676300862412e-10
Position 345: 7.715289551019345e-10
