Gene = Olfr643
index = 780
Annotated 5SS: [    60  25295  77812 111955 114219 124921 133337]
Annotated 3SS: [ 25219  77769 111831 114063 124676 133204 138358]
SMsplice 5SS: [    60  15423  15794  25295  58115  64064  87424  95881 111955 114219
 133337]
SMsplice 3SS: [ 15281  15704  25219  57942  63839  87329  95808 111831 114048 133204
 138358]
top_k =  500
Partition function (log Z): -84.30918526280497

Sorted 5' Splice Sites (High to Low Probability):
Position 60: 0.9868725919120844
Position 5450: 0.2686824240982536
Position 7737: 0.11027311608214939
Position 7254: 0.056811866596428104
Position 7012: 0.056444967194693385
Position 7659: 0.05478124828707486
Position 1937: 0.05072499651906201
Position 7761: 0.03893766723407673
Position 7836: 0.031652168057686565
Position 7619: 0.030681100299795473
Position 3816: 0.026381599526201345
Position 5548: 0.014355757977411064
Position 5307: 0.007933612246389716
Position 278: 0.004735578380016469
Position 4874: 0.0043456418639895725
Position 1931: 0.0038997850316568427
Position 7663: 0.00365017653232788
Position 121: 0.00345856067887772
Position 3330: 0.0032651840817025757
Position 7705: 0.003002606989425739
Position 4870: 0.002952382725686959
Position 204: 0.002858637349212382
Position 1921: 0.0019671969337439503
Position 2928: 0.0018485352053363227
Position 192: 0.0014402526718789224
Position 6974: 0.0011986423744488018
Position 29: 0.0006123737977567135
Position 1927: 0.0005873316797343174
Position 1956: 0.0005757793062865939
Position 7126: 0.0005118934599931349
Position 5188: 0.0005031465982496916
Position 3256: 0.00020300182920231685
Position 2474: 0.00018198115298196087
Position 6992: 0.00017676732159452104
Position 4894: 0.000171333550213074
Position 3534: 0.00016410838498796194
Position 3081: 0.00016055048028818607
Position 6064: 0.00011013569947498789
Position 74: 6.0847685752269174e-05
Position 51: 5.1872493158705896e-05
Position 221: 3.7822865258328465e-05
Position 294: 1.47349993342931e-05
Position 883: 1.1083013267051639e-05
Position 816: 1.0461020854138429e-05
Position 1736: 2.2699622164234394e-06
Position 521: 1.7981420011899793e-06
Position 1621: 1.2560510102665857e-06
Position 1585: 5.408617624515627e-07
Position 1382: 4.4301288893669497e-07
Position 886: 3.811744230677255e-07
Position 833: 3.54722192577395e-07
Position 1480: 3.3600946613848266e-07
Position 1407: 2.7716108774170567e-07
Position 751: 2.595597421468106e-07
Position 534: 2.578955915150481e-07
Position 1661: 1.9037950235981537e-07
Position 409: 1.6236710688037878e-07
Position 1326: 1.5321291996635957e-07
Position 1777: 1.5243044686210113e-07
Position 125: 4.96609736288533e-10
Position 225: 1.0400470699002944e-10
Position 1001: 1.7758260728460205e-11
Position 227: 1.068849358769781e-11
Position 284: 1.0090386942652818e-11
Position 300: 5.125640800103668e-12
Position 347: 1.882943379873286e-12
Position 365: 8.060386864385748e-13
Position 334: 4.759010847582365e-13
Position 362: 4.0868220175887183e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 7527: 0.309248275085389
Position 5306: 0.2801430019579338
Position 7784: 0.11764177562243132
Position 15281: 0.10878934017472906
Position 12143: 0.09645867773173449
Position 6912: 0.09153708237163875
Position 13836: 0.08854369232739845
Position 10261: 0.08468652136451024
Position 7096: 0.06251610871230592
Position 12656: 0.05202761288226321
Position 1859: 0.04840267194836632
Position 7910: 0.04022214150289478
Position 7760: 0.03252671080651941
Position 10719: 0.030599289879433392
Position 12838: 0.027609553056648528
Position 14230: 0.025344669196404997
Position 13321: 0.020090811317935223
Position 7125: 0.018164054228243656
Position 5401: 0.017428110432051416
Position 12126: 0.017230649676984403
Position 3604: 0.013770472210186848
