Gene = Dusp23
index = 351
Annotated 5SS: [347]
Annotated 3SS: [1135]
SMsplice 5SS: [347]
SMsplice 3SS: [2036]
top_k =  500
Partition function (log Z): -9.857053388097746

Sorted 5' Splice Sites (High to Low Probability):
Position 347: 0.6623514605622668
Position 359: 0.19830788677529348
Position 860: 0.1506688097531242
Position 1493: 0.08604519884336942
Position 1074: 0.05887015649672969
Position 183: 0.0371104973598494
Position 1273: 0.03647505978758692
Position 740: 0.026285415678328164
Position 458: 0.0023200952956513115
Position 970: 0.001986478220595067
Position 637: 0.0017319581219491322
Position 1390: 0.0016294521932391647
Position 1943: 0.0016243232194429402
Position 1909: 0.0014065854911215483
Position 1406: 0.001402172686199558
Position 197: 0.0013800511207934232
Position 185: 0.0013319420781628404
Position 39: 0.0010851083967339983
Position 2063: 0.0010535550774223752
Position 445: 0.0010183791025588655
Position 541: 0.001012647848630032
Position 398: 0.0009667749228113404
Position 430: 0.0005536738342084957
Position 18: 0.0005234827966502411
Position 64: 0.0005225635757549454
Position 1300: 0.00035010818594138324
Position 228: 0.00034660754710323866
Position 1766: 0.00029770634398373387
Position 987: 0.0002663763541095565
Position 419: 0.00021941044171710263
Position 110: 0.0001833729964984808
Position 286: 0.00018206251909406104
Position 1062: 0.00016825964990996415
Position 139: 0.00013738873909306668
Position 199: 9.997465203381091e-05
Position 615: 8.779983571354148e-05
Position 166: 5.6293479961351267e-05
Position 662: 4.5490207883862515e-05
Position 745: 4.174305432066296e-05
Position 531: 3.770445218532346e-05
Position 476: 3.4525647792588037e-05
Position 311: 2.697581879685893e-05
Position 237: 2.613073514161582e-05
Position 320: 2.5382679234696478e-05
Position 1067: 2.1469844447805864e-05
Position 567: 1.7115228812003142e-05
Position 754: 8.277574832010998e-06
Position 1024: 8.231699815608235e-06
Position 1017: 7.338142163375466e-06
Position 922: 6.2222872212738905e-06
Position 601: 5.721898028321222e-06
Position 557: 4.155973455104522e-06
Position 645: 3.834569032781353e-06
Position 932: 3.1858664165534086e-06
Position 769: 3.125952442039783e-06
Position 471: 2.9797951524397228e-06
Position 86: 1.8304077007516018e-06
Position 584: 3.8517009686563843e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2036: 0.45301330152813557
Position 1135: 0.2066492609447771
Position 853: 0.15018545997859678
Position 1160: 0.07384149118976227
Position 1405: 0.048825022897921073
Position 1907: 0.03683897638645487
Position 904: 0.03363432230695213
Position 1223: 0.028815786949867542
Position 2107: 0.02033856035457494
Position 298: 0.01920412892093444
Position 525: 0.018137589776142125
Position 879: 0.016283674719904034
Position 1869: 0.015963041935506957
Position 1259: 0.013963385890332592
Position 792: 0.013339523277394731
Position 1448: 0.012653453091863564
Position 681: 0.012464783837616724
Position 1187: 0.010973669462808875
Position 2150: 0.00975471070176274
Position 1755: 0.009051501070424154
Position 1035: 0.009028283817850593
Position 2056: 0.007843504584321856
Position 2062: 0.007312026486870029
Position 1121: 0.007127580612014742
Position 684: 0.006407923067597585
Position 1466: 0.005534065231724728
Position 1226: 0.004579520840998874
Position 581: 0.0031679606675607164
Position 724: 0.0030238679627092903
Position 1367: 0.0024328641250030993
Position 1811: 0.0021303716515371804
Position 509: 0.0019462001208992235
Position 1204: 0.0018055967261971493
Position 1207: 0.0014591455818690792
Position 830: 0.0014441829893803717
Position 1626: 0.0012909057426707218
Position 1841: 0.001047199986086343
Position 530: 0.0010100892086105033
Position 1937: 0.000980667495675827
Position 1282: 0.000937123314412406
Position 884: 0.0008972228901045715
Position 769: 0.000635395652096143
Position 1432: 0.0004046823244485651
Position 1435: 0.0004030634953857456
Position 1838: 0.0003922877740884817
Position 228: 0.00037246136664979585
Position 1300: 0.0003709983766612506
Position 820: 0.0003668385309579382
Position 1715: 0.00020942915172445168
Position 943: 0.0001775610634101618
Position 1659: 0.00016634405660201522
Position 181: 0.0001660686870374259
Position 528: 0.00012226879971967853
Position 736: 0.00011496880366969068
Position 2113: 0.00011480132883996
Position 739: 0.00011196065261508025
Position 464: 0.0001118950593033824
Position 913: 0.00010127194119739706
Position 1006: 9.833425442955663e-05
Position 166: 8.732612438985223e-05
Position 733: 8.065172617320985e-05
Position 234: 6.765077790825969e-05
Position 1309: 5.8061152867637336e-05
Position 557: 4.1323503959803614e-05
Position 634: 3.143970528446639e-05
Position 973: 3.112313366552905e-05
Position 544: 2.8521410712715438e-05
Position 745: 2.535931781291867e-05
Position 952: 2.4268039357021296e-05
Position 486: 2.083084352889101e-05
Position 947: 2.0784989169866225e-05
Position 589: 1.9896804230521138e-05
Position 584: 1.61714895921031e-05
Position 922: 1.054796559826395e-05
Position 551: 9.683508474943872e-06
Position 651: 9.637711763581782e-06
Position 316: 8.978965787022703e-06
Position 211: 8.471417062737477e-06
Position 636: 4.423980818156392e-06
Position 1056: 2.6799723553753486e-06
Position 605: 1.6051324056973686e-06
Position 615: 1.040032027149675e-06
Position 567: 8.254602906099601e-07
Position 593: 3.924590868257909e-07
Position 653: 2.5379352612237506e-07
Position 541: 2.3927865813246077e-07
Position 346: 1.1493556250018139e-07
Position 328: 1.1259844498593018e-08
Position 344: 1.0112258300151567e-08
Position 351: 9.273397285640827e-09
Position 367: 1.3902308055617595e-09
Position 413: 1.3682762571287908e-09
Position 369: 1.5176098842335642e-10
Position 428: 5.7506490472788585e-11
Position 419: 4.0098457570815695e-11
Position 436: 3.79336770898984e-11
Position 373: 1.321206567242385e-11
Position 390: 3.081576697708484e-12
Position 363: 2.2935408748410606e-12
Position 438: 1.9719035407036537e-12
