Gene = Dbf4
index = 321
Annotated 5SS: [  250  1496 10596 12707 14223 14483 16915 17846 19105 19637 23029]
Annotated 3SS: [ 1322 10415 12655 14152 14405 16877 17799 18975 19524 22903 24553]
SMsplice 5SS: [  250  1496 10596 12707 14223 14483 15433 19105 23029 23957]
SMsplice 3SS: [ 1322 10415 12655 14152 14355 15352 18975 22903 23854 24046]
top_k =  500
Partition function (log Z): 4.578488800584536

Sorted 5' Splice Sites (High to Low Probability):
Position 1496: 0.9969837960342282
Position 14483: 0.983374259034777
Position 19105: 0.9528329531583558
Position 23029: 0.9445309304348688
Position 12707: 0.887562909119091
Position 10596: 0.8830171219317583
Position 15433: 0.7529380658232304
Position 14223: 0.6896479340374378
Position 17846: 0.507458874437873
Position 250: 0.47311698214503184
Position 17003: 0.3328777783386297
Position 23957: 0.3191160909077221
Position 14969: 0.318034262394531
Position 169: 0.31593591618794253
Position 15182: 0.2586033183658766
Position 14251: 0.2581323693480578
Position 18630: 0.21583569623220777
Position 18348: 0.21349489952505601
Position 9995: 0.20812816567251316
Position 10864: 0.1512760914359099
Position 19643: 0.1480171024075107
Position 19637: 0.1301252677742422
Position 16915: 0.11849107777438031
Position 184: 0.10501737314826749
Position 1025: 0.10269611894082022
Position 8390: 0.09742214590988488
Position 2622: 0.09432199758655893
Position 3034: 0.06657422542181719
Position 19867: 0.06004247822379805
Position 17071: 0.049749115049309865
Position 15194: 0.040013331504252674
Position 5901: 0.039269297331001186
Position 579: 0.036875176011322154
Position 10248: 0.03244074700301438
Position 15235: 0.029664417226142832
Position 22323: 0.028583810116067157
Position 10942: 0.027646714586065282
Position 13248: 0.023221273087391928
Position 20096: 0.01933442700099933
Position 577: 0.018688398303558548
Position 8376: 0.015187108416436024
Position 560: 0.014866317495844513
Position 15493: 0.014804334616847206
Position 20980: 0.012551955602084601
Position 1172: 0.012160635462162367
Position 188: 0.011876620821862712
Position 12778: 0.011255722681697273
Position 12711: 0.010465687381149823
Position 15772: 0.010309277322012478
Position 18225: 0.010157004066239808
Position 15219: 0.01010963617878519
Position 15417: 0.009298211188081579
Position 23241: 0.00625300487702031
Position 18891: 0.0057377724742660235
Position 23359: 0.00485630749232932
Position 13078: 0.004776492706601919
Position 12838: 0.004720254509727198
Position 18721: 0.004540701166946374
Position 16651: 0.004518894277584855
Position 19417: 0.004259293458068703
