Gene = Rab3gap2
index = 881
Annotated 5SS: [  237 17793 28968 30086 31235 31390 31945 34762 36644 42668 43807 43986
 45903 47033 47691 47997 48264 51719 54509 55411 56382 57319 58723 59743
 62958 63163 67384 68526 71831 73105 74250 77624 78394 79424]
Annotated 3SS: [17727 28843 30003 31186 31313 31842 34661 36544 42518 43726 43895 45762
 46815 47546 47913 48198 51627 54380 55196 56283 57212 58561 59513 62783
 63055 67316 68454 71794 73029 74030 77533 78180 79264 79729]
SMsplice 5SS: [  237 17793 30069 31390 31945 34762 36644 42668 43807 43986 45903 47997
 48264 51719 54509 54834 56382 57319 58723 62958 63163 68526 73105 74250
 77624 78394 79424]
SMsplice 3SS: [17727 30003 31313 31842 34661 36544 42518 43726 43895 45762 47913 48198
 51627 54380 54754 56283 57212 58561 62783 63055 68454 73029 74030 77533
 78180 79264 81785]
top_k =  500
Partition function (log Z): -44.66204149959885

Sorted 5' Splice Sites (High to Low Probability):
Position 237: 0.9592673533263819
Position 17793: 0.9566353908126729
Position 3638: 0.4403614087093744
Position 3922: 0.430201998505959
Position 3808: 0.3318065802158991
Position 4514: 0.2295936461051826
Position 735: 0.20477949676733184
Position 3103: 0.2004147688572739
Position 623: 0.19807315641324694
Position 21733: 0.15203347144116577
Position 639: 0.09805341585968323
Position 4541: 0.06918539237690502
Position 5386: 0.06417891296548765
Position 3014: 0.05612073542200433
Position 5931: 0.054704494664991415
Position 9502: 0.030098448761926175
Position 9553: 0.028724609410877122
Position 8580: 0.022545676978187424
Position 3091: 0.02011019731498044
Position 7507: 0.019934709654571583
Position 500: 0.01603267813299736
Position 679: 0.010770927672418879
Position 1162: 0.010133492062818349
Position 4042: 0.010112989358540622
Position 1284: 0.009922213793215656
Position 1264: 0.006815415927470871
Position 1150: 0.005847775528126049
Position 1731: 0.0052139579582813084
Position 3635: 0.005018355618492293
Position 620: 0.004225531231067101
Position 18697: 0.003736159383627396
Position 663: 0.003107239199766163
Position 4301: 0.0029499424628685483
Position 4222: 0.0028133389939542877
Position 3856: 0.00232688933237289
Position 18030: 0.0020771078523640373
Position 770: 0.0007929337777108079
Position 2189: 0.000528901288269402
Position 531: 0.0004869653423185091
Position 287: 0.000465984385788077
Position 1478: 0.00046492112122716576
Position 2287: 0.00043814645462143147
Position 648: 0.00042849970674448064
Position 1869: 0.0003282788347753257
Position 444: 0.0003257430852822393
Position 25: 0.00027642495393486816
Position 317: 0.0002273248422641082
Position 3534: 0.0002232168912820785
Position 3536: 0.000202612952121445
Position 65: 0.00015330925886540282
Position 241: 0.0001353775242745504
Position 504: 9.369573236757457e-05
Position 113: 9.18699793215915e-05
Position 425: 7.417812579796449e-05
Position 329: 5.9671758126931274e-05
Position 169: 5.756323516140233e-05
Position 8: 5.477710227373408e-05
Position 292: 5.3398447607939584e-05
Position 324: 4.773260061944273e-05
Position 140: 4.1405940927616076e-05
Position 878: 3.831257835781642e-05
Position 243: 3.0781812795120226e-05
Position 53: 3.009425424810577e-05
Position 336: 2.6326655427701098e-05
Position 48: 2.3530076584420243e-05
Position 460: 1.4875279968412264e-05
Position 431: 1.3043262589661882e-05
Position 145: 1.2813248807566076e-05
Position 70: 1.0659892732931659e-05
Position 381: 9.718555880901035e-06
Position 81: 9.40178923085309e-06
Position 604: 6.203236123846749e-06
Position 825: 5.361955249811756e-06
Position 7582: 5.311866888368139e-06
Position 715: 4.4595251935292495e-06
Position 368: 3.620373081997573e-06
Position 627: 3.1360308996921243e-06
Position 4892: 3.0438674683380686e-06
Position 340: 2.689233632905153e-06
Position 466: 2.127100291760064e-06
Position 705: 4.5072529953755025e-07
Position 611: 4.0892510818976996e-08
Position 4481: 6.308387769141002e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 17727: 0.9992117529029126
Position 3727: 0.7539014187045046
Position 27400: 0.5998559894774793
Position 3524: 0.41448704276668924
Position 575: 0.37278120386401975
Position 4460: 0.29168658414408366
Position 21547: 0.2388805596356021
Position 2973: 0.13596893222015444
Position 2868: 0.1057138082655699
Position 528: 0.07157097776959027
Position 17891: 0.07003651121477815
Position 5258: 0.06418669440211476
Position 9351: 0.05888919697790324
Position 5819: 0.05472990256733957
Position 20170: 0.054558685835663534
Position 18621: 0.04770026476138831
Position 368: 0.03807342634433573
Position 3533: 0.030267443562137824
Position 19344: 0.028955342397108345
Position 19935: 0.028792519146810216
Position 8384: 0.022565108174230308
Position 2911: 0.021508035298317317
Position 20227: 0.019801234314602362
Position 976: 0.017930579363311255
Position 7412: 0.01131527519671361
Position 3828: 0.010466660337137352
Position 21031: 0.009530660730281412
Position 22540: 0.008916158588673444
Position 4212: 0.008908859886726263
Position 7452: 0.008654588243197207
Position 507: 0.007953453513996973
Position 18381: 0.007454203387446378
Position 3751: 0.006186339065838488
Position 2933: 0.00535100422402166
