Gene = Ncapg
index = 732
Annotated 5SS: [  215  1305  2583  4585  4935  6223  6823  8569 10053 11537 11988 17504
 18762 21908 23420 24008 25897 26250 26626 28992]
Annotated 3SS: [ 1100  2353  4438  4849  6029  6672  8427  9928 11452 11807 17392 18641
 21682 23237 23832 25734 26113 26553 28921 29928]
SMsplice 5SS: [  215  1305  4585  4935  8569 11537 11988 18762 21908 25897 26250]
SMsplice 3SS: [ 1100  4438  4849  8427 11452 11807 18641 21682 25734 26113 29928]
top_k =  500
Partition function (log Z): 13.005933154543307

Sorted 5' Splice Sites (High to Low Probability):
Position 4935: 0.995951344119475
Position 18762: 0.988656957394105
Position 25897: 0.9796367556113281
Position 1305: 0.977696940193754
Position 4585: 0.9529801522361672
Position 8569: 0.9528824091754048
Position 215: 0.9374972382341318
Position 21908: 0.9275693409914861
Position 11988: 0.9275545073522957
Position 26250: 0.8574805061811551
Position 11537: 0.7000875083902902
Position 2583: 0.577403651549177
Position 9093: 0.5394954145498269
Position 26626: 0.42599358488211536
Position 13171: 0.3940725435740527
Position 24848: 0.3070479482102598
Position 7786: 0.2991687172953756
Position 24008: 0.29706925640353954
Position 28992: 0.28333102334997834
Position 30039: 0.2557712741701078
Position 23420: 0.2395963106562064
Position 10053: 0.2046049459521279
Position 17504: 0.16583699372624827
Position 15898: 0.12805296826355825
Position 1634: 0.12747131100568046
Position 16223: 0.12014544733115906
Position 30000: 0.09543609488811189
Position 6223: 0.09373050875213293
Position 23423: 0.08917139826638507
Position 11321: 0.08537657735075761
Position 8135: 0.08345303901721872
Position 6762: 0.08206152752863133
Position 10086: 0.08180214366630607
Position 1884: 0.07891697213931316
Position 14141: 0.07198643367296031
Position 7880: 0.06753982088347377
Position 3069: 0.06535602759567576
Position 14762: 0.06162971410956936
Position 6823: 0.059365119162353694
Position 21804: 0.05199658957735304
Position 18380: 0.050969472435989455
Position 697: 0.049967597193097096
Position 713: 0.03974896718744738
Position 11288: 0.03502221215322756
Position 823: 0.03175076985889275
Position 3910: 0.031018533008688048
Position 22727: 0.030748980545576562
Position 14127: 0.02919587033533448
Position 16235: 0.029060547196436054
Position 205: 0.028771385400213987
Position 2104: 0.02837456112838228
Position 8903: 0.028327683711763172
Position 22505: 0.024712047968047428
Position 14767: 0.022918072906953683
Position 4712: 0.020031434946090693
Position 23339: 0.016345204794773367
Position 20974: 0.015028258331764346
Position 24290: 0.013636851474343532
Position 1014: 0.012963718875591689
Position 635: 0.010801928753696005
Position 22827: 0.010106694097651631
Position 912: 0.008997580889209043
Position 10622: 0.008764364398384893
Position 2510: 0.007896004453741981
Position 3054: 0.007889135686941459
Position 6186: 0.007682201738094597
Position 320: 0.0072774441341536995
Position 4607: 0.007084164373834807
Position 23918: 0.0070004880912567895
Position 25945: 0.006668862620220352
Position 1148: 0.006431490922528478
Position 23967: 0.006193047324587122
Position 2892: 0.006044619812799935
Position 30250: 0.005723454147682147
Position 23581: 0.005599400145128833
Position 23078: 0.005070799349802952
Position 24383: 0.005003321976481118
Position 4057: 0.0049048267426699
Position 3162: 0.004356835086992996
Position 20110: 0.003983824655494419
Position 2770: 0.003942137830794938
Position 20298: 0.0036215490928832705
Position 19120: 0.003349480595535397
Position 2872: 0.0032291864130770077
Position 24017: 0.00321361915252538
Position 6935: 0.003139370531504331
Position 3701: 0.0027462032224439175
Position 6542: 0.0025652444454289454
Position 1211: 0.00252283816803552
Position 670: 0.0025028234740590537
Position 10656: 0.0023603932923682708
Position 1161: 0.0021242900599622886
Position 2587: 0.0020525971709482406
Position 4642: 0.0015803113088760016
Position 26178: 0.001578396807303463
Position 1267: 0.0015300180862340934
Position 1392: 0.0014522823942097198
Position 687: 0.001273433572231841
Position 4534: 0.0010834422837260234
Position 472: 0.0007907042726911558
Position 302: 0.0006725049961357889
Position 6945: 0.0006220034166720069
Position 2791: 0.00046105927519395757
Position 4993: 0.0004537632818169792
Position 4541: 0.000423763048488039
Position 3539: 0.0004182572597414434
Position 6194: 0.0004098556515600927
Position 8514: 0.0003679300641933525
Position 23757: 0.00035404168593503255
Position 3777: 0.00033900504933536205
Position 4564: 0.0003348257066511845
Position 1493: 0.00031306610482878804
Position 1333: 0.0002915803424226131
Position 421: 0.0002863262414318012
