Gene = Scg3
index = 951
Annotated 5SS: [  422  1119  1783  2093  7388  8712 14842 18403 20864 22804 32426]
Annotated 3SS: [ 1065  1736  1876  7244  8561 14663 18285 20779 22665 32344 40111]
SMsplice 5SS: [  422  1119  1783  2093  7388  8712 14842 17344 18367 20864 32426 38215]
SMsplice 3SS: [ 1005  1736  1876  7244  8561 14663 17194 18285 20779 32344 38106 40111]
top_k =  500
Partition function (log Z): 12.476750216129233

Sorted 5' Splice Sites (High to Low Probability):
Position 7388: 0.9986974198463379
Position 32426: 0.9962799480371053
Position 422: 0.9923842654480696
Position 2093: 0.9839031550823314
Position 8712: 0.9322265934813981
Position 20864: 0.931025614810344
Position 14842: 0.895982172054002
Position 18367: 0.8724682974572547
Position 1783: 0.7543715548338065
Position 1119: 0.6108379276894977
Position 38215: 0.6019377147260006
Position 17344: 0.49631365553162665
Position 11639: 0.4719034367086448
Position 25097: 0.43620654115176577
Position 14146: 0.31816056736039694
Position 17326: 0.29850342985376066
Position 2453: 0.28403596903497697
Position 20393: 0.27471061673846825
Position 22804: 0.23070616394360385
Position 24852: 0.21602347643311093
Position 11672: 0.20615662484138994
Position 39368: 0.16330977413406117
Position 5420: 0.1440085309752969
Position 18403: 0.12547596045100198
Position 5034: 0.11395088851262017
Position 14105: 0.11137666129373089
Position 18522: 0.10051315131869452
Position 11913: 0.07369325038061586
Position 6568: 0.07345966198302843
Position 9730: 0.07318789087409504
Position 20849: 0.06881411338530757
Position 31829: 0.0670913795860521
Position 27432: 0.05611618638682797
Position 5508: 0.05342924480665226
Position 6607: 0.04491281616003845
Position 39063: 0.04468429572203287
Position 2376: 0.03673447944274067
Position 39840: 0.035741349563562175
Position 14578: 0.030682946558390524
Position 15122: 0.030420106321665998
Position 38026: 0.029953952451391767
Position 36212: 0.028132617395596162
Position 3937: 0.02397793142053196
Position 2309: 0.023542415336236026
Position 2402: 0.022469177074592468
Position 18539: 0.02170247698786782
Position 26323: 0.02054078383030237
Position 8368: 0.01688553725925835
