Gene = Qprt
index = 879
Annotated 5SS: [  254 13518 13893]
Annotated 3SS: [12981 13760 13984]
SMsplice 5SS: [  254 13082 13518 13893]
SMsplice 3SS: [12981 13303 13760 13984]
top_k =  500
Partition function (log Z): -5.522085396339168

Sorted 5' Splice Sites (High to Low Probability):
Position 254: 0.9934653671707542
Position 13518: 0.8720842772293174
Position 13893: 0.8159304209499327
Position 13082: 0.40368559607193927
Position 13212: 0.352576601601533
Position 4074: 0.25863424080345077
Position 5055: 0.2569212508844177
Position 13227: 0.187641467458669
Position 6640: 0.10708836621943835
Position 13428: 0.10492377135510794
Position 5565: 0.07696544695617892
Position 13866: 0.06146972835939251
Position 3833: 0.04569559775641452
Position 7729: 0.035798546585240565
Position 93: 0.024595620022429328
Position 100: 0.021172900012200197
Position 1081: 0.01576763665732196
Position 1222: 0.012574639030817372
Position 13803: 0.012227197286150607
Position 56: 0.011909843499344886
Position 3094: 0.011402159811273233
Position 13415: 0.008259890890172211
Position 3747: 0.003877654028905635
Position 95: 0.002698735906913196
Position 526: 0.0024767319601781525
Position 1095: 0.002150794681366044
Position 2025: 0.0020094767367869995
Position 14032: 0.0019372399425331285
Position 513: 0.0017404357702446916
Position 3837: 0.0016404917083796722
Position 845: 0.0015233516334854096
Position 14077: 0.0014107075567203653
Position 14082: 0.001236676229879349
Position 1286: 0.0010428470510056372
Position 14099: 0.0010214491934885381
Position 83: 0.0009922322577022382
Position 1064: 0.0009905658042893622
Position 21: 0.0006061141235730037
Position 13470: 0.0005891666048045275
Position 3146: 0.0005582333636790933
Position 3682: 0.0004062946698167173
Position 14197: 0.00036607334736155376
Position 14036: 0.00027588585068951993
Position 205: 0.0002397716769440315
Position 63: 0.0002297232430242242
Position 7: 0.0001703554950920584
Position 14046: 0.00015362646682373757
Position 849: 0.00011012498637298625
Position 263: 7.376678782999849e-05
Position 3432: 4.7364963847355616e-05
Position 499: 4.442736437359559e-05
Position 453: 3.9591998091899095e-05
Position 442: 3.9397887861182404e-05
Position 2124: 3.407116478424163e-05
Position 235: 2.9954750215705312e-05
Position 1282: 2.879225411026874e-05
Position 2202: 2.649255827648735e-05
Position 1681: 2.494233097364733e-05
Position 3389: 2.2932096939306032e-05
Position 389: 1.957912102732677e-05
Position 2882: 1.6015054133539927e-05
Position 786: 1.2461322922260976e-05
Position 599: 1.2120247946637964e-05
Position 1248: 1.155691400761927e-05
Position 1192: 1.0674962764508785e-05
Position 2609: 1.042122991492213e-05
Position 1083: 8.749195982751556e-06
Position 1085: 8.673305574712626e-06
Position 1433: 8.181955723449213e-06
Position 1524: 6.547923627770449e-06
Position 2010: 6.536108524729697e-06
Position 282: 2.3901163362095667e-06
Position 274: 2.106927473737594e-06
Position 604: 2.0533472686491155e-06
Position 202: 1.6402467260241426e-06
Position 795: 5.836112513064206e-07
Position 3065: 3.384527954969051e-07
Position 615: 5.919399928852317e-08
Position 709: 4.8148579542039575e-08
Position 451: 4.5255282809835913e-08
Position 571: 4.5081024520957635e-08
Position 403: 3.3414126228263995e-08
Position 7685: 3.149515317227122e-08
Position 776: 2.9462533221580633e-08
Position 622: 2.9032676041714393e-08
Position 806: 2.631641942231048e-08
Position 276: 2.6238290000979977e-08
Position 877: 2.4880524563011878e-08
Position 620: 2.4176792877803092e-08
Position 535: 1.2187297759910515e-08
Position 564: 1.2053310004271375e-08
Position 793: 1.1899728208411289e-08
Position 803: 6.204487758322222e-09
Position 529: 5.4705319525971e-09
Position 305: 4.817451353973907e-09
Position 291: 2.7583338952742203e-09
Position 361: 1.3022681589498475e-13
Position 408: 1.841670969519997e-14
Position 381: 1.3584913847884694e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 13984: 0.988380998527289
Position 13303: 0.9688645797233817
Position 12981: 0.9620459207369738
Position 13760: 0.4737485300277914
Position 13710: 0.24049558274747496
Position 3908: 0.22010815835501538
Position 13802: 0.12803853238762433
Position 4690: 0.09688762531302628
Position 6519: 0.09652509904268636
Position 3661: 0.08402412934074291
Position 4962: 0.07495344713956462
Position 5015: 0.06858301900092327
Position 13649: 0.04716009547272581
Position 7672: 0.035804114943095294
Position 158: 0.035698668446124564
Position 981: 0.03195587399078211
Position 5475: 0.03126703348019834
Position 5394: 0.027613887999763366
Position 170: 0.016018946378908817
Position 4933: 0.014496084212865431
Position 2985: 0.011592239215720695
Position 6453: 0.010568812663553917
Position 5515: 0.007042997539134695
Position 14402: 0.005673166109796202
Position 5399: 0.0055402357388714026
Position 5424: 0.005505633911496105
Position 176: 0.004927171741338432
Position 14168: 0.003973070892420643
Position 3959: 0.003117313459495825
Position 14000: 0.002395768385404892
Position 352: 0.002153404404103158
Position 3929: 0.0021081557331357366
Position 323: 0.0020074845685010743
Position 4773: 0.0019350929859964156
Position 14841: 0.0015152285792254536
Position 1810: 0.0012687166322089716
Position 13987: 0.0011230549820408949
Position 13566: 0.0010742785337321545
Position 14811: 0.0006251705827598336
Position 1137: 0.0005549054671690062
Position 3700: 0.0004459879324041335
