Gene = Rec114
index = 892
Annotated 5SS: [  173 29544 75727 81386 83803]
Annotated 3SS: [29453 75642 81187 83715 88452]
SMsplice 5SS: [  173 13813 29544 48257 55530 55739 72192 75805 81386 83803]
SMsplice 3SS: [13726 29453 48102 55413 55616 72070 75642 81214 83715 88452]
top_k =  500
Partition function (log Z): -54.67851975350042

Sorted 5' Splice Sites (High to Low Probability):
Position 173: 0.9865449593291741
Position 3503: 0.5316995909790684
Position 1288: 0.10911036620088813
Position 1590: 0.05644187801983772
Position 10208: 0.05214230932858532
Position 2607: 0.02443349357173076
Position 1061: 0.022187837505464925
Position 6416: 0.020913484794062555
Position 5083: 0.019188582764794165
Position 3558: 0.016304188808314166
Position 2640: 0.01552139307371362
Position 1545: 0.01212538938033232
Position 3494: 0.010924702435220437
Position 3055: 0.009271392302452207
Position 321: 0.00863778240215405
Position 1574: 0.007174682518983571
Position 1240: 0.006682510774965953
Position 1361: 0.0059064823124714136
Position 2591: 0.005292761477285328
Position 510: 0.004964174375679906
Position 1347: 0.0028154813408777348
Position 3833: 0.002228308078830565
Position 1091: 0.0016129673225613922
Position 2334: 0.0015058919485625795
Position 1635: 0.0014031225935234538
Position 1098: 0.00135202033020137
Position 364: 0.0012573898660777545
Position 1493: 0.0007727723953712697
Position 1479: 0.0007450397797262627
Position 1532: 0.0007125650239319794
Position 1321: 0.0007032004904409843
Position 1448: 0.0006342560177921533
Position 1036: 0.0005741829329069907
Position 2310: 0.0005181589334268492
Position 116: 0.0005148846496922491
Position 969: 0.0005124890497201516
Position 1296: 0.0003480594533776363
Position 2512: 0.0003318018236855844
Position 471: 0.0003272400077963449
Position 2576: 0.00030336146794838353
Position 93: 0.00012412619097760361
Position 308: 6.392493296632584e-05
Position 121: 4.2499771993410354e-05
Position 314: 4.2366405934574455e-05
Position 468: 2.5292811813423035e-05
Position 431: 2.4829445108790634e-05
Position 65: 2.261899298598167e-05
Position 711: 2.0537075887769444e-05
Position 1041: 1.6575851134074705e-05
Position 4407: 1.466786785943966e-05
Position 461: 6.129239672571074e-06
Position 1280: 5.962992405186784e-06
Position 76: 4.8809839036017814e-06
Position 1065: 4.275212690644984e-06
Position 603: 3.918417066267134e-06
Position 819: 3.766105139535587e-06
Position 1131: 3.389196463312061e-06
Position 329: 2.9991616324416745e-06
Position 426: 2.524246300120552e-06
Position 237: 2.4889080973414488e-06
Position 525: 2.089253695407859e-06
Position 259: 1.6282314416996013e-06
Position 719: 1.5659405174188616e-06
Position 993: 7.80149037569595e-07
Position 902: 7.31700444207779e-07
Position 1085: 6.375793142243141e-07
Position 475: 4.995437450671338e-07
Position 490: 4.46849974799257e-07
Position 965: 4.101960983309296e-07
Position 658: 3.3363469621295546e-07
