Gene = Nkapd1
index = 751
Annotated 5SS: [ 237 1982 5088 7165 8093]
Annotated 3SS: [1904 4986 7014 8038 9527]
SMsplice 5SS: [ 237 1982 5088 7165 9710]
SMsplice 3SS: [ 1904  4986  7014  9573 10246]
top_k =  500
Partition function (log Z): -1.0587528976569884

Sorted 5' Splice Sites (High to Low Probability):
Position 7165: 0.9871142590346582
Position 237: 0.8328821181151478
Position 1982: 0.8183907313344827
Position 5088: 0.814701295297691
Position 9710: 0.6914592748958143
Position 6914: 0.32427570604935935
Position 632: 0.29609504914157825
Position 8093: 0.1945029840982032
Position 807: 0.17881291281648465
Position 5093: 0.17867034576407345
Position 9952: 0.15923402617960195
Position 7548: 0.12180419420177663
Position 3584: 0.07012036246159611
Position 3605: 0.0684123721040425
Position 2570: 0.054642915186653165
Position 2544: 0.051050030612566924
Position 3296: 0.04674868799568893
Position 10005: 0.04522266038173757
Position 143: 0.042560546603711294
Position 3686: 0.03921832396628973
Position 6331: 0.039098679808734264
Position 6055: 0.035164061598570245
Position 4463: 0.034557877400652255
Position 243: 0.028029697623944475
Position 5862: 0.025471273075667968
Position 7860: 0.015740107491430164
Position 8726: 0.015125618447770724
Position 8097: 0.010872559197600183
Position 653: 0.010569035676780171
Position 9092: 0.009697928516395789
Position 6752: 0.0083872979717204
Position 6831: 0.007789977156756475
Position 9988: 0.007280556048098143
Position 3672: 0.006349386769399238
Position 5804: 0.006326142867691984
Position 6848: 0.004836927610577215
Position 6702: 0.004027469541835678
Position 685: 0.003882236488569261
Position 2062: 0.0036039064480771713
Position 3538: 0.0032971841701214186
Position 3632: 0.0032554492007660215
Position 136: 0.0031096292106579226
Position 811: 0.003070371740327945
Position 6765: 0.002749922660211723
Position 3660: 0.002529430265534793
Position 646: 0.002462482538777808
Position 3801: 0.002145661567248103
Position 2029: 0.0020475985851055954
Position 10114: 0.0019525659387098757
Position 898: 0.0016486220501057288
Position 518: 0.0015795926748514314
Position 27: 0.0015340700810214897
Position 1113: 0.0014858132337666093
Position 3287: 0.001462473162111266
Position 4691: 0.001446852547312171
Position 7434: 0.001440281483161188
Position 2241: 0.0013132005427227702
Position 1735: 0.0011640666019960741
Position 6906: 0.001097781543062737
Position 1773: 0.000958257146522175
Position 1989: 0.000933495285558503
Position 7581: 0.0008679404484783178
Position 616: 0.0008656689134174375
Position 1784: 0.0008522127931725885
Position 3155: 0.000846547219959684
Position 6293: 0.0008437808879205769
Position 9574: 0.0008361894102424119
Position 6169: 0.0007955521732380993
Position 1234: 0.0007452308238019995
Position 245: 0.0006719250286830589
Position 247: 0.0006478819492977067
Position 3341: 0.0006252762172631488
Position 855: 0.0005948705993644948
Position 97: 0.0005933694567334883
Position 747: 0.0005907526906545888
Position 1150: 0.0005393528722420684
Position 249: 0.0004912898607220261
Position 2332: 0.0004739603425233574
Position 4468: 0.00045964230629865497
Position 1223: 0.00044019653825949444
Position 1378: 0.0004276594812777939
Position 1276: 0.00040117580085381646
Position 5276: 0.00038556790584771516
Position 251: 0.0003728840210537505
Position 2575: 0.0003660736183687847
Position 6270: 0.0003470501016660318
Position 6328: 0.0003410282765396649
Position 6488: 0.00032364372373651313
Position 3769: 0.00032021691053071047
Position 6312: 0.0002974028071198386
Position 130: 0.00026138629240388865
Position 5456: 0.00025883177775613895
Position 6220: 0.00025360108100833307
Position 2045: 0.00023604053732981053
Position 253: 0.00023423240097387416
Position 5715: 0.00019218716510984812
Position 732: 0.000189606416129398
Position 5866: 0.0001817111738542017
Position 5071: 0.00017704615540407376
Position 891: 0.0001764890401886255
Position 5194: 0.00016562923880057896
Position 1255: 0.00016461375922827352
Position 1558: 0.00015000491993973005
Position 886: 0.00012611811299100963
Position 1683: 0.00011674476770080288
Position 1217: 0.00010899599277877315
Position 5630: 0.00010449516305913855
