Gene = Tsks
index = 1149
Annotated 5SS: [  193   744  7614  7862  8686  9572 10681 11227 13327 14493]
Annotated 3SS: [  520  7517  7777  8601  9284 10485 11052 13190 14335 14594]
SMsplice 5SS: [  302   744  7614  8686 11227 14493]
SMsplice 3SS: [  520  7517  8601 11052 14335 14565]
top_k =  500
Partition function (log Z): -3.882353436918675

Sorted 5' Splice Sites (High to Low Probability):
Position 7614: 0.9550161728461368
Position 8686: 0.8928348724447296
Position 11227: 0.8544318511824408
Position 744: 0.6347098687292658
Position 14493: 0.5689019049347913
Position 302: 0.47727944057541505
Position 289: 0.25004341976460875
Position 7862: 0.24994741954689034
Position 787: 0.23116392792524554
Position 11373: 0.20188922624348252
Position 2792: 0.1874699656450691
Position 9572: 0.18397697444865752
Position 13264: 0.18131281440142674
Position 13327: 0.15445521814357702
Position 13339: 0.15201900516918326
Position 10681: 0.10292810906143404
Position 9607: 0.083943037956421
Position 10696: 0.0695415567453863
Position 286: 0.060539692146005075
Position 14461: 0.0575800948095283
Position 400: 0.04594181094265774
Position 2957: 0.04440580650553758
Position 1412: 0.03993333984211916
Position 9242: 0.03680041700038372
Position 10185: 0.035734417423743225
Position 4347: 0.031106250640699853
Position 95: 0.02551608019983921
Position 193: 0.023849798176965982
Position 137: 0.01837813888378772
Position 404: 0.015197425216600741
Position 3325: 0.014340157996720594
Position 3988: 0.014004319420023403
Position 12358: 0.013600059073707682
Position 7587: 0.008393811381552941
Position 14498: 0.0074459234729069845
Position 12969: 0.00727703550209685
Position 11239: 0.007186149691189307
Position 5099: 0.006858574030953912
Position 1836: 0.0067908300624778374
Position 9247: 0.006690320533041893
Position 5853: 0.005695713484007126
Position 8499: 0.004697151099523983
Position 11764: 0.002636037181979591
Position 8519: 0.002497020108869725
Position 12633: 0.002462916792462348
Position 13277: 0.002274527890107102
Position 7539: 0.001669035917930958
Position 116: 0.0014915890533806276
Position 428: 0.001084719730771697
Position 762: 0.0009723740298338687
Position 9394: 0.0008310837351488038
Position 331: 0.0007078278786875092
Position 2423: 0.0006803334008941038
Position 8617: 0.0006643797385974836
Position 10213: 0.0006044306282713561
Position 215: 0.0005764112037931002
Position 8714: 0.0005641849899081702
Position 179: 0.0004999486726887626
Position 8694: 0.0004738710668936777
Position 38: 0.0004320476390941409
Position 105: 0.00040852279316852427
Position 445: 0.00039655863873571973
Position 9546: 0.0003701296193620143
Position 8746: 0.000346323668475236
Position 361: 0.0002711094575006183
Position 211: 0.00023440528665872026
Position 354: 0.00023315952413050937
Position 2438: 0.00019202406475358238
Position 594: 0.00014480600460768675
Position 321: 0.00012639981161778472
Position 485: 9.851158659193744e-05
Position 367: 9.352473010259465e-05
Position 12778: 8.376485197185697e-05
Position 309: 7.718754736708759e-05
Position 501: 5.564563185607047e-05
Position 458: 5.351305051058657e-05
