Gene = Apoc1
index = 130
Annotated 5SS: [ 52 250 773]
Annotated 3SS: [ 173  624 3023]
SMsplice 5SS: [ 52 270 548]
SMsplice 3SS: [173 410 624]
top_k =  500
Partition function (log Z): -3.9091460358790133

Sorted 5' Splice Sites (High to Low Probability):
Position 52: 0.9462284169297308
Position 270: 0.5965873028840398
Position 548: 0.5597403835323556
Position 250: 0.39399915752987275
Position 773: 0.3363471887121446
Position 802: 0.013112220037104307
Position 555: 0.009879888240208539
Position 2714: 0.006222092834528263
Position 2743: 0.0021039039893942643
Position 2734: 0.0015724759118240109
Position 2498: 0.001570984587767673
Position 1512: 0.0013950898827263035
Position 411: 0.0013202271894028205
Position 534: 0.001310753466068105
Position 472: 0.0010733560892654365
Position 68: 0.0010547552501459874
Position 432: 0.001040416223764203
Position 814: 0.0009646360599938677
Position 1497: 0.0009020102927538415
Position 799: 0.00031140164710473676
Position 105: 0.00021176970549180123
Position 818: 0.00010730387070496323
Position 158: 0.00010078413489041057
Position 350: 7.196968460942335e-05
Position 70: 6.766068730459247e-05
Position 231: 5.622257495888057e-05
Position 560: 4.2697920111898105e-05
Position 56: 3.8623572582611823e-05
Position 289: 3.60967454710163e-05
Position 102: 3.060501118432239e-05
Position 456: 2.3968668666176755e-05
Position 291: 1.8968324098977892e-05
Position 436: 1.72788166666649e-05
Position 296: 1.3773424032774436e-05
Position 570: 6.905603764919522e-06
Position 216: 4.442851599947753e-06
Position 228: 4.091955047784519e-06
Position 305: 2.2184547721486008e-06
Position 129: 1.7435352776525992e-06
Position 175: 1.1613355982453043e-06
Position 225: 1.0089388710525866e-06
Position 126: 6.901874123360098e-07
Position 572: 4.0614772160088513e-07
Position 116: 3.448976079575774e-07
Position 390: 3.400002559740109e-07
Position 922: 3.0863287655363623e-07
Position 832: 1.0851342382062462e-07
Position 978: 9.620654662393723e-08
Position 995: 9.382853160844037e-08
Position 958: 3.5913308861194515e-08
Position 804: 3.1885157853745813e-08
Position 144: 3.158633623792195e-08
Position 162: 1.491656836989581e-08
Position 360: 8.657455220387331e-11
Position 362: 1.0534239517813129e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 173: 0.9309185838319434
Position 624: 0.6669110016577006
Position 410: 0.545830576138275
Position 3023: 0.27580067157788407
Position 2899: 0.0939157831725577
Position 2573: 0.08353465768062301
Position 432: 0.05568394943341793
Position 1088: 0.04543088278838522
Position 641: 0.03587538216266377
Position 2915: 0.022476319300396536
Position 630: 0.012689894842523902
Position 319: 0.01047734239457213
Position 190: 0.009641698745680919
Position 1822: 0.008370714292308915
Position 3037: 0.008270184421164072
Position 1966: 0.0076301000591282595
Position 911: 0.0072414030270209475
Position 2298: 0.006241039789656996
Position 1379: 0.004327652030417926
Position 1864: 0.004251116727704326
Position 2010: 0.0029370270067984403
Position 2775: 0.002770845108377146
Position 1681: 0.002522561282055926
Position 2058: 0.002366934836417976
Position 2919: 0.0022785306623195984
Position 1511: 0.0022530783991215313
Position 2385: 0.001995945084606001
Position 2599: 0.001993664981545951
Position 2707: 0.001887186737194891
Position 2739: 0.0014480559271725915
Position 466: 0.0013600750980529838
Position 2262: 0.0013295938457138447
Position 988: 0.0012869836403187136
Position 2238: 0.0012693439024626706
Position 3152: 0.0012124549810961804
