Gene = Nifk
index = 750
Annotated 5SS: [  159  1887  5895  7726  8824 10640]
Annotated 3SS: [ 1742  5785  7513  8766 10504 10910]
SMsplice 5SS: [  159  1887  5895 10640 10813]
SMsplice 3SS: [ 1742  5785 10504 10722 10910]
top_k =  500
Partition function (log Z): 4.280566307108476

Sorted 5' Splice Sites (High to Low Probability):
Position 10640: 0.9740272729821465
Position 5895: 0.9363170401607666
Position 159: 0.9303514033066388
Position 1887: 0.7853284977100696
Position 10813: 0.5061592572216094
Position 8824: 0.4473397958921476
Position 7726: 0.3341557103163409
Position 2058: 0.30480112041724944
Position 10798: 0.2197756598428118
Position 7653: 0.21426810327958942
Position 6621: 0.21304330816982084
Position 9040: 0.20045866207295546
Position 1879: 0.15881381699281283
Position 9422: 0.15346590820978626
Position 7647: 0.09832853292836873
Position 9950: 0.09087153940442391
Position 5013: 0.08712649089076743
Position 1260: 0.0833938464639238
Position 2940: 0.07935078479166492
Position 5213: 0.06013809844856516
Position 7767: 0.05686648090236797
Position 10962: 0.04600643325643039
Position 7371: 0.04528272290201966
Position 3801: 0.043728076961072185
Position 389: 0.03513503643381356
Position 246: 0.034908259358882
Position 6532: 0.025271911061551352
Position 1017: 0.023925111979255065
Position 2192: 0.021364658236042017
Position 10599: 0.020965564009297447
Position 7635: 0.018822753409056005
Position 918: 0.01763230480553778
Position 2401: 0.015857721981806558
Position 264: 0.011560937284982123
Position 10407: 0.011248560233344166
Position 3035: 0.01093588964898617
Position 2143: 0.010088696715622639
Position 1055: 0.009316525093981464
Position 486: 0.00905799918178421
Position 855: 0.008146706834245612
Position 10826: 0.007912924729427338
Position 872: 0.006173747924824016
Position 3777: 0.005325952943982492
Position 7424: 0.005221580060616266
Position 3411: 0.005184291670498142
Position 5105: 0.004724550652294959
Position 11099: 0.004654796024856202
Position 3789: 0.004323021906486994
Position 6655: 0.0042307316636628805
Position 11113: 0.003997756817228193
Position 774: 0.003686370001335063
Position 9434: 0.003420291772892687
Position 6223: 0.003340784449429264
Position 10755: 0.003107438754616113
Position 278: 0.002510307828793526
Position 536: 0.002153006723191284
Position 10971: 0.0020415174880300214
Position 11118: 0.0020247598001420773
Position 5899: 0.0014730847416860844
Position 10975: 0.0014428871986128379
Position 11373: 0.001199784835439622
Position 10782: 0.0011899667614213257
Position 1527: 0.001180165431603882
Position 1059: 0.0010329294801126557
Position 5877: 0.001026007027028958
Position 824: 0.0009785185578300415
Position 11022: 0.0009656906944781591
Position 1404: 0.0009253553730716266
Position 527: 0.0009243025690926643
Position 7072: 0.0009088938720432552
Position 257: 0.000847962481028555
Position 6020: 0.000780805236114896
Position 885: 0.0006087824280216054
Position 6689: 0.000592024815521385
Position 574: 0.0005852906655384511
Position 6797: 0.0005534023897309199
Position 2553: 0.0005435617565482474
Position 2669: 0.0005256586453844213
Position 62: 0.00037406755568109484
Position 11125: 0.000327893599993427
Position 10606: 0.00032271869845053894
Position 1394: 0.00031515942362735506
Position 11677: 0.00029581326581933944
Position 2474: 0.0002889785745909432
Position 522: 0.0002738664304318432
Position 11138: 0.0002381575788069242
Position 6474: 0.00017008779608037
Position 11013: 0.00014464561198020094
Position 3585: 0.00012175682521245804
Position 10841: 9.110312064373242e-05
Position 11652: 4.816590720826409e-05
Position 883: 2.3251989815503904e-05
Position 819: 2.050871629409179e-05
Position 532: 2.0398620323432463e-05
Position 1871: 1.8124659239287828e-05
Position 259: 9.192355259564386e-06
Position 2066: 7.789124947093043e-06
Position 2158: 4.570390107333947e-06
Position 2153: 4.485245150993919e-06
Position 924: 3.902303871612761e-06
Position 911: 3.072910256906239e-06
Position 3040: 2.1421827021154274e-06
Position 44: 1.5155775876333776e-06
Position 2974: 1.31003076135589e-06
Position 368: 9.960893182982558e-07
Position 222: 9.128389150403777e-07
Position 1137: 8.906556041375241e-07
Position 361: 8.54332170044553e-07
Position 285: 6.997239110312915e-07
Position 670: 6.918644448144536e-07
Position 640: 5.311154628421588e-07
Position 653: 5.146792336717403e-07
Position 625: 4.958431948968641e-07
Position 287: 4.784738891912486e-07
Position 468: 4.0687081969540203e-07
Position 588: 3.761240579759914e-07
Position 558: 3.4902920680670203e-07
Position 450: 3.193711262169499e-07
Position 514: 3.1892403796577165e-07
Position 628: 3.040291389424912e-07
Position 85: 1.9350167435625916e-07
Position 813: 1.7926059643549672e-07
Position 38: 1.3526562916561487e-07
