Gene = Nelfa
index = 742
Annotated 5SS: [  388 14568 15922 33043 34669 34826 35223 36001 37132 37402]
Annotated 3SS: [14395 15759 32952 34537 34755 35133 35888 36859 37301 37503]
SMsplice 5SS: [  388  9779 14568 15922 33043 34669 34844 35223 36001 37132 37402]
SMsplice 3SS: [ 9575 14395 15759 32952 34537 34755 35133 35888 36859 37301 37503]
top_k =  500
Partition function (log Z): -18.776657760045637

Sorted 5' Splice Sites (High to Low Probability):
Position 14568: 0.9948780162617097
Position 15922: 0.9536562813466207
Position 388: 0.7714273571914517
Position 9779: 0.622048280642904
Position 6523: 0.35194834028165334
Position 8115: 0.26149905282463703
Position 142: 0.20874692475303225
Position 16386: 0.20595767795397926
Position 12271: 0.09118618050667296
Position 23463: 0.08038365304528977
Position 9815: 0.0756132209834358
Position 3919: 0.05653276726835317
Position 12329: 0.05322016616979135
Position 1982: 0.05293893132586083
Position 16466: 0.03523337669025559
Position 4849: 0.033867066618925704
Position 14918: 0.03353828943293334
Position 12300: 0.03144112258556429
Position 15626: 0.026554301559509275
Position 12281: 0.02577724761573812
Position 4022: 0.024380867856791416
Position 10173: 0.02110628704539879
Position 9576: 0.020970297094287688
Position 18078: 0.020853050144043025
Position 5331: 0.018747936007350717
Position 130: 0.010049806459350814
Position 5937: 0.009911271091550565
Position 4100: 0.009678352873082802
Position 15049: 0.008378424427446109
Position 642: 0.007730650597213495
Position 14807: 0.007257592381273963
Position 5371: 0.006191387369222156
Position 15237: 0.00285230801363725
Position 14603: 0.002087451777124458
Position 15034: 0.0016036090832525897
Position 15759: 0.001122695862960223
Position 632: 0.0009463013843792275
Position 286: 0.0006720063698024
Position 18474: 0.0005107101196956647
Position 15708: 0.0004179509156051831
Position 14792: 0.0003390876400586221
Position 16272: 0.00029827089966363027
Position 11539: 0.0002844327252486977
Position 15763: 0.00014784135609300552
Position 96: 0.00010103868101978721
Position 1743: 9.836976255974172e-05
Position 1752: 4.382414085746781e-05
Position 660: 3.832862877492098e-05
Position 136: 3.433070526632014e-05
Position 197: 3.0790793601333346e-05
Position 113: 3.01444146848143e-05
Position 3983: 2.466614253913496e-05
Position 2312: 2.0911460881609674e-05
Position 246: 1.8417437881260555e-05
Position 1449: 1.68253635152426e-05
Position 2577: 1.6726876286322312e-05
Position 1698: 1.594665020090707e-05
Position 1677: 1.4891574864749926e-05
