Gene = Chfr
index = 263
Annotated 5SS: [   75   335  4594  7801  8791  9128 10775 15827 16631 17421 19123 23059
 24382 26922 28234 32372 33355]
Annotated 3SS: [  190  4493  7690  8730  8911 10609 15666 16475 17257 18976 22941 24297
 26850 28145 32263 33281 35001]
SMsplice 5SS: [   75   335  2733  4330  4594  7801 15827 19123 23059 24382 26922 28234
 32372 33355]
SMsplice 3SS: [  190  2614  4256  4493  7690 15666 18976 22968 24297 26850 28145 32263
 33281 35001]
top_k =  500
Partition function (log Z): 13.222274835298563

Sorted 5' Splice Sites (High to Low Probability):
Position 15827: 1.000000000000001
Position 19123: 1.000000000000001
Position 32372: 0.9901230339524656
Position 28234: 0.9398795628896459
Position 335: 0.9342074857411938
Position 23059: 0.9211375363007177
Position 4594: 0.880994448538632
Position 75: 0.859520909492622
Position 26922: 0.8302548929949666
Position 7801: 0.7471738874346204
Position 4330: 0.732020340962488
Position 33355: 0.7163319628713621
Position 2733: 0.6573995987752724
Position 24382: 0.6130474971396376
Position 17421: 0.38626599681425744
Position 28868: 0.36604297270261943
Position 10775: 0.33019131391479306
Position 793: 0.25839720719053777
Position 8791: 0.24349478064098568
Position 24242: 0.24087204814851296
Position 9128: 0.20862765346219828
Position 28500: 0.18006016976814362
Position 4348: 0.17284317169497224
Position 28080: 0.15474012672375886
Position 26026: 0.13924366037172206
Position 17465: 0.1366534014192123
Position 27765: 0.10247942716301132
Position 28539: 0.10197856861048091
Position 4622: 0.10197828916910769
Position 25491: 0.10076505779623456
Position 3770: 0.09947529846555035
Position 32689: 0.09265176542662695
Position 24298: 0.08642720161719328
Position 8879: 0.08294992335458834
Position 24691: 0.07722028323796087
Position 5612: 0.07720746027608048
Position 21675: 0.07206188649166174
Position 13875: 0.0569865511390847
Position 27938: 0.05335460640584532
Position 32827: 0.050746902192992355
Position 33335: 0.04586076093988661
Position 7891: 0.033745015666847684
Position 10886: 0.030444273390478657
Position 9193: 0.02224172173904202
Position 26332: 0.022232271658499673
Position 40: 0.01717612642920783
Position 91: 0.01711695437738704
Position 28310: 0.014834258617705879
Position 26425: 0.014416765431113449
Position 28073: 0.014378267154355726
Position 23063: 0.01403899366611831
Position 12525: 0.013828913902461985
Position 34062: 0.011057439172814133
Position 354: 0.01044497291269779
Position 2575: 0.010392797670968327
Position 33359: 0.009939745660001293
Position 6391: 0.009765592586065054
Position 4339: 0.009319498177547996
Position 35361: 0.009261535159166874
Position 12664: 0.008959736840431099
Position 27166: 0.008695445818791706
Position 6428: 0.008386959607865403
Position 4940: 0.008292329358987008
Position 2777: 0.008250746165020991
Position 3307: 0.007978917183586738
Position 28651: 0.007189351293344881
Position 33187: 0.006890643357250012
Position 34071: 0.0068499560853293616
Position 30237: 0.006672137290874241
Position 4569: 0.005786659174561081
Position 33587: 0.005733418254464045
Position 23090: 0.005668940597308214
Position 33547: 0.005280954896329047
Position 2459: 0.005199122438930723
Position 34317: 0.005183494241626877
Position 3675: 0.003624395306193993
Position 4636: 0.0033098489123707915
Position 5237: 0.003277663709898217
Position 3464: 0.0032142625835961183
Position 7279: 0.0031108598792341235
Position 32947: 0.0029955170736004587
Position 34841: 0.0026947473165221916
Position 7823: 0.0026497068631623384
Position 381: 0.0024444057664584347
Position 8620: 0.0023490399207495003
Position 8159: 0.0023027608131839365
Position 33376: 0.0022402841795737503
Position 34433: 0.0021900784444309554
Position 3829: 0.002147580373905205
