Gene = Brca2
index = 186
Annotated 5SS: [  461   650  7068  8548  9104  9466  9773 12013 12921 14508 20828 22361
 25381 26206 28384 29765 30478 31880 34387 34616 35882 37567 37962 38194
 44500 45139]
Annotated 3SS: [  544  6839  8438  9053  9424  9660 11962 12808 13400 16018 22264 25310
 25858 28201 29576 30306 31524 34230 34470 35759 37373 37797 38054 44257
 44976 46308]
SMsplice 5SS: [   64   650  3827  7068  8548  9584  9773 12013 12921 30497 31880 34387
 34616 35882 37567 38194 41049 45139]
SMsplice 3SS: [  544  3736  6839  8438  9424  9660 11962 12808 30375 31524 34230 34470
 35759 37373 38054 40956 44976 46537]
top_k =  500
Partition function (log Z): -13.293586136199071

Sorted 5' Splice Sites (High to Low Probability):
Position 12013: 0.9302295081824268
Position 650: 0.9062535086275719
Position 8548: 0.8662372307542696
Position 9773: 0.8604963602216784
Position 7068: 0.8447504821410923
Position 3827: 0.7365460023390041
Position 9584: 0.7119793747110932
Position 12921: 0.6981593561189761
Position 2354: 0.4866737869883697
Position 1447: 0.43711674430745356
Position 9104: 0.3738587410793648
Position 64: 0.3442937574271879
Position 60: 0.23957548504119752
Position 16106: 0.2181120436859236
Position 18532: 0.15826250603335792
Position 19564: 0.14018565206484376
Position 461: 0.13082844025981205
Position 267: 0.12644093245852342
Position 675: 0.08983084089672733
Position 2517: 0.08206739141706665
Position 18161: 0.08140185987951595
Position 12744: 0.07968951433905927
Position 230: 0.07602797872255325
Position 9466: 0.07017749493863318
Position 4131: 0.0625407064709388
Position 10312: 0.057577979760156675
Position 9493: 0.056078385808116395
Position 2406: 0.05578452043355735
Position 13908: 0.055544702765801715
Position 14508: 0.053324899350180435
Position 2350: 0.0531457533932234
Position 6570: 0.04859567107865495
Position 13308: 0.045870207288862326
Position 5423: 0.04556104308205669
Position 4482: 0.03811654901819087
Position 2117: 0.03574539214016769
Position 74: 0.03339797870582641
Position 321: 0.024845430997363756
Position 14148: 0.020385857128017375
Position 269: 0.01872280934309153
Position 1301: 0.016352449038051206
Position 2157: 0.01531177342426766
Position 1796: 0.014526087967203692
Position 11354: 0.013468201268260961
Position 3902: 0.012972631214578582
Position 179: 0.01284893373806009
Position 10085: 0.012338623479747339
Position 2068: 0.011051941922032536
Position 14331: 0.010988753201407167
Position 108: 0.010844733490714745
Position 8976: 0.00923893042196442
Position 7080: 0.009136437231198188
Position 6939: 0.009029617278037095
Position 297: 0.008267710803012111
Position 8892: 0.008109306185997225
Position 223: 0.008089969594714284
Position 1139: 0.008056110766138165
Position 13980: 0.007979557044571664
Position 9483: 0.007564832974559242
Position 12925: 0.006827240120559445
Position 14378: 0.006770546085008888
Position 8837: 0.0054317190502817525
Position 100: 0.0053893182411411285
Position 4874: 0.005146631724952227
Position 13331: 0.004715573423842306
Position 5514: 0.0041254257753841434
Position 7258: 0.003669920315129676
Position 11707: 0.0035642742877777236
Position 85: 0.0034641995888319383
Position 316: 0.003356940581245688
Position 10445: 0.002755572766651792
Position 2610: 0.002754509979788526
Position 273: 0.0025074544103593005
Position 291: 0.0022610093461491627
Position 4019: 0.002246636280538514
Position 8887: 0.0021847146240162574
Position 1111: 0.0021635025392803538
Position 193: 0.0019680542437282506
Position 28: 0.0019619480907979237
Position 13994: 0.0018968509093913626
Position 722: 0.001660319191347225
Position 5604: 0.0013788022442015248
Position 6359: 0.0011942640472412894
Position 1159: 0.0011857762347058166
Position 1310: 0.0011234489823308603
Position 216: 0.0011115180171465385
Position 249: 0.0010478238846333653
Position 241: 0.0009977108177855534
Position 1424: 0.0009593548823142975
Position 15: 0.0009385616215407645
Position 5189: 0.000869354574893146
Position 1357: 0.0007802348862791411
Position 9886: 0.0006492218087100918
Position 12043: 0.0005670725112977127
Position 370: 0.0004104129059301502
Position 360: 0.0003838612302894623
Position 2153: 0.0003689199977857312
Position 1197: 0.0002991845527783919
Position 1363: 0.0002980785028994429
Position 12017: 0.00024091929845429456
Position 1466: 0.00022421072328721107
Position 1786: 0.00019619540865530532
Position 97: 0.0001637990974164458
Position 1583: 0.00014909546971165452
Position 271: 0.0001291205898151542
Position 778: 0.00011924931999642172
Position 1177: 0.00010205953237896167
Position 13144: 8.336068903962217e-05
Position 377: 7.620822072435364e-05
Position 388: 7.404215850065949e-05
Position 1451: 6.838234773719708e-05
Position 76: 6.405201522250262e-05
Position 32: 6.132312680098189e-05
Position 8857: 5.313591354162421e-05
Position 1151: 4.316535144432542e-05
Position 410: 3.0909933065421156e-05
Position 1167: 2.750527010865426e-05
Position 429: 2.3191422536006284e-05
Position 365: 2.099769260594964e-05
Position 22: 1.4208076544352024e-05
Position 400: 1.317842989292271e-05
Position 141: 1.1518295664873117e-05
Position 325: 1.019813805817674e-05
Position 1092: 8.907261495191961e-06
Position 1461: 6.818459292653137e-07
Position 923: 6.400391085674307e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 544: 0.9931730111502886
Position 9660: 0.8714966989964293
Position 6839: 0.8332677204418959
Position 8438: 0.831285974185654
Position 3736: 0.7477113444986107
Position 11962: 0.743648712866479
Position 16018: 0.7382475676389595
Position 12808: 0.6943257048951494
Position 9424: 0.6564980395811276
Position 2238: 0.4468611211596424
Position 1254: 0.3610911461115187
Position 18445: 0.22788749915702866
Position 2278: 0.22549464984222597
Position 21570: 0.1518427563072919
Position 9372: 0.14927371625703867
Position 19384: 0.14815191056871385
Position 9053: 0.13204782839866258
Position 8768: 0.11897860418366792
Position 11917: 0.10367608526968503
Position 18005: 0.08676085154860952
Position 23741: 0.08332380273625155
Position 11941: 0.08329449700640668
Position 13400: 0.07405472369952391
Position 13866: 0.06739100329141468
Position 9031: 0.06572211231079171
Position 8914: 0.06303126052296006
Position 3961: 0.05975210758677498
Position 10205: 0.05924424201555934
Position 14402: 0.055160989997635614
Position 13236: 0.04847117154500436
Position 1403: 0.04672738700332652
Position 9492: 0.03927366209165399
Position 24682: 0.0391001715437905
Position 5329: 0.036705797017212764
Position 6467: 0.03450560805569354
Position 12622: 0.030696036359891588
Position 1950: 0.028742515829556357
Position 8373: 0.027420806073262048
Position 4379: 0.023452259129806332
Position 12587: 0.023407930648229526
Position 6970: 0.02309365666400092
Position 13953: 0.018051656631843202
Position 1354: 0.016194430934939608
Position 12663: 0.015354330234909652
Position 170: 0.014674564861171338
Position 1158: 0.014558719874115557
Position 14162: 0.01451399873796031
Position 1061: 0.014005586406319081
Position 2029: 0.013215048344488545
Position 1205: 0.012982622291574776
Position 349: 0.012952218381271731
Position 12590: 0.012074908388807645
Position 4291: 0.012031622708084968
Position 449: 0.01132987211859834
Position 6378: 0.01069603529497929
Position 9078: 0.009120316487155358
Position 5277: 0.007652020006006148
Position 1893: 0.007570247045752609
Position 1615: 0.007102787569910047
Position 15790: 0.006945013098934321
Position 13546: 0.006851572948143416
Position 11091: 0.00668771436571806
Position 12875: 0.006516500420162354
Position 202: 0.0059664205894298045
Position 8886: 0.005773666359462651
Position 14242: 0.005354410341659007
Position 14048: 0.005322962292621415
Position 11633: 0.005085504738352064
Position 11156: 0.004843609844165317
Position 19588: 0.004450206825185318
Position 141: 0.004284849210709225
