Gene = Gatd1
index = 425
Annotated 5SS: [ 135 2339 3151 3359 4291 4806 5048]
Annotated 3SS: [2261 3044 3250 4195 4711 4935 5171]
SMsplice 5SS: [ 135  316 2339 3151 4291 4806 5048]
SMsplice 3SS: [ 248 2261 3044 4195 4711 4935 5171]
top_k =  500
Partition function (log Z): 8.786643689473353

Sorted 5' Splice Sites (High to Low Probability):
Position 135: 0.9896784740949
Position 5048: 0.9780096731372857
Position 4806: 0.9772917093460854
Position 3151: 0.8656027747617598
Position 2339: 0.7098102432453967
Position 4291: 0.6379833359126948
Position 316: 0.6255257261459247
Position 708: 0.527994044085608
Position 1869: 0.3428210704994362
Position 496: 0.30942067914030413
Position 3359: 0.2535410648652037
Position 2362: 0.14398747968043815
Position 653: 0.10006935091337602
Position 3363: 0.09755419680570449
Position 1913: 0.08252452652915869
Position 1932: 0.07710999271136777
Position 3404: 0.07586599497155676
Position 3167: 0.06611326703794783
Position 284: 0.04328019664529621
Position 3492: 0.04162258935957502
Position 3258: 0.041401612361172103
Position 467: 0.04060736964060555
Position 2027: 0.03942581303684729
Position 2448: 0.030618278300399527
Position 334: 0.027427039126544598
Position 755: 0.023462755667628857
Position 5175: 0.02168769261909859
Position 2324: 0.020467767304563057
Position 2262: 0.01976209986984131
Position 3314: 0.01951619854804473
Position 5319: 0.013852782365481766
Position 3155: 0.009025129873158204
Position 2675: 0.00832812038686291
Position 4816: 0.007424699152433003
Position 1998: 0.006802809172296789
Position 1907: 0.006376352865673733
Position 1634: 0.006251227190904457
Position 4428: 0.0053444392432846575
Position 783: 0.005342741108730941
Position 1850: 0.004813408761049888
Position 3527: 0.004706318923313613
Position 635: 0.004098004589200254
Position 423: 0.0033006602990167735
Position 2129: 0.002068918784168961
Position 2062: 0.002049754454712457
Position 2695: 0.00183552256022692
Position 2133: 0.0015904283526168585
Position 3719: 0.0013722492919558292
Position 1379: 0.0013533690869755451
Position 1971: 0.0013454852084677097
Position 4412: 0.001218525044543694
Position 4099: 0.0011443467599048563
Position 5067: 0.0010939107331875237
Position 535: 0.000977258183193049
Position 1888: 0.0008021657470445975
Position 2158: 0.0007821023699416784
Position 2657: 0.0006714151773678198
Position 498: 0.0006511575836286529
Position 578: 0.0006452977449031269
Position 5908: 0.0006150604497839385
Position 3855: 0.0005495613179160833
Position 5684: 0.0004771872507122297
Position 4791: 0.0004219422402914375
Position 714: 0.0003988239454268798
Position 4855: 0.000366759220459178
Position 1679: 0.00029780605665329475
Position 1290: 0.00029260782613899723
Position 5435: 0.00029095393025273166
Position 940: 0.00024259085619748256
Position 157: 0.00021337431858944232
Position 3140: 0.00021337056167284547
Position 4820: 0.0001995057735549942
Position 808: 0.00019386887975280848
Position 2799: 0.0001832084916781213
Position 935: 0.00017777048500022084
Position 1418: 0.00017748311437759307
Position 1252: 0.00017216395747570161
Position 1358: 0.00016722833514084585
Position 3093: 0.00015432134697048773
Position 641: 0.00015407715281545766
Position 1945: 0.0001535589990348065
Position 351: 0.00013545440699764584
Position 1068: 0.00013428641201480246
Position 1859: 0.000132714734478197
Position 194: 0.00012209624810979595
Position 1233: 0.00010197140723733765
Position 4810: 9.481629422002292e-05
Position 4803: 9.40637460212024e-05
Position 5228: 8.926900322303977e-05
Position 1430: 6.803650371655188e-05
Position 1300: 4.997792055739766e-05
Position 502: 4.8108275907604666e-05
Position 105: 3.789887885812153e-05
Position 471: 3.248375127568252e-05
Position 1112: 2.6122317362051577e-05
Position 482: 2.4706081816955382e-05
Position 3124: 1.981738459684258e-05
Position 113: 1.9635795780575785e-05
Position 500: 1.4862029605640655e-05
Position 3171: 1.0652568208703517e-05
Position 155: 1.0450435308508644e-05
Position 383: 8.026985383159952e-06
Position 349: 8.010910340596338e-06
Position 366: 7.40289597426457e-06
Position 175: 5.492146472924584e-06
Position 76: 4.467708060716513e-06
Position 65: 3.511946430155769e-06
Position 103: 2.4952081282791525e-06
Position 5077: 1.4053762856620496e-06
Position 258: 9.37027223791701e-07
Position 5088: 9.098483734948439e-07
Position 209: 8.505049281310877e-07
Position 5016: 4.953651823014078e-07
Position 5450: 4.696225340700104e-07
Position 200: 3.9948641436924284e-07
Position 4980: 2.4505130607414525e-07
Position 5235: 1.792696163828665e-07
Position 393: 8.079693831928321e-08
Position 5007: 5.900351186004032e-08
Position 261: 5.303756881970737e-08
Position 204: 4.994979956465032e-08
Position 198: 1.3753608333781715e-08
Position 234: 1.1671673865891312e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3044: 0.9287135871762258
Position 4935: 0.8971142740271898
Position 4711: 0.8929390580186826
Position 2261: 0.8619019828520994
Position 248: 0.7685477151405503
Position 4195: 0.6422396213699278
Position 1784: 0.5656469003512725
Position 3250: 0.5164136421901049
Position 5171: 0.47986247096418283
Position 404: 0.4310751865012365
Position 624: 0.4136365379810176
Position 5360: 0.13953023485182103
Position 5814: 0.10845402220665434
Position 5985: 0.10405841891977224
Position 4696: 0.0842572342402112
Position 5988: 0.07381206560202727
Position 4915: 0.07117812291892885
Position 542: 0.0524973676853799
Position 2113: 0.048485658662103186
Position 5911: 0.03868488708122974
Position 4939: 0.023846978716219863
Position 274: 0.01563708637987348
Position 5365: 0.013996969024563632
Position 5381: 0.012483152178640442
Position 2153: 0.009421341001339387
Position 5112: 0.008930732576886298
Position 5856: 0.008915940895436916
Position 2895: 0.008329530845168296
Position 3281: 0.008325078783486265
Position 6042: 0.007851187802503231
Position 3050: 0.007822733137998502
Position 2567: 0.007072890081398327
Position 6289: 0.00689458092926551
Position 3301: 0.006703011920689454
Position 4718: 0.00655813359249941
Position 1528: 0.005797716204447439
Position 583: 0.005409771960248475
Position 506: 0.005303590594193841
Position 214: 0.00480137908158729
Position 5204: 0.003306567087518492
Position 2526: 0.003100361649671154
Position 6058: 0.0030573748757177855
Position 2157: 0.0030568948412910955
Position 564: 0.0021711465881639703
Position 1111: 0.0020586537970121465
Position 6141: 0.001940142045683089
Position 2170: 0.0018711900531945104
Position 5731: 0.0016430097632446166
Position 2323: 0.0015166529508155284
Position 5810: 0.0013874068707798084
Position 278: 0.001351088442383754
Position 4991: 0.001238765229630684
Position 4018: 0.0011445193082539526
Position 5334: 0.0010281539806326295
Position 4342: 0.0009958691924380936
Position 4656: 0.0009696604256445449
Position 408: 0.0009616111602591267
Position 4272: 0.0009326826931577472
Position 5146: 0.0008124309190801471
Position 209: 0.000614211655453896
Position 6314: 0.0006092427927720807
Position 4458: 0.0006079125107530099
Position 6012: 0.0006056643556377832
Position 1494: 0.0005972934542206694
Position 1997: 0.0005452312419797929
Position 4156: 0.0005399968850270354
Position 5456: 0.0005079205672716067
Position 588: 0.0004781068709917935
Position 461: 0.0004739781708913497
Position 519: 0.0004666920751169004
Position 3676: 0.00046299974681424696
Position 5537: 0.0004430818086537065
Position 846: 0.0004268686264881488
Position 2634: 0.00040225129535168767
Position 3722: 0.0003679983934570331
Position 1977: 0.00036574249957927845
Position 5339: 0.0003413312774032512
Position 4559: 0.0003401576713543258
Position 5861: 0.00030852097293209606
Position 5007: 0.00030796443743718666
Position 5044: 0.0002899478463675276
Position 5401: 0.0002806023092535247
Position 6233: 0.00027829751810132936
Position 5642: 0.00027258121817363653
Position 1723: 0.00026839463011650507
Position 5681: 0.00025289901037502344
Position 4395: 0.0002503434430690145
Position 2447: 0.00024256457394478142
Position 1931: 0.00021879144453633393
Position 5323: 0.00021560950569127929
Position 5385: 0.00020321895912715312
Position 699: 0.00020302518702661798
Position 1543: 0.00018329283549195824
Position 6223: 0.00017786071938278368
Position 1060: 0.00017266463018945677
Position 4943: 0.0001719305808646074
Position 2973: 0.00016748856161911588
Position 1326: 0.00014634502024298338
Position 1657: 0.00014233740341791827
Position 5658: 0.0001381649595944365
Position 3024: 0.00010163132893307834
Position 1572: 9.571265396424313e-05
Position 5175: 8.653271654768934e-05
Position 752: 7.9033386101871e-05
Position 6318: 6.636024148978326e-05
Position 2061: 6.175605268096426e-05
Position 4490: 5.800121811177712e-05
Position 1240: 5.596196335667623e-05
Position 635: 4.990485661784735e-05
Position 5021: 4.538477244402574e-05
Position 422: 4.3066430867271e-05
Position 464: 4.0663372290703616e-05
Position 3113: 4.053604056819672e-05
Position 577: 3.6957729242518936e-05
Position 560: 3.485235128723506e-05
Position 4426: 3.4775812952647527e-05
Position 320: 2.676419632940922e-05
Position 326: 2.6464884483515908e-05
Position 4866: 2.634519380411216e-05
Position 1290: 1.9302700143940816e-05
Position 2006: 1.694929255205278e-05
Position 420: 1.4781545395112983e-05
Position 434: 1.0901295922924763e-05
Position 297: 8.304454261872227e-06
Position 316: 4.782898761368902e-06
Position 447: 2.9835076611653443e-06
Position 288: 2.2226308141652285e-06
Position 436: 1.677159388379007e-06
Position 2093: 3.644651589047421e-07
Position 299: 2.325331151854393e-07
Position 175: 4.469003597996283e-08
Position 853: 3.706349406216034e-08
Position 651: 2.9438079322725e-08
Position 707: 6.519699106491005e-09
Position 645: 1.7391624959119551e-09
Position 754: 1.1085752207106477e-09
Position 134: 7.216166460153844e-10
Position 139: 3.228126588127384e-10
Position 160: 1.6567703775362922e-10
Position 147: 1.6465808944397325e-10
Position 152: 4.209074420636491e-11
