Gene = Ost4
index = 784
Annotated 5SS: [124 390]
Annotated 3SS: [ 251 1021]
SMsplice 5SS: [124 390]
SMsplice 3SS: [ 251 1346]
top_k =  500
Partition function (log Z): -1.0654896034755348

Sorted 5' Splice Sites (High to Low Probability):
Position 124: 0.9824882232630614
Position 390: 0.9770182499597698
Position 1489: 0.020761618291688672
Position 661: 0.02045220083096565
Position 434: 0.008662952135767659
Position 119: 0.0063432384313405945
Position 1438: 0.00442759348669218
Position 68: 0.003878681212404
Position 1201: 0.003836550578798136
Position 1153: 0.0031689417236115845
Position 396: 0.0028600167043214943
Position 86: 0.002166919122475937
Position 769: 0.0015741810179742363
Position 548: 0.0013022678518842036
Position 1520: 0.0008655065247453202
Position 340: 0.0007697796683737905
Position 702: 0.0006649254134017773
Position 630: 0.00042960572508329495
Position 1410: 0.00037719241920596306
Position 1055: 0.00034606230450321757
Position 82: 0.00029355767398667377
Position 1057: 0.0002498440679182993
Position 94: 0.00022006888393589393
Position 369: 0.00019497719595941226
Position 902: 0.00019392917193217137
Position 790: 0.0001824835922976569
Position 405: 0.00015386821717889557
Position 474: 0.00014655105487292204
Position 99: 0.00013804201259330268
Position 176: 0.000118825295186273
Position 300: 0.00010646190963975813
Position 1399: 0.00010570861222421646
Position 56: 9.294780363858136e-05
Position 533: 8.799847158787186e-05
Position 9: 8.360937168044871e-05
Position 764: 6.209831362547944e-05
Position 319: 5.758596105150558e-05
Position 90: 5.387511028662365e-05
Position 653: 5.276933896466076e-05
Position 561: 5.0001437316472475e-05
Position 179: 3.970623644289759e-05
Position 1023: 3.259070003280701e-05
Position 687: 2.9760765313009532e-05
Position 538: 2.5818013680316326e-05
Position 334: 2.313357868923008e-05
Position 484: 2.1341601214425407e-05
Position 213: 1.965718088340783e-05
Position 1347: 1.5861127442018116e-05
Position 666: 1.2977029902604655e-05
Position 482: 1.2681172622507129e-05
Position 930: 1.2131623942397895e-05
Position 105: 1.2079336997195861e-05
Position 597: 1.1829241662492888e-05
Position 298: 9.249747820119645e-06
Position 144: 8.138381542722073e-06
Position 1530: 5.449935420514283e-06
Position 24: 5.016936260915125e-06
Position 97: 3.2528544457454526e-06
Position 31: 2.5571580356068802e-06
Position 316: 8.584555489033871e-07
Position 198: 7.183954678872904e-07
Position 34: 5.615396181743244e-07
Position 522: 4.1884793971698746e-07
Position 265: 3.948338820966899e-07
Position 431: 3.6002062566606103e-07
Position 737: 1.9208304802266832e-07
Position 217: 1.569107784001271e-07
Position 844: 1.549790184677316e-07
Position 818: 1.3342770038248238e-07
Position 531: 9.417112992865275e-08
Position 1002: 6.895603301250152e-08
Position 232: 2.8039331385625408e-08
Position 787: 2.384574858365296e-08
Position 835: 1.9376907892450075e-08
Position 244: 9.487538197368436e-09
Position 1323: 2.6969355883108947e-09
Position 1372: 2.3007428570353185e-09
Position 1374: 1.9054026163994674e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 251: 0.9881070809894619
Position 1346: 0.930797538007214
Position 1021: 0.05615623395526928
Position 561: 0.009173281246749269
Position 1567: 0.008893069552873568
Position 1100: 0.007709153647931214
Position 538: 0.007149900661635184
Position 463: 0.005349855966065289
Position 1736: 0.004791245359840897
Position 629: 0.004241047126212253
Position 1467: 0.002946452077979475
Position 1538: 0.0027030919238821135
Position 1604: 0.0018761292051750447
Position 1803: 0.0017819087133572778
Position 637: 0.001341633390405941
Position 1891: 0.00125632628207143
Position 1361: 0.001228371234515295
Position 592: 0.001199808129999462
Position 1740: 0.0008110328690298237
Position 1646: 0.0008072022962570285
Position 1029: 0.0007067610559457741
Position 1810: 0.0006007332047130883
Position 389: 0.0004910864193703118
Position 1842: 0.0003341134592960943
Position 1153: 0.00031335706256046397
Position 1372: 0.00031066489066311834
Position 270: 0.00030687571617829486
Position 1788: 0.0002767282624019283
Position 826: 0.00026011067170829123
Position 1569: 0.00024180942692546541
Position 1667: 0.00023043621329196828
Position 1858: 0.00021250044046966634
Position 1630: 0.0002116042242283324
Position 474: 0.00020167481652458825
Position 1898: 0.00019662918315663426
Position 1640: 0.0001740101721269081
Position 1520: 0.00016148334549836947
Position 1681: 0.0001572753587110914
Position 1692: 0.00014100110845077757
Position 1622: 0.00012996421132238504
Position 1608: 0.00011561197234807052
Position 922: 0.0001137573818078662
Position 1671: 9.977394820948747e-05
Position 1688: 8.795347398802522e-05
Position 1390: 6.919539606026769e-05
Position 1419: 5.910223907320435e-05
Position 954: 5.877066702150458e-05
Position 1845: 5.1277443425446695e-05
Position 232: 4.895796986807328e-05
Position 965: 4.4300761598949385e-05
Position 340: 4.133360426866062e-05
Position 1610: 3.848565078138662e-05
Position 478: 3.2648169577541255e-05
Position 1309: 3.070938309004892e-05
Position 832: 2.6409263204696713e-05
Position 1758: 2.579151973892333e-05
Position 717: 2.4502037392359547e-05
Position 198: 2.429245951467489e-05
Position 761: 2.401551317548026e-05
Position 1416: 2.329752038191411e-05
Position 1833: 2.2945148056157708e-05
Position 1488: 1.95085028377561e-05
Position 226: 1.8353688026219658e-05
Position 1600: 1.8188581291560276e-05
Position 1642: 1.7934074184176974e-05
Position 1315: 1.563865373344195e-05
Position 152: 1.5520319430487297e-05
Position 1812: 1.537223787236047e-05
Position 514: 1.3650224320422951e-05
Position 494: 1.287819480808663e-05
Position 934: 1.2740064591531991e-05
