Gene = Epp13
index = 383
Annotated 5SS: [  183  3232  5921  6637  7835 11224 13636 14138 16098 17182 18696 20293
 21664 24832 26742]
Annotated 3SS: [ 3213  5914  6627  7825 11196 13578 14119 16091 17172 18686 20265 21636
 24709 26703 28757]
SMsplice 5SS: [  183 11224 18696 26616 26742]
SMsplice 3SS: [11196 18530 26505 26703 28757]
top_k =  500
Partition function (log Z): -18.221327654807556

Sorted 5' Splice Sites (High to Low Probability):
Position 183: 0.9894859057924785
Position 7835: 0.38291521846610876
Position 11224: 0.371139094198763
Position 3946: 0.35651449791950873
Position 8306: 0.1479156299771973
Position 448: 0.12460796953074421
Position 13636: 0.06979107996674629
Position 974: 0.06653147365919503
Position 887: 0.05604655082778224
Position 6637: 0.04817027779234465
Position 402: 0.04744831056423139
Position 3232: 0.042196780140098374
Position 8467: 0.039221779807604384
Position 3542: 0.038420553867941284
Position 5921: 0.0357307814321854
Position 3525: 0.028224395291264574
Position 2737: 0.028199211159984756
Position 4861: 0.0280345412515359
Position 1055: 0.019923164978205052
Position 426: 0.01987504458867494
Position 600: 0.017792421400986115
Position 1026: 0.017236693669242773
Position 3590: 0.01656800327387738
Position 14138: 0.016550334627651993
Position 8708: 0.015720909964272105
Position 1173: 0.0147432655604991
Position 1072: 0.012971813547015612
Position 3638: 0.010247466574823644
Position 2868: 0.008550543285639334
Position 5808: 0.006428982245541066
Position 3477: 0.005216112902606283
Position 1154: 0.004901195575565763
Position 29: 0.004486517634372493
Position 202: 0.002656683758624718
Position 5819: 0.0017247826321787807
Position 369: 0.0011862055218582438
Position 1114: 0.0009332468076741666
Position 2074: 0.0005157902132579156
Position 212: 0.0004490814383874255
Position 220: 0.00042821496305233173
Position 477: 0.0003490185908159386
Position 127: 0.00027369079980498574
Position 828: 0.00022496791740394902
Position 2390: 0.00020854691780164585
Position 2437: 0.00013883866019627304
Position 2846: 0.00010857893104340083
Position 845: 9.545869382043679e-05
Position 2404: 6.663780388081836e-05
Position 2281: 5.705342304435891e-05
Position 726: 5.5147024938632694e-05
Position 134: 4.2865491470328177e-05
Position 100: 4.128628453246528e-05
Position 1957: 3.5311505943379804e-05
Position 730: 3.472500500138374e-05
Position 722: 3.363375173964091e-05
Position 739: 2.74073082841596e-05
Position 512: 2.529121059117813e-05
Position 734: 1.8022779247721527e-05
Position 380: 1.2684184800431774e-05
Position 454: 1.1837838819902988e-05
Position 254: 1.0243165239214349e-05
Position 855: 8.51202627686263e-06
Position 550: 7.281905881560812e-06
Position 761: 7.27779507102846e-06
Position 137: 6.6372567292873475e-06
Position 462: 6.308703665259517e-06
Position 582: 5.5212880610040986e-06
Position 177: 5.463438674823337e-06
Position 695: 4.690662670835616e-06
Position 670: 4.579121086992096e-06
Position 16: 3.4943868344098494e-06
Position 862: 3.190884037850434e-06
Position 71: 3.0402482975216413e-06
Position 33: 2.9756074468737975e-06
Position 247: 2.797826748572139e-06
Position 473: 2.4334124933498942e-06
Position 812: 1.3842754488759563e-06
Position 170: 4.395890829833298e-07
Position 47: 4.1920503701749833e-07
Position 42: 4.0938509600963313e-07
Position 7: 1.0386902453660365e-07
Position 280: 4.987463736553395e-09
Position 501: 1.0526203667980964e-09
Position 566: 8.844048332530691e-10
Position 336: 5.38461364234486e-10
Position 282: 5.253571432132838e-10
Position 384: 3.4688159588442044e-10
Position 326: 3.411237198381476e-10
Position 361: 2.800836201216527e-10
Position 373: 2.0973129169902605e-10
Position 340: 1.3439411119541655e-10
Position 333: 1.2109343702434902e-10
Position 308: 9.38346844058943e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 11196: 0.9179841302774706
Position 7555: 0.39154360295048557
Position 3830: 0.3492347906739208
Position 8230: 0.19209210448169714
Position 311: 0.1759524549144185
Position 13578: 0.16033849015416607
Position 14380: 0.1451448072155393
Position 928: 0.11297278422282232
Position 13542: 0.07499255045880422
Position 14119: 0.057632440074267204
Position 3213: 0.05209512442596144
Position 6412: 0.04220134538889293
Position 3267: 0.04137128047622605
Position 827: 0.03723353589222948
Position 12773: 0.03648387048268063
Position 4763: 0.03258803568525277
Position 759: 0.030747636846193842
Position 3430: 0.025866465204395745
Position 2501: 0.025444951176801938
Position 8797: 0.02181899813746287
Position 5790: 0.021198989727205356
Position 285: 0.017642011533105902
Position 5766: 0.017621750941699318
Position 8660: 0.0167079177373402
Position 3128: 0.014425654893646025
Position 2594: 0.011396028189994722
Position 635: 0.009225077956420706
Position 3469: 0.008825053308146534
Position 352: 0.008636216482279628
Position 11556: 0.007603439513926669
Position 726: 0.0064746996067937546
Position 6627: 0.006134748263666488
Position 5616: 0.00506380564100056
Position 3834: 0.004243499540248449
Position 3799: 0.003870310037678637
Position 492: 0.002417316441508906
Position 586: 0.001761673787661511
Position 313: 0.001742927030695687
Position 2608: 0.0015081520405575788
Position 105: 0.0014391497748383578
Position 4325: 0.0012767136964923333
Position 5156: 0.0012578418095188183
Position 7026: 0.0009630530275457926
Position 425: 0.0008669374143321253
Position 954: 0.0005530417605328013
Position 5197: 0.0005249942724647834
Position 1359: 0.000496737060460881
Position 2340: 0.00048207411677041417
Position 1881: 0.00047716055148806574
Position 2678: 0.0003566744346552482
Position 2222: 0.0003294922664977673
Position 2384: 0.0003206861413446323
Position 7141: 0.00026557880336629963
Position 264: 0.00024692558195428093
Position 6686: 0.00022924092603295352
Position 512: 0.00019662137352190903
Position 612: 0.00014906697602427326
Position 4701: 0.00012928085520870418
Position 703: 0.00010850159685854513
Position 742: 0.00010666478038486713
Position 734: 9.612664837216948e-05
Position 1849: 6.391127059889822e-05
Position 4766: 5.552040708603234e-05
Position 445: 5.3329087259675286e-05
Position 2415: 4.942696479115606e-05
Position 1939: 3.082266772008291e-05
Position 943: 2.9294215452779008e-05
Position 2014: 2.5067511455019032e-05
Position 2018: 2.2853367178372772e-05
Position 1887: 2.253822778552897e-05
Position 380: 2.0651578730780576e-05
Position 2403: 1.8577205908444275e-05
Position 2389: 1.7089954969124088e-05
Position 494: 1.4293637686842108e-05
Position 1316: 1.4238102707443151e-05
Position 766: 1.1744249013566406e-05
Position 543: 1.1517454828515398e-05
Position 401: 1.1061426978224114e-05
Position 1778: 9.509602374620162e-06
Position 516: 8.196934389265098e-06
Position 681: 7.472042063320807e-06
Position 462: 6.9040033088542065e-06
Position 161: 6.071578419488876e-06
Position 110: 5.629910268710092e-06
Position 588: 5.357936213743898e-06
Position 862: 5.150727030687115e-06
Position 556: 2.3470695466463465e-06
Position 566: 2.1218282518136673e-06
Position 124: 1.6723471544109247e-06
Position 432: 1.613309092121936e-06
Position 447: 1.5417374654315201e-06
Position 592: 4.1732599525153387e-07
Position 563: 3.5160118360801566e-07
Position 373: 3.505898092384751e-07
Position 112: 2.9713113660225335e-07
Position 974: 1.406356730003115e-07
Position 1050: 1.0712328775714007e-07
Position 1046: 9.160104830637693e-08
Position 247: 8.805956944568679e-08
Position 126: 3.3717863449643685e-08
Position 642: 3.3037128472519766e-08
Position 698: 2.9533187769873044e-08
Position 253: 1.4291933327774128e-08
Position 182: 1.3835170837545413e-08
Position 1813: 4.302157408716081e-09
Position 2103: 3.342052085176235e-09
Position 775: 2.8848147681820618e-09
Position 163: 1.8539029581598626e-09
Position 84: 1.1679944552444504e-09
Position 205: 2.0211199449715156e-10
Position 326: 1.5417231804229183e-10
Position 210: 3.9920972152915905e-11
Position 187: 2.8039407511866964e-11
Position 243: 4.731842850607081e-12
Position 71: 7.080077718702567e-13
Position 228: 8.01856751154364e-17
Position 219: 6.887187953598082e-17
