Gene = Tpbg
index = 1134
Annotated 5SS: [213]
Annotated 3SS: [1270]
SMsplice 5SS: [213]
SMsplice 3SS: [1270]
top_k =  500
Partition function (log Z): -9.110422236683984

Sorted 5' Splice Sites (High to Low Probability):
Position 213: 0.8082857925924537
Position 576: 0.48074630767153564
Position 1383: 0.44672798805994224
Position 2006: 0.1322620637386251
Position 2189: 0.06839974400410126
Position 602: 0.06457650459936067
Position 1115: 0.05827775122788694
Position 849: 0.0267847948465774
Position 1650: 0.011076883815720723
Position 568: 0.008870844490971544
Position 1323: 0.008574637098372929
Position 87: 0.007580512622343951
Position 1822: 0.007427952984663134
Position 1996: 0.006008902761267021
Position 3032: 0.005353138921360765
Position 972: 0.005034119992156484
Position 184: 0.003983644777676858
Position 912: 0.0035475366515498323
Position 349: 0.0035014126010469663
Position 1827: 0.0031736338384244145
Position 1852: 0.0020827557757635475
Position 170: 0.0019022775893892752
Position 1080: 0.0016172809063033009
Position 464: 0.001514358114295353
Position 811: 0.0015045228948730887
Position 206: 0.0006978883371237318
Position 1024: 0.0006306661028659139
Position 1387: 0.000529834952375323
Position 386: 0.0004901784550379614
Position 956: 0.0004019598881883475
Position 1411: 0.000380744630721881
Position 798: 0.00036374792808068076
Position 156: 0.0002422667548981519
Position 195: 0.00021349617848296138
Position 2027: 0.0001961310283463738
Position 1368: 0.00014214174380553535
Position 883: 0.00012297697308866467
Position 1098: 0.00012110945339050992
Position 339: 7.327832986843618e-05
Position 1035: 7.285024804875017e-05
Position 325: 7.164072153486826e-05
Position 298: 5.735625546067959e-05
Position 1089: 4.9335687818531156e-05
Position 2356: 4.357438825845037e-05
Position 200: 3.9052181778370546e-05
Position 94: 3.7762412863643394e-05
Position 1030: 3.054894831272102e-05
Position 71: 2.7439363001933067e-05
Position 1145: 2.2635375871688675e-05
Position 959: 2.245712858019702e-05
Position 1447: 1.7032933012700698e-05
Position 536: 1.1357389973030466e-05
Position 1001: 1.129907450024476e-05
Position 10: 7.244400427908745e-06
Position 628: 2.815853080076583e-06
Position 1370: 2.54406443389664e-06
Position 445: 8.009494139445061e-07
Position 482: 6.631899525641141e-07
Position 458: 9.447595072210416e-08
Position 494: 9.246631574366514e-08
Position 648: 1.4641156390244945e-08
Position 583: 1.3487311415976448e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1270: 0.6974652030803258
Position 455: 0.2103124381333998
Position 1905: 0.18998070485931287
Position 2950: 0.1104164076304789
Position 320: 0.09995622259251788
Position 2072: 0.09923389294660652
Position 1703: 0.07756170896854589
Position 3134: 0.06563411902303715
Position 911: 0.0558600693390748
Position 4473: 0.05031048159429032
Position 2695: 0.04978682998525467
Position 2093: 0.04501996571462473
Position 4504: 0.043910066194821316
Position 416: 0.041902961137513656
Position 2822: 0.0389765490141152
Position 1738: 0.03641234652727787
Position 740: 0.03024419263690327
Position 1495: 0.028851731871940844
Position 2117: 0.023889299677929823
Position 3937: 0.020222617151024896
Position 364: 0.020166698092204637
Position 1941: 0.020034663628903375
Position 560: 0.014067517371428752
Position 2676: 0.012703545794805083
Position 1764: 0.01083793628606433
Position 1544: 0.008663085502935606
Position 507: 0.007792180268827072
Position 3306: 0.006876515789349421
Position 4165: 0.006119217732020526
Position 2048: 0.004406411685330642
Position 975: 0.0043804660048724535
Position 383: 0.004336205465416103
Position 510: 0.0040800751646266524
Position 513: 0.0036194160169482174
Position 3456: 0.002366406721315188
Position 1500: 0.0021704272860993347
Position 644: 0.0020489999883372945
Position 951: 0.001811590248535465
Position 494: 0.0017930854873591205
Position 2755: 0.001716783772464453
Position 385: 0.001311428563377742
Position 3921: 0.0012395246246882329
Position 2481: 0.0012094592108860217
Position 2342: 0.0011653587935101445
Position 380: 0.0010665921798825974
Position 1451: 0.001042527136535867
Position 2166: 0.001017142264383001
Position 1035: 0.00100204109955343
Position 153: 0.0009247449831890098
Position 955: 0.0008796591715774571
Position 1154: 0.0008767809016441809
Position 463: 0.0007042953982598141
Position 2979: 0.000648878671767785
Position 1851: 0.0005163200358065025
Position 995: 0.00044715373118295147
Position 2327: 0.00043138782359179164
Position 338: 0.0004021820182882229
Position 845: 0.00040001022063941414
Position 1041: 0.0003796778631178756
Position 1295: 0.000371268786601527
Position 473: 0.00031268644208147126
Position 868: 0.00025260744218456
Position 1001: 0.00024938536213396775
Position 1299: 0.00018371514606273516
Position 325: 0.00015436160745718953
Position 978: 0.00014323365784384387
Position 918: 0.0001110712374477356
Position 927: 8.764921407691261e-05
Position 333: 7.96400308612154e-05
Position 1225: 5.609534035705047e-05
Position 768: 5.395190452624714e-05
Position 1577: 5.1427027163627454e-05
Position 212: 4.071917784379135e-05
Position 924: 3.7089335330761365e-05
Position 1338: 2.9818865267611004e-05
Position 548: 2.519010591191693e-05
Position 1065: 1.5335228136472968e-05
Position 492: 1.4111156213508008e-05
Position 162: 1.3184538608651079e-05
Position 487: 1.2775876942007613e-05
Position 1194: 1.129895339305232e-05
Position 780: 1.0637267199133159e-05
Position 1297: 6.830546651635336e-06
Position 489: 6.559075707005e-06
Position 521: 5.608486181430815e-06
Position 1462: 4.264589204354331e-06
Position 165: 1.563821163310126e-06
Position 181: 1.309737553473041e-06
Position 168: 1.178581031883282e-06
Position 192: 4.2271899117752927e-07
Position 99: 3.4367720238691145e-07
Position 268: 2.487433601661121e-07
Position 393: 1.6589890504877318e-07
Position 183: 1.3553251020354268e-07
Position 247: 1.1828067707277194e-07
Position 626: 9.39830256399182e-08
Position 601: 5.5243239875609245e-08
Position 1356: 2.26713273245269e-08
Position 580: 2.0299948242631466e-08
Position 575: 1.0359697595289973e-08
Position 259: 1.4292695902507792e-09
Position 271: 5.119795771344677e-10
