Gene = Rsrc1
index = 940
Annotated 5SS: [   153  13323  15201 101320 199476 225088 309026 368626 374237]
Annotated 3SS: [ 13126  15074 101145 199438 225035 308956 368518 374083 374830]
SMsplice 5SS: [    92   7468   7772  13323  15201  48812  80424  89077  94667 101320
 105632 108854 117726 119679 176213 199607 225088 268175 271020 283732
 302488 309026 319803 323555 327195 354042 368626]
SMsplice 3SS: [  7301   7643  13126  15074  48710  80301  88965  94560 101145 105561
 108746 117593 119567 176095 199438 225035 268068 270893 283661 302373
 308956 319702 323455 326995 353943 368518 374830]
top_k =  500
Partition function (log Z): -208.7555652656868

Sorted 5' Splice Sites (High to Low Probability):
Position 15201: 0.9955459309285756
Position 92: 0.8281595722352426
Position 7772: 0.5549188227783787
Position 7468: 0.5196435229516643
Position 2862: 0.44200831452268813
Position 13323: 0.429336270454879
Position 26256: 0.3287551661303144
Position 13275: 0.28134866543055503
Position 13263: 0.27844928337776675
Position 415: 0.2762853784606404
Position 14293: 0.1346132753582784
Position 6246: 0.13248983886614465
Position 371: 0.12367248624972789
Position 153: 0.11916005545661588
Position 2756: 0.0840637412707168
Position 26468: 0.055280243542253193
Position 1505: 0.03709044226135589
Position 8496: 0.02815490463816181
Position 11335: 0.027738560939825116
Position 10221: 0.026069537346975924
Position 7908: 0.018728524147375924
Position 8697: 0.01248729503275504
Position 7858: 0.010970966618663765
Position 16059: 0.010451420139284344
Position 2212: 0.009853665096981235
Position 7853: 0.008518936938005595
Position 6312: 0.007901546779140373
Position 6258: 0.006973811136873757
Position 14040: 0.006458809388430379
Position 2234: 0.005737881659175043
Position 21711: 0.005129417549749549
Position 4700: 0.004591409522534018
Position 4897: 0.004409851192390308
Position 16768: 0.004285218163483719
Position 5299: 0.0034391585972387176
Position 13281: 0.003261345837367615
Position 2463: 0.003144319479197254
Position 4799: 0.00221146835972919
Position 17484: 0.0019957280725048697
Position 1448: 0.0017109063611795625
Position 1384: 0.0016769299651399091
Position 15174: 0.001665325846150697
Position 1372: 0.0009149476140391384
Position 2588: 0.0008629146138415737
Position 187: 0.000695048373154314
Position 15495: 0.000554488803622216
Position 5539: 0.00027139976525951767
Position 15520: 0.00014933917596433017
