Gene = Uri1
index = 1169
Annotated 5SS: [  433 22856 36673 37932 49937 50163 52222 54312 56150 57077]
Annotated 3SS: [22820 36593 37795 49844 50104 52052 53962 56009 56832 57844]
SMsplice 5SS: [  433  1294 22856 36673 37932 52222 54241 55923 56150 57077]
SMsplice 3SS: [ 1200 22820 36593 37795 52052 54172 55796 56009 56832 57938]
top_k =  500
Partition function (log Z): -40.01109567352677

Sorted 5' Splice Sites (High to Low Probability):
Position 433: 0.7442693625578409
Position 1294: 0.7209395859153063
Position 4873: 0.3518746960437316
Position 4868: 0.2243282045220027
Position 117: 0.1565793697576071
Position 186: 0.07971363347193605
Position 8191: 0.06663445304709081
Position 8041: 0.031213291364771488
Position 12733: 0.027512156624069785
Position 1289: 0.025798606298493374
Position 2447: 0.01820634427082252
Position 1306: 0.014437164251962375
Position 2157: 0.011441820147825915
Position 403: 0.0064222446186186525
Position 594: 0.005310266307091215
Position 144: 0.004711486747703163
Position 127: 0.004309547166413301
Position 4059: 0.003268543102296579
Position 4171: 0.003136413053736302
Position 4175: 0.003109164497019713
Position 8045: 0.0028382543985048243
Position 2183: 0.002459926230846352
Position 4896: 0.0006593056679747204
Position 616: 0.0005339699072702744
Position 265: 0.000468640810026856
Position 612: 0.00046783681012632714
Position 333: 0.0004394422201930178
Position 973: 0.00038485986789466237
Position 2910: 0.0003744381169797257
Position 73: 0.0003694568479479001
Position 653: 0.0003582999788174427
Position 690: 0.00024508547807299507
Position 845: 0.00018716987211395142
Position 602: 0.00016827952468293286
Position 832: 0.00012429894620643065
Position 476: 0.0001227865107378915
Position 1678: 0.00010595020781122365
Position 761: 9.070142172072571e-05
Position 43: 8.712952613736933e-05
Position 978: 8.274104814667396e-05
Position 71: 8.076660945800711e-05
Position 828: 7.676139190846567e-05
Position 3374: 6.209596276293419e-05
Position 450: 6.132886985214205e-05
Position 213: 5.084664736978738e-05
Position 2407: 4.523781147223097e-05
Position 2187: 4.3407513353175364e-05
Position 218: 3.5433686548498876e-05
Position 125: 2.9543013336851912e-05
Position 522: 2.8188055776083972e-05
Position 981: 2.4616983392270206e-05
Position 790: 2.4409997934460497e-05
Position 589: 2.233243758536533e-05
Position 18: 2.1849920117077426e-05
Position 59: 2.12210327165668e-05
Position 938: 2.1066020165801142e-05
Position 787: 1.5346352735256645e-05
Position 777: 1.4235447703950745e-05
Position 281: 1.2126845716403365e-05
Position 292: 1.167538881575321e-05
Position 1315: 9.511956022269888e-06
Position 716: 8.411317457378286e-06
Position 1003: 7.354481847128484e-06
Position 1420: 6.328789652102257e-06
Position 605: 5.543306461406757e-06
Position 934: 5.355964482292532e-06
Position 737: 4.617448878576613e-06
Position 739: 4.102438058348554e-06
Position 955: 3.3289558803297117e-06
Position 1275: 2.5559339875092266e-06
Position 1368: 1.7043543545532554e-06
Position 1645: 1.2709952332811215e-06
Position 1197: 4.008685622241783e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1200: 0.7602051995407253
Position 4791: 0.4826461804296269
Position 8260: 0.34807785194693314
Position 13190: 0.20782656291860147
Position 12632: 0.1421375531953133
Position 10329: 0.08458721868543702
Position 7892: 0.08307558628688372
Position 8096: 0.043655412996924915
Position 4847: 0.03874637219056105
Position 12239: 0.02554407803279635
Position 4733: 0.020472321742016814
Position 10367: 0.017690918181689427
Position 2051: 0.01743420200031239
Position 2239: 0.017403491240155132
Position 11123: 0.01730474136609886
Position 6454: 0.016828776061951056
Position 4696: 0.015282572600773224
Position 4600: 0.010764753446059847
Position 4515: 0.01034953032418352
Position 3589: 0.010119427366687866
Position 3944: 0.009622746282706986
Position 8357: 0.008532848686990262
Position 286: 0.008116450400171768
Position 5986: 0.007866039659235703
Position 5085: 0.007809790477932099
Position 9121: 0.006325265981871081
Position 10707: 0.0060647474056731415
Position 9646: 0.005957529337405067
Position 6836: 0.005797408273837922
Position 9296: 0.005472046669942077
Position 8022: 0.005026292075372259
Position 5097: 0.004638064202473769
Position 4675: 0.00408485000628511
Position 7382: 0.003561886337441908
Position 8790: 0.003397337603460808
Position 7437: 0.003158913603195998
Position 8256: 0.0028664444441650464
Position 4652: 0.0028453029443504183
Position 5256: 0.0026728177710329272
Position 10820: 0.0026467079438372465
Position 2248: 0.002461413616419049
Position 6476: 0.00222998439650788
Position 6136: 0.0020916875486774343
Position 2104: 0.002012946327772459
Position 4661: 0.0019231534707830217
Position 5323: 0.0018623404801775961
Position 8656: 0.0016005981872070194
Position 6670: 0.0012666245281251452
Position 5028: 0.0012560405697600203
Position 1133: 0.0011403232758992411
Position 4086: 0.001043909730992719
Position 2566: 0.0009883482289329052
Position 4054: 0.00098451079544292
Position 5259: 0.0009790174050465518
Position 5203: 0.0009443745034981631
Position 2242: 0.0009400266478586101
Position 5008: 0.0008674663257464708
Position 367: 0.000841945170182425
Position 7111: 0.0007919550215576281
Position 2268: 0.0007810876587677684
Position 306: 0.0007801551193210364
Position 1209: 0.0007694878722702235
Position 3633: 0.0007587219428371314
Position 7159: 0.0007303663074048083
Position 1074: 0.0006927241249835237
Position 2733: 0.0005404689586135178
Position 3053: 0.0004417796352831813
Position 2524: 0.0004245886363131188
Position 2136: 0.00035396621211319397
Position 4895: 0.0003457947794166988
Position 2495: 0.00033636255478843523
Position 3855: 0.00033244444984379887
Position 1147: 0.0003100061754327679
Position 2783: 0.0003039074938091148
Position 1962: 0.0002907477720670875
Position 5425: 0.0002794999137254912
Position 6927: 0.00027412568706907276
Position 1528: 0.000251933716392195
Position 1617: 0.00021570313864205978
Position 3098: 0.00019242074692215952
Position 6162: 0.00016881686940726438
Position 3585: 0.0001686298764399102
Position 4313: 0.00016329432784807727
Position 2969: 0.00016315710901385462
Position 5059: 0.00010811380295905809
Position 357: 0.00010143009191374847
Position 1246: 0.00010111450415147661
Position 1557: 0.00010073007341854145
Position 3891: 9.366807001478975e-05
Position 1152: 9.067335077834938e-05
Position 3604: 8.986800749020899e-05
Position 4480: 7.876100975672922e-05
Position 1797: 7.425179385499257e-05
Position 3674: 6.328537145665046e-05
Position 3143: 6.001122119181882e-05
Position 2625: 5.912060047462309e-05
Position 3059: 5.255036456258758e-05
Position 3374: 5.1650055364221225e-05
Position 513: 4.766866799028801e-05
Position 2260: 4.766372289805134e-05
Position 351: 3.8816881445553634e-05
Position 1869: 3.8470196018335565e-05
Position 345: 3.8318521963868376e-05
Position 400: 3.696420025460776e-05
Position 640: 3.382835109841582e-05
Position 2580: 2.8730021400971894e-05
Position 2799: 1.9218662090730523e-05
Position 1406: 1.87948964734909e-05
Position 1840: 1.6348777725016444e-05
Position 3253: 1.4883189762861835e-05
Position 426: 1.3650826849469274e-05
Position 810: 1.2820270077585963e-05
Position 327: 1.2066791184410646e-05
Position 376: 1.1174810842570335e-05
Position 1420: 1.1104166857518241e-05
Position 204: 9.632477334157218e-06
Position 3261: 7.461415991771335e-06
Position 402: 7.40900548231773e-06
Position 1076: 5.024097950783301e-06
Position 369: 4.987278610582786e-06
Position 1021: 3.836742790973073e-06
Position 532: 3.696879941083227e-06
Position 4596: 3.5964832319173604e-06
Position 1287: 3.2581323143629052e-06
Position 1561: 3.0991894322792736e-06
Position 423: 3.078777463854999e-06
Position 210: 2.658340633806146e-06
Position 1533: 1.917872040874477e-06
Position 2817: 1.5855694183498872e-06
Position 1036: 1.0949956634691764e-06
Position 1081: 1.0778873471526902e-06
Position 965: 9.882377763302962e-07
Position 1160: 9.275456846631328e-07
Position 1634: 4.913812360893358e-07
Position 2004: 4.484305256333041e-07
Position 206: 4.3860106060876724e-07
Position 232: 4.240569125743193e-07
Position 1637: 2.427933171952124e-07
Position 218: 2.1844609090739525e-07
Position 916: 2.156906846749624e-07
Position 547: 2.0595841295514792e-07
Position 2422: 2.0341974947928618e-07
Position 1079: 1.3052459472628008e-07
Position 186: 1.094026964357725e-07
Position 432: 1.0042606245391232e-07
Position 555: 9.1953231030078e-08
Position 972: 3.0104201128669694e-09
Position 1093: 1.969456095696598e-09
Position 1289: 5.678861221948559e-10
Position 924: 2.88762120002122e-10
Position 420: 4.417393921552747e-12
Position 208: 9.101311565372321e-13
