Gene = Slc51b
index = 984
Annotated 5SS: [ 209 7789 9032]
Annotated 3SS: [7667 8940 9953]
SMsplice 5SS: [ 209 7803 9032]
SMsplice 3SS: [7667 8940 9953]
top_k =  500
Partition function (log Z): -5.4823488743307776

Sorted 5' Splice Sites (High to Low Probability):
Position 209: 0.9713323651657713
Position 9032: 0.8199979633078849
Position 7803: 0.5007891398797444
Position 7789: 0.40954380026644627
Position 422: 0.3213563790368387
Position 5129: 0.2991930676160863
Position 1852: 0.20951032405191944
Position 7564: 0.04289911856973579
Position 3149: 0.0351025429141367
Position 9380: 0.030223745913599023
Position 3878: 0.026944664095938143
Position 7793: 0.022376697711559944
Position 9580: 0.013396401073011219
Position 10039: 0.012137102408219537
Position 2551: 0.00823888748245681
Position 1867: 0.0074842735891347606
Position 619: 0.006691362851171454
Position 411: 0.006057267269829192
Position 9230: 0.005235270826345374
Position 3663: 0.0044684435139205605
Position 9063: 0.0033942624647005535
Position 2997: 0.0029269817972358315
Position 9359: 0.0027264083682368044
Position 9115: 0.0026597184919216065
Position 3986: 0.002501707846383044
Position 9426: 0.0020865641215401303
Position 3441: 0.0017149194901711759
Position 37: 0.0010786368792066645
Position 7769: 0.0010569022360426797
Position 7875: 0.001016353954947711
Position 9481: 0.0008744311030155635
Position 7737: 0.0008378440795585053
Position 8778: 0.0007518339560967957
Position 7631: 0.0007449790728724318
Position 9543: 0.0005714928810922654
Position 9048: 0.0005481592999993149
Position 9249: 0.0005311027713174009
Position 134: 0.0005239510156997022
Position 3030: 0.0005095699195734051
Position 9043: 0.0005020011008832088
Position 202: 0.0004970778638537177
Position 1236: 0.00048593698642094234
Position 1524: 0.0004439867593354628
Position 88: 0.0004149605805094652
Position 3591: 0.0003902137859358493
Position 213: 0.00033381716517751753
Position 234: 0.0002771137080290198
Position 1242: 0.00024161359464849958
Position 603: 0.00021613540652147794
Position 2908: 0.00021154837008686395
Position 8336: 0.0001835197825222517
Position 639: 0.00014695332443091455
Position 659: 0.0001383682933947115
Position 1351: 0.00013664729880974392
Position 79: 0.0001349862046065364
Position 517: 0.0001149736806957114
Position 1121: 0.00011395741572541387
Position 947: 0.00011248075273363808
Position 1440: 9.749110050526552e-05
Position 3232: 8.663369025340051e-05
Position 77: 4.216173149886759e-05
Position 92: 2.103291270030323e-05
Position 186: 1.3235809867474332e-05
Position 39: 3.221757724156262e-06
Position 41: 3.0756899170542887e-06
Position 231: 2.4448306690757544e-06
Position 229: 2.180754252517352e-06
Position 1844: 2.066345066719008e-06
Position 55: 1.1583280902259793e-06
Position 128: 5.23840984775405e-07
Position 304: 4.671288300423474e-07
Position 378: 4.141716114883353e-07
Position 252: 3.8010932846512276e-07
Position 356: 3.664775587935262e-07
