Gene = Selenot
index = 962
Annotated 5SS: [  238  8706  9443 11898 13685]
Annotated 3SS: [ 8594  9315 11809 13530 14058]
SMsplice 5SS: [  238  8706  9443 11898 13685]
SMsplice 3SS: [ 8594  9315 11809 13530 14058]
top_k =  500
Partition function (log Z): -0.2497049758758465

Sorted 5' Splice Sites (High to Low Probability):
Position 8706: 0.9940676341369069
Position 11898: 0.9568223900534795
Position 238: 0.9308235851997068
Position 13685: 0.8949669456727132
Position 9443: 0.8016074983097858
Position 6507: 0.4117096170093883
Position 10169: 0.3254032268105162
Position 9723: 0.32078080073782467
Position 10126: 0.2146133446951929
Position 10134: 0.14447701779739183
Position 5337: 0.049716537152750206
Position 2489: 0.04911636938340107
Position 681: 0.04286019968409831
Position 1994: 0.03831455815197354
Position 6446: 0.03664274478219574
Position 13072: 0.034421594057711585
Position 10194: 0.028906676022931566
Position 242: 0.025054749557887626
Position 4980: 0.02459835554285934
Position 11328: 0.020093222149169483
Position 5395: 0.013902347958131167
Position 7109: 0.009713954111836377
Position 16269: 0.009174531075717876
Position 3237: 0.008730387894281995
Position 9844: 0.008669396202118722
Position 1203: 0.007907305325899144
Position 11874: 0.007469923339716411
Position 10964: 0.00699157489235841
Position 14126: 0.006320990271978562
Position 202: 0.005703527839108489
Position 7130: 0.005270950852955269
Position 9826: 0.003962182596128624
Position 9686: 0.003809724044921738
Position 5799: 0.0030998011353626314
Position 15274: 0.003078746168612701
Position 9084: 0.002892964250826934
Position 6909: 0.0027223945202504065
Position 15041: 0.0025392849753720463
Position 4568: 0.0025350833028763443
Position 1392: 0.0025221535196848725
Position 9529: 0.002463075275893467
Position 5026: 0.002354910841175403
Position 358: 0.0023169472007716595
Position 4895: 0.0022366974808405273
Position 11922: 0.0021501024134175937
Position 13689: 0.0021161867347366673
Position 13415: 0.0020987455511345073
Position 10827: 0.0017353895128922835
Position 11862: 0.0017228103353358717
Position 12446: 0.001635426199423806
Position 5294: 0.0015633750020855731
Position 1200: 0.0015492949075299439
Position 10691: 0.0015240663594156133
Position 5276: 0.0014973336002334196
Position 2161: 0.0014906797345666577
Position 10256: 0.001476222039373495
Position 14231: 0.0014644598825463502
Position 11949: 0.0012292804332146813
Position 11474: 0.0011104007165158897
Position 11556: 0.0010885363638635016
Position 11397: 0.0010468834189769514
Position 8652: 0.0010237292077611604
Position 13620: 0.0007867515064663007
Position 13292: 0.0005790471028481074
Position 12876: 0.000494658372947354
