Gene = Mphosph10
index = 690
Annotated 5SS: [  163  2822  3403  4820  6590  7967  9378 11339 13531 15101]
Annotated 3SS: [ 2136  3244  4650  6447  7898  9239 11227 13422 14872 15463]
SMsplice 5SS: [  163  3403  4820  9378 11339 13531 15101]
SMsplice 3SS: [ 3293  4650  9239 11227 13422 14872 15463]
top_k =  500
Partition function (log Z): 9.982950035837906

Sorted 5' Splice Sites (High to Low Probability):
Position 163: 0.9849064930444789
Position 4820: 0.9367628436954912
Position 13531: 0.904566820433511
Position 9378: 0.8365723611113921
Position 3403: 0.8318075619694218
Position 11339: 0.7593423323704822
Position 15101: 0.7486169203233988
Position 6128: 0.47862365946897323
Position 6590: 0.4475935897904461
Position 2822: 0.3997365377030515
Position 7967: 0.38663256314668204
Position 5015: 0.32214878549340925
Position 13213: 0.16828730806306755
Position 11343: 0.12303534720122809
Position 6165: 0.11070839486129568
Position 9325: 0.10661113012909801
Position 3463: 0.09923334837716753
Position 871: 0.06398921119602513
Position 7810: 0.06022432200291156
Position 15086: 0.05477543666311576
Position 13571: 0.05335445548164552
Position 12377: 0.04648936833745188
Position 7971: 0.03488506490667286
Position 15640: 0.03228577575586317
Position 1929: 0.030839528049048767
Position 14135: 0.02973563499856325
Position 13002: 0.027937275477329597
Position 2411: 0.027758773994505423
Position 1857: 0.026418257732856318
Position 9383: 0.026268375117626728
Position 12900: 0.024055018029580027
Position 13542: 0.023946428427991984
Position 9475: 0.02303993567841831
Position 13768: 0.021266399463379382
Position 12657: 0.020682916165325808
Position 14440: 0.019633193018663564
Position 3367: 0.018890120930683478
Position 9159: 0.016423929216965533
Position 13242: 0.01636519261749665
Position 15134: 0.013662635573235335
Position 2478: 0.010884478137092738
Position 14554: 0.010808068084362485
Position 13486: 0.010706101461399407
Position 3458: 0.010119515287565157
Position 2330: 0.010115402406611344
Position 449: 0.008020345444426452
Position 7798: 0.007658349059535579
Position 12616: 0.007176946775611492
Position 6340: 0.007138232228344542
Position 4852: 0.0070185187942181804
Position 10301: 0.00639359874974233
Position 12002: 0.006166455380188782
Position 1992: 0.004684971886029005
Position 1828: 0.0045874169351884445
Position 7068: 0.004447752672277459
Position 8093: 0.004272254572163404
Position 1525: 0.004094434576930584
Position 179: 0.003961981948042991
Position 14615: 0.0038788301076366437
Position 1958: 0.003691635276013716
Position 13772: 0.0027930523384614796
Position 1765: 0.0026962546494511846
Position 5689: 0.0026348402512440068
Position 2342: 0.002470859542759817
Position 2464: 0.002343678237546792
Position 7773: 0.002228961475956907
Position 15249: 0.00217206613757791
Position 15610: 0.0021604219743938985
Position 2334: 0.0021178993144823797
Position 6371: 0.002008118190049606
Position 1864: 0.0018804169140499722
Position 6770: 0.0017645586024578495
Position 8129: 0.00171994995085552
Position 264: 0.0016381459258353389
Position 15125: 0.0015609620059479875
Position 14223: 0.0014739275254440297
Position 3474: 0.0013913206289516014
Position 6407: 0.001375135283531014
Position 3822: 0.0013603217259004453
Position 5753: 0.0012213667707245439
Position 10249: 0.0012065333868292263
Position 1514: 0.0011980997159471527
Position 5612: 0.0011548450576731987
Position 2925: 0.0011098095672542809
Position 1921: 0.0010740018076987852
Position 14405: 0.0009199654655580022
Position 4766: 0.0009148684415650787
Position 5936: 0.0008264644955081447
Position 4113: 0.0008024893070234731
Position 14114: 0.0007887616299637421
Position 4838: 0.0007594934774302043
Position 4170: 0.0007584811575844792
Position 6580: 0.0007422797889215439
Position 6595: 0.0007348139463959149
Position 5019: 0.0007165427752423753
Position 6777: 0.0006743672697232083
Position 3726: 0.0006567557683566096
Position 10890: 0.0006285885122450119
Position 1907: 0.0006097084796178832
Position 4467: 0.0006090787323655771
Position 4787: 0.0005681722127465627
Position 4564: 0.0005592910847962593
Position 15031: 0.0005477887817553441
Position 15067: 0.0005391569773037733
Position 1974: 0.0005262550458656571
Position 13752: 0.0004921997710791435
Position 6733: 0.00047720141992163025
Position 7982: 0.00047024277590590013
Position 4990: 0.0004657136859243522
Position 15025: 0.00034061010704387857
Position 6211: 0.0003250021661359989
Position 4928: 0.00030727660306729536
Position 15527: 0.0002718084857188851
Position 3945: 0.00021597089555430702
Position 5128: 0.00016628464410354708
Position 15630: 0.00016265622990218218
Position 2475: 0.00015992933864359416
Position 15593: 0.00010649678353149297
Position 552: 7.585495859093476e-05
Position 209: 5.708361709906907e-05
Position 258: 5.309748808319115e-05
Position 5029: 4.573172523333334e-05
Position 153: 4.238888618832083e-05
Position 167: 4.15033217042888e-05
Position 672: 3.2898238291437915e-05
Position 1505: 3.154947691843103e-05
Position 6175: 2.1520266225441995e-05
Position 6207: 2.1402258256660993e-05
Position 1156: 2.095174407663561e-05
Position 1953: 1.9922945531586885e-05
Position 907: 1.9584097912409054e-05
Position 1192: 1.8653984338721863e-05
Position 1939: 1.0129318106359505e-05
Position 11462: 8.350097752515485e-06
Position 11359: 6.858855998876605e-06
Position 558: 6.741477688275381e-06
Position 112: 5.255545892504023e-06
Position 336: 3.72278519843956e-06
Position 1868: 3.586899265908673e-06
Position 322: 3.3557397357536134e-06
Position 2010: 2.9231887437914995e-06
Position 11354: 2.6713562452072088e-06
Position 11445: 2.603659879590093e-06
Position 88: 1.6776511934567127e-06
Position 93: 7.755715296771114e-07
Position 350: 5.752367767873707e-07
Position 61: 5.479134167948542e-08
Position 64: 5.338189331408257e-08
Position 68: 3.738589425551659e-08
Position 56: 3.404024500670037e-08
Position 53: 1.9839872783029354e-08
Position 151: 1.6818999332081917e-08
Position 14: 4.993183152899865e-09
Position 86: 3.0051862168012046e-09
Position 66: 2.8058496713808343e-09
Position 288: 2.4754502678390592e-09
Position 1133: 2.292449094163786e-09
Position 3: 2.252863783429205e-09
Position 114: 2.156799867462398e-09
Position 1150: 2.0827841845181144e-09
