Gene = Dctn5
index = 325
Annotated 5SS: [  141  1197  2130  5319 10847]
Annotated 3SS: [ 1127  2010  5206 10743 15015]
SMsplice 5SS: [  141  1197  2130  5319 10847]
SMsplice 3SS: [ 1109  2010  5206 10743 15015]
top_k =  500
Partition function (log Z): -3.6352731108230834

Sorted 5' Splice Sites (High to Low Probability):
Position 5319: 0.9880691871898982
Position 10847: 0.90119294151216
Position 1197: 0.8847597330321477
Position 141: 0.8841773488406269
Position 2130: 0.8798908952548626
Position 11535: 0.47178221621292304
Position 2700: 0.3813973117303856
Position 10321: 0.2298502675674569
Position 7834: 0.21168889224116752
Position 2358: 0.20570838258651242
Position 10508: 0.18048197769016852
Position 10188: 0.11174945587431737
Position 11280: 0.08699959561320758
Position 13541: 0.08114675179549466
Position 199: 0.05223196712390079
Position 10913: 0.04748008729903816
Position 13042: 0.045078962534354616
Position 4869: 0.0427054546353942
Position 10273: 0.03776622404654261
Position 2741: 0.027389526830990666
Position 6927: 0.02515984959184141
Position 211: 0.02095299441413091
Position 1262: 0.02093635997669469
Position 10546: 0.020894543368894992
Position 11322: 0.02073425007703828
Position 2056: 0.016395705278374913
Position 74: 0.010674601954551496
Position 1251: 0.009636896444407584
Position 13038: 0.009222999966520727
Position 12219: 0.00894631907944984
Position 2847: 0.008696399437666574
Position 7378: 0.00803777054602851
Position 1223: 0.007827145397642761
Position 299: 0.006775571293433396
Position 13415: 0.006402326168572564
Position 11352: 0.004224314443319294
Position 13079: 0.003988333196299796
Position 9243: 0.003622292735344405
Position 11264: 0.003000872065895066
Position 1935: 0.00262896928451174
Position 241: 0.0025714055729548014
Position 11374: 0.0021040401111044934
Position 295: 0.0019042625296931653
Position 346: 0.0018677996575580708
Position 1635: 0.0018646872950148405
Position 2179: 0.001860164942639607
Position 1055: 0.0017132847948075083
Position 1944: 0.0015616049649063632
Position 912: 0.0015307463222796359
Position 29: 0.001417993591930544
Position 1038: 0.001415071644902311
Position 1808: 0.0012886692098539737
Position 338: 0.0012786146188420555
Position 173: 0.0011663009517905577
Position 5001: 0.0011207938389852163
Position 274: 0.0010966840051278386
Position 226: 0.000972163709042184
Position 342: 0.0008702837661310117
Position 2090: 0.0008372450919288869
Position 336: 0.0008225428985227194
Position 981: 0.0007846178950033685
Position 2985: 0.0007827520979064124
Position 2109: 0.0007733614049238408
Position 662: 0.0006802474935285114
Position 1740: 0.000655817680772657
Position 1982: 0.0006478710372599587
Position 122: 0.000622796455231778
Position 2134: 0.0005164808007509445
Position 2383: 0.0005133583355321167
Position 619: 0.00039332524611314596
Position 613: 0.00036860355306079725
Position 1279: 0.0003587420277449511
Position 692: 0.00035790709225385335
Position 2351: 0.00034996173697511524
Position 11277: 0.0003391557248694118
Position 128: 0.00031476609971755167
Position 1143: 0.0003030813764415205
Position 1245: 0.0002684895461974466
Position 600: 0.00025874964424427925
Position 232: 0.00022063746584716188
Position 149: 0.00021562199275678958
Position 147: 0.00020416868252348745
Position 470: 0.00019469440973058087
Position 987: 0.00018341745712633262
Position 992: 0.000179126062785622
Position 409: 0.00017273256557406248
Position 1891: 0.00014723733046825783
Position 488: 0.00011599470426834872
Position 708: 0.00011398224794017424
Position 889: 0.00011157535834260418
Position 355: 0.00010714010568892034
Position 287: 0.00010366983238144396
Position 113: 9.615189951760181e-05
Position 11: 9.496475674538628e-05
Position 433: 8.526526425432387e-05
Position 1647: 7.937005330403902e-05
Position 2258: 7.658838284556217e-05
Position 920: 7.484365631161001e-05
Position 44: 7.335884914613277e-05
Position 1765: 7.237268198064302e-05
Position 2369: 7.009330507825948e-05
Position 371: 6.999376455748178e-05
Position 2536: 6.431679759212864e-05
Position 640: 6.425900735804918e-05
Position 703: 6.381557110415627e-05
Position 379: 6.361540255593254e-05
Position 825: 6.047628919330375e-05
Position 440: 5.3915395068795205e-05
Position 2340: 4.604573438960796e-05
Position 552: 4.131000132349944e-05
Position 272: 3.939766231211096e-05
Position 1654: 3.226917794074789e-05
Position 562: 3.199635792876509e-05
Position 2075: 3.122525240048713e-05
Position 724: 3.103638743704216e-05
Position 2077: 3.055237214031476e-05
Position 578: 2.901433755474309e-05
Position 387: 2.5264946444134708e-05
Position 1432: 2.4895270876264966e-05
Position 1886: 1.7467727768785615e-05
Position 2211: 1.5253381000175629e-05
Position 2030: 1.2512859936991158e-05
Position 1274: 1.1271560883362034e-05
Position 2095: 1.0709926284448575e-05
Position 1752: 1.0523462226275512e-05
Position 450: 7.410297383266294e-06
Position 648: 6.974780879548387e-06
Position 5323: 6.601522785830705e-06
Position 6913: 4.1111611747348e-06
Position 6845: 2.6358484926491215e-06
Position 6800: 1.7655513102508182e-06
Position 6316: 6.753621482720411e-07
Position 98: 1.4566311128406887e-08
Position 340: 1.2190084742910531e-08
Position 411: 1.0709471183163291e-08
Position 348: 8.982154493725898e-09
Position 373: 8.279613797910302e-09
Position 413: 7.928549665709557e-09
Position 353: 5.002073167549648e-10
Position 542: 4.0283776664347496e-10
Position 568: 8.520222420488525e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5206: 0.97680316141879
Position 2010: 0.9152702399327449
Position 10743: 0.9090525922799487
Position 1109: 0.5235796030988997
Position 11426: 0.5037807444586861
Position 15015: 0.3896818565430516
Position 1127: 0.3841089749623882
Position 10093: 0.3688162738104033
Position 2640: 0.219741580832859
Position 10421: 0.20732866373917963
Position 7760: 0.1971287913425628
Position 11188: 0.18958893205412564
Position 12907: 0.17999651823527024
Position 2572: 0.12043238886625539
Position 2297: 0.07624704963454076
Position 2206: 0.06850289995213706
Position 15332: 0.05816174345922459
Position 13471: 0.05249915367073377
Position 14021: 0.05160150780644323
Position 2581: 0.046372084629831
Position 15027: 0.04395642543142689
Position 13324: 0.04190558102798464
Position 13394: 0.03614686681395895
Position 15660: 0.032594657734151954
Position 4777: 0.032565958273854285
Position 15153: 0.03138227149891899
Position 2162: 0.02997627326268158
Position 12134: 0.02250772961517744
Position 15559: 0.02042914826800174
Position 12384: 0.016285194476052995
Position 10765: 0.013377867636214336
Position 10248: 0.012710696383497644
Position 10792: 0.012526884494460063
Position 5256: 0.01127517023072306
Position 11480: 0.01013629187678935
Position 6844: 0.009800807193051386
Position 15491: 0.009798811480937851
Position 2535: 0.00921631269522637
Position 7665: 0.009188717954786369
Position 6701: 0.00914253132812873
Position 12186: 0.008154258620507842
Position 1020: 0.008120006898729387
Position 1903: 0.007194629396349411
Position 13972: 0.007125367072433791
Position 1862: 0.006786611300342185
Position 2646: 0.006341055268532174
Position 4628: 0.005446044154196933
Position 11459: 0.005434733953254761
Position 12561: 0.0053314764306617345
Position 12069: 0.005184084902314993
Position 2249: 0.004875656271508035
Position 7535: 0.004865968152538548
Position 6604: 0.004202591635103149
Position 10535: 0.0040501245827749294
Position 10366: 0.0035616883860594886
Position 806: 0.0032342019225001625
Position 2594: 0.0032292671007632576
Position 12577: 0.003201837595964414
Position 7057: 0.003195083848138147
Position 14627: 0.0031136813816432835
Position 1539: 0.003089122115498911
Position 2221: 0.003002355255077519
Position 11101: 0.0029558836140156078
Position 7304: 0.0027143414877693864
Position 9009: 0.00260515874971199
Position 4837: 0.002434081700501321
Position 11725: 0.0022013167503028364
Position 873: 0.0021427762349961062
Position 11367: 0.001931914163222412
Position 4783: 0.0017648572511210793
