Gene = Iqcf3
index = 589
Annotated 5SS: [   69   288 17731]
Annotated 3SS: [  239 17667 19147]
SMsplice 5SS: [ 288 2519]
SMsplice 3SS: [2437 9071]
top_k =  500
Partition function (log Z): -12.526507248413814

Sorted 5' Splice Sites (High to Low Probability):
Position 2519: 0.6270386787778213
Position 288: 0.5816828554726053
Position 915: 0.5240623423738984
Position 9328: 0.495155084311016
Position 457: 0.44139645680353673
Position 4511: 0.4153721490155506
Position 3108: 0.31897903862125215
Position 4700: 0.23626139370215307
Position 7564: 0.2325534113758143
Position 69: 0.18308994654250707
Position 993: 0.1739080416549422
Position 10111: 0.16885972639821473
Position 3070: 0.1395783231141213
Position 10680: 0.09898407906609522
Position 7375: 0.09024174401398645
Position 718: 0.0656567852739255
Position 3192: 0.058062450590830435
Position 6431: 0.05721542238324275
Position 7322: 0.055075894050636016
Position 4605: 0.03709371918499774
Position 1595: 0.03547095906941737
Position 1305: 0.03281964992328488
Position 1685: 0.029544981133901086
Position 755: 0.01764943370218227
Position 391: 0.01658586964472135
Position 2125: 0.013876238270457326
Position 292: 0.012485974690226671
Position 7918: 0.011187807112558491
Position 62: 0.010672286571954443
Position 7334: 0.008855950978300553
Position 7980: 0.007010638467868158
Position 478: 0.0047134697250102746
Position 140: 0.004702880267603751
Position 6574: 0.004635406416713661
Position 3210: 0.0025757590927468353
Position 498: 0.0021057210229855398
Position 1713: 0.0019437675733925235
Position 2118: 0.001842511984712965
Position 66: 0.0014622519809335446
Position 360: 0.0011788175401265995
Position 954: 0.0004379699631276931
Position 700: 0.000397893115766245
Position 344: 0.00031493346201705156
Position 185: 0.0002205076200504529
Position 622: 8.130869979889602e-05
Position 1068: 6.342603232155133e-05
Position 1188: 6.142905795436305e-05
Position 1050: 2.5292084910836006e-05
Position 787: 2.115078273707179e-05
Position 1315: 1.3517409956087878e-05
Position 1511: 1.1607343495692289e-05
Position 1309: 1.1123493344864212e-05
Position 948: 5.197602539788481e-06
Position 1568: 2.926249562629025e-06
Position 342: 2.2210300252874643e-06
