Gene = Map11
index = 659
Annotated 5SS: [ 573  928 1148 1337 1581 1825 2193 2442 3160 3481]
Annotated 3SS: [ 831 1017 1249 1459 1676 2109 2277 3004 3286 3599]
SMsplice 5SS: [ 245  928 1148 1337 1581 1825 2193 2442 3160 3481]
SMsplice 3SS: [ 764 1017 1249 1459 1676 2109 2277 3004 3286 3599]
top_k =  500
Partition function (log Z): 11.13388592411576

Sorted 5' Splice Sites (High to Low Probability):
Position 3481: 0.9815024098414149
Position 2193: 0.9781795577130655
Position 928: 0.9752376890560907
Position 1148: 0.9528650248380384
Position 1581: 0.9261071872645347
Position 3160: 0.8316477936265686
Position 1337: 0.8072195826376038
Position 245: 0.6494242374894216
Position 2442: 0.5845241418539215
Position 1825: 0.5459910299856348
Position 3716: 0.36246660960413746
Position 573: 0.19978236216172826
Position 1796: 0.18221433998200454
Position 2620: 0.09949019321659504
Position 1389: 0.09747263300479102
Position 440: 0.09406157911280735
Position 2405: 0.05755326827748079
Position 1398: 0.04508097894992155
Position 607: 0.02546106490820601
Position 414: 0.01850848447189704
Position 3176: 0.017356938193265115
Position 2328: 0.015522028024900035
Position 1873: 0.013547593719691452
Position 9: 0.008273568369941248
Position 1586: 0.006900659553301646
Position 1877: 0.006638513895601111
Position 502: 0.005987690764612195
Position 3884: 0.0059552869186348745
Position 109: 0.004773355484002737
Position 39: 0.004672586931876139
Position 2197: 0.004340124332831478
Position 3967: 0.0042541195708005975
Position 4144: 0.0028552988406256564
Position 1404: 0.0026700101355700903
Position 3209: 0.002099527497000811
Position 306: 0.002030127391374352
Position 735: 0.0019901388082785047
Position 1833: 0.001985218043899376
Position 3184: 0.001854455783105686
Position 587: 0.0018006679674242925
Position 188: 0.001736477541748359
Position 133: 0.0016071337242330923
Position 661: 0.0015886988694245423
Position 275: 0.0015642249855243034
Position 1978: 0.001260187168776403
Position 1847: 0.0009837521634007932
Position 291: 0.0009350068041206824
Position 1415: 0.0008490490628408521
Position 2507: 0.0008423147516002953
Position 3750: 0.0008013575171182248
Position 1384: 0.0007069879099339467
Position 3465: 0.0006234123666287614
Position 140: 0.0005418739457822905
Position 3722: 0.000531263853916739
Position 514: 0.0003035834358147938
Position 1994: 0.0002776185865293316
Position 1859: 0.000264147683797819
Position 4138: 0.00025257883513111595
Position 2548: 0.0002476000240705721
Position 79: 0.00024006949681494404
Position 3940: 0.00023420627493676936
Position 327: 0.00023101650111810118
Position 1184: 0.00022542505626899136
Position 71: 0.0002089020364232266
Position 2414: 0.0001980146235538735
Position 167: 0.00019084914028762962
Position 2524: 0.0001894559803954849
Position 1567: 0.0001866598054193589
Position 1576: 0.00018663722103213015
Position 2246: 0.00017798468153047364
Position 1617: 0.00016440275011860004
Position 2446: 0.00015836485701591616
Position 3811: 0.0001546978722894771
Position 2416: 0.0001510874740486628
Position 1045: 0.00014963495322306444
Position 2579: 0.0001406732291523472
Position 3733: 0.0001400127314848686
Position 3727: 0.0001324858599458709
Position 3171: 0.0001314679612070601
Position 1327: 0.00011508600154108647
Position 506: 0.00010683199890814645
Position 1393: 0.00010452152666630792
Position 1835: 8.938416715940662e-05
Position 148: 8.919042559752637e-05
Position 2645: 8.826817844142699e-05
Position 1558: 7.904155653173333e-05
Position 853: 7.195688307571424e-05
Position 1882: 6.85220703709953e-05
Position 3951: 6.616705925451501e-05
Position 1196: 6.440606964429931e-05
Position 1911: 6.43618905099563e-05
Position 688: 6.139856792782284e-05
Position 3404: 5.580406180624997e-05
Position 1868: 5.14948130199247e-05
Position 114: 4.867579820260295e-05
Position 769: 4.815332304035082e-05
Position 868: 4.702367868177119e-05
Position 201: 4.295017715175472e-05
Position 855: 3.838957257747261e-05
Position 3392: 3.78503686237118e-05
Position 1060: 3.650589686064689e-05
Position 1249: 3.165403583003963e-05
Position 886: 2.8005726857650227e-05
Position 41: 2.594641108173773e-05
Position 1118: 2.246843784465815e-05
Position 683: 2.2223292281022577e-05
Position 1217: 1.9428536374930932e-05
Position 13: 1.903974640023513e-05
Position 756: 1.5161735446733836e-05
Position 3529: 1.2072306103410677e-05
Position 1306: 1.1416253026963292e-05
Position 3432: 1.0281817658714906e-05
Position 3384: 9.609859387733332e-06
Position 22: 8.644886362508259e-06
Position 43: 8.412709560787946e-06
Position 1206: 6.824270235103069e-06
Position 1650: 6.770524982838523e-06
Position 996: 6.156795173071431e-06
Position 339: 6.1197814984491645e-06
Position 1693: 5.9988659255335725e-06
Position 3361: 5.728609314503776e-06
