Gene = Gin1
index = 434
Annotated 5SS: [   84  5421  7348 13061 14773 15051 16087]
Annotated 3SS: [ 5274  7153 12754 14580 14882 15803 22124]
SMsplice 5SS: [   84  5421  7348 10215 13061 14773 15051]
SMsplice 3SS: [ 5323  7153 10076 12965 14580 14882 22124]
top_k =  500
Partition function (log Z): -1.4090944599905786

Sorted 5' Splice Sites (High to Low Probability):
Position 84: 0.999494860600939
Position 5421: 0.9643112678028447
Position 15051: 0.9371714462517768
Position 10215: 0.9304262096506792
Position 13061: 0.8499842783988878
Position 14773: 0.8499459003852241
Position 7348: 0.6984613766839103
Position 10586: 0.4295199938716595
Position 16087: 0.31640096560401987
Position 9312: 0.12809724534100708
Position 6246: 0.1248694674976686
Position 21666: 0.09664363751710943
Position 19257: 0.084124146759184
Position 9323: 0.07208584246177477
Position 7496: 0.0683544381759971
Position 10945: 0.06637865946904682
Position 1973: 0.06527020785693466
Position 7446: 0.0519324465015348
Position 14968: 0.04541556705858801
Position 9998: 0.043244206410461554
Position 7344: 0.0403559247004189
Position 12898: 0.03915925118953018
Position 2231: 0.036765537336482385
Position 2142: 0.03157743968729776
Position 9967: 0.03140205856726585
Position 9483: 0.030475270106759874
Position 3125: 0.02968428378305924
Position 4884: 0.022837857696072664
Position 1760: 0.020097442033175254
Position 14777: 0.019290951023334862
Position 4056: 0.018495482541155784
Position 7450: 0.01828485985322405
Position 7423: 0.017415298760990794
Position 9377: 0.012633455324311352
Position 18430: 0.011752105759453933
Position 7320: 0.009910264922276977
Position 4241: 0.009892759363447886
Position 513: 0.008955445238585557
Position 552: 0.008841791974752801
Position 19261: 0.008630320590227912
Position 10864: 0.00825596848946998
Position 8605: 0.007708937698710796
Position 1682: 0.007295799213612224
Position 10113: 0.006866489953175473
Position 15888: 0.006834822975818185
Position 1434: 0.006804646073454646
Position 2242: 0.006339394128971354
Position 11202: 0.006111682106655318
Position 335: 0.006061676237100542
Position 9818: 0.0043920356994612535
Position 5577: 0.003690321376323261
Position 6519: 0.003469419254011673
Position 9757: 0.0034453024607862103
Position 7653: 0.0032753773452420427
Position 12221: 0.0030721347352586138
Position 7231: 0.003067982112617919
Position 6272: 0.00289115320797282
Position 2856: 0.002587973799605765
Position 12004: 0.002510054191520209
Position 5275: 0.0024131265741803238
Position 9140: 0.0022928321614193226
Position 7025: 0.0022368732447722492
Position 12620: 0.0022210027536203733
Position 6942: 0.002179392428493642
Position 5248: 0.001987946635293659
Position 9250: 0.0019685654654590682
Position 12023: 0.0016360405282089712
