Gene = Nckipsd
index = 733
Annotated 5SS: [ 287 2788 3386 3602 4342 5752 5984 6201 6380 6689 6885 7152]
Annotated 3SS: [2677 3180 3510 3850 5580 5896 6061 6298 6559 6791 6978 9173]
SMsplice 5SS: [ 253 2788 3386 3602 5752 5984 6201 6421 6689 6885 7152]
SMsplice 3SS: [2677 3180 3510 5580 5896 6061 6298 6559 6791 6978 9173]
top_k =  500
Partition function (log Z): 22.6087033492369

Sorted 5' Splice Sites (High to Low Probability):
Position 6689: 0.963735833432087
Position 5752: 0.9622007484088276
Position 6885: 0.9613909987838104
Position 5984: 0.9286722270952611
Position 3602: 0.9129536178123704
Position 7152: 0.8657478305719928
Position 3386: 0.8433667388665776
Position 6201: 0.6968288813313512
Position 6421: 0.6297240342778792
Position 9525: 0.5855674499494512
Position 2788: 0.5078640228584923
Position 253: 0.4882085107809804
Position 287: 0.46514627485399224
Position 2809: 0.4494727176562661
Position 4641: 0.3820172241983986
Position 6380: 0.3502928111237381
Position 9319: 0.31990240146774573
Position 2535: 0.2895068444353192
Position 6206: 0.26933730802197775
Position 4342: 0.1833654878155821
Position 9760: 0.16208070689254767
Position 3988: 0.14936448485622245
Position 3308: 0.06836823747350554
Position 7243: 0.05400239512676345
Position 1073: 0.03760939735180563
Position 3575: 0.035889126873960175
Position 427: 0.031317657169708954
Position 1396: 0.03047189741981869
Position 2150: 0.029686811493544234
Position 220: 0.029000665069117092
Position 3586: 0.02796303662054603
Position 7484: 0.027730801364351874
Position 3393: 0.0261647306562404
Position 5796: 0.025561169424902986
Position 8426: 0.025332304256632108
Position 8280: 0.021597223982462135
Position 3287: 0.018627422283188796
Position 4443: 0.013759489440684398
Position 4656: 0.012552233548671894
Position 1065: 0.010248538591390194
Position 5697: 0.009235072924621357
Position 6694: 0.009216097588366794
Position 3399: 0.008862713250377451
Position 9808: 0.008746095964171202
Position 3696: 0.008296648367083487
Position 3878: 0.007795273356830237
Position 4775: 0.0077888011312911
Position 9338: 0.007614145798870533
Position 774: 0.00679115421402226
Position 396: 0.00594918299247325
Position 1517: 0.005267729396949477
Position 9366: 0.005212903447562898
Position 7367: 0.004909128353149726
Position 4930: 0.004717710410658845
Position 7188: 0.004335965583035775
Position 2758: 0.004015778160783652
Position 3731: 0.00398724322836349
Position 4264: 0.0037529577800144566
Position 3621: 0.003636758314340266
Position 6028: 0.003475857229141304
Position 9469: 0.0033143280982282403
Position 7116: 0.0033088232538274333
Position 2199: 0.003197059827777707
Position 4602: 0.0030100741414626642
Position 3559: 0.002981397748137979
Position 130: 0.002877282688740627
Position 217: 0.002875114381207546
Position 2238: 0.0028602688044513545
Position 958: 0.002662231248160992
Position 3322: 0.0026068887982182037
Position 3245: 0.0025185100140176346
Position 9616: 0.0024127879902227515
Position 3264: 0.002378848039045866
Position 8196: 0.002110741470010082
Position 2866: 0.002100666024584752
Position 7290: 0.001822325500402692
Position 6361: 0.0018177234954275035
Position 6909: 0.0017338789905853678
Position 4885: 0.00160270039830058
Position 8627: 0.0015698679233482624
Position 2792: 0.0013433858208498502
Position 191: 0.001298376848132187
Position 865: 0.0012961142608294226
Position 5085: 0.0012364133427746594
Position 4075: 0.0011756985004321779
Position 8927: 0.0011714665613414474
Position 5950: 0.0011387208222028758
Position 1971: 0.00112806516857928
Position 7642: 0.0010922173066033798
Position 3416: 0.001011786191253512
Position 2244: 0.0009626936873577764
Position 6987: 0.0008687908302567469
Position 2931: 0.0008369904551270562
Position 5966: 0.0008041358229682328
Position 3312: 0.0007797610213945157
Position 6839: 0.0007022970860774383
Position 8752: 0.0006931840129900402
Position 2405: 0.0006795814681034095
Position 4936: 0.0006521545852633876
Position 3636: 0.000641475028646374
Position 2561: 0.0006305720978453163
Position 6899: 0.0006108757807641357
Position 6920: 0.0006094674926035949
Position 4168: 0.0005588770483782807
Position 3959: 0.0005516473396667984
Position 5940: 0.0005390927424114518
Position 5713: 0.0005295207044124135
Position 2834: 0.0005168709627944948
Position 4315: 0.00048214061850046367
Position 5954: 0.00041042455623419005
Position 4015: 0.00039994417960028956
Position 5510: 0.00028775236164112027
Position 4806: 0.0002462303364569876
Position 118: 0.00024599147050642986
Position 4882: 0.00023700794702258892
Position 4867: 0.0002344536801500651
Position 3310: 0.00023286172542337898
Position 5833: 0.0002328326733639198
Position 5988: 0.0002019185941015713
Position 6146: 0.000189684692943353
Position 5191: 0.0001752221614335564
Position 6155: 0.00016788475718333131
Position 2830: 0.00016729093009874645
Position 6211: 0.00015573188749783064
Position 3348: 0.00014149997713996476
Position 5929: 0.0001336271093563058
Position 2936: 0.00011913919308841415
Position 6991: 0.00010931963716419417
Position 4330: 0.00010835022506176923
Position 4348: 0.00010405867801799808
Position 3016: 0.00010157485246753149
Position 2803: 9.638947980846686e-05
Position 5611: 9.328132841368349e-05
Position 2780: 9.12739601965441e-05
Position 6471: 8.938699806493186e-05
Position 3599: 7.138830950617506e-05
Position 6105: 6.985401352702935e-05
Position 2775: 5.1478080056354284e-05
Position 6401: 4.284314091324532e-05
Position 2877: 4.2493760540533615e-05
Position 3655: 4.0154526221029806e-05
Position 6148: 3.6823197737829274e-05
Position 166: 3.230087342458407e-05
Position 5787: 2.9813285997631912e-05
Position 3707: 2.8123108157888327e-05
Position 6722: 2.6836911474770638e-05
Position 1278: 2.6705093000694015e-05
Position 614: 2.3535268462729485e-05
Position 6509: 1.6155123622424665e-05
Position 6112: 1.4219839243537255e-05
Position 6569: 1.3458191100546416e-05
Position 2163: 1.2783690559700337e-05
Position 6099: 1.2176655814127267e-05
Position 2153: 1.1821774947373295e-05
Position 1801: 1.0554673281641293e-05
Position 2256: 1.0347801551647848e-05
Position 3624: 9.22666026687986e-06
Position 291: 8.559103330041286e-06
Position 6434: 7.73069767869427e-06
Position 73: 7.3207757520442104e-06
Position 3775: 6.492111809135513e-06
Position 3780: 6.361882664070468e-06
Position 3762: 5.35417268042715e-06
Position 704: 4.769449024971886e-06
Position 240: 4.234308396946842e-06
Position 136: 3.805986197153317e-06
Position 3669: 3.744943932617489e-06
Position 597: 3.1487426380994234e-06
Position 753: 3.007561324423955e-06
Position 68: 2.874493953603408e-06
Position 685: 2.8291663218661387e-06
Position 257: 2.6415397896811393e-06
Position 842: 1.6198477101328321e-06
Position 857: 1.514053559537633e-06
Position 362: 1.4929401476766436e-06
Position 3463: 1.2454774863673989e-06
Position 781: 1.2136102461417067e-06
Position 640: 5.834044892920983e-07
Position 293: 5.513078118053879e-07
Position 303: 2.1087212299023337e-07
Position 6806: 3.143516522782013e-08
Position 1173: 2.8223594490821495e-08
Position 415: 9.464999657205132e-09
Position 6097: 9.390767026130321e-09
Position 5915: 4.02055358753846e-09
Position 295: 3.0968725882924676e-09
Position 6941: 8.205983543804772e-10
Position 6601: 8.138584257080334e-10
Position 6018: 6.837925753251827e-10
Position 6328: 1.927670585198352e-10
Position 6340: 4.820006404916645e-11
Position 503: 3.117217368312541e-11
Position 456: 1.6014692572025346e-11
Position 536: 1.0938922529379483e-11
Position 5638: 3.948367233204826e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 6298: 0.9765249958766131
Position 6791: 0.9661248541836504
Position 3180: 0.9646264557571237
Position 3510: 0.9456592930325352
Position 5896: 0.9427597666720466
Position 6559: 0.9141484405453509
Position 2677: 0.8463561917048
Position 6061: 0.8352564184616134
Position 5580: 0.833845624726786
Position 6978: 0.8067165531245828
Position 9404: 0.586204878232856
Position 9873: 0.47272069138511374
Position 9173: 0.4117723450221378
Position 2453: 0.27934814059677926
Position 4489: 0.2544831312399438
Position 9619: 0.23385737692537206
Position 3850: 0.2291666381296105
Position 5650: 0.14971492341734863
Position 2653: 0.09265534301268173
Position 6117: 0.08308322471078004
Position 9233: 0.08302713932648016
Position 7000: 0.07737716994483144
Position 4430: 0.057352171328179886
Position 9842: 0.05547516797137531
Position 6585: 0.049517446809694145
Position 3489: 0.048991123982883286
Position 923: 0.045006281363601915
Position 6097: 0.036731897580536424
Position 9800: 0.034121616463388876
Position 4442: 0.03252562901574934
Position 7034: 0.029709214116265904
