Gene = Pid1
index = 815
Annotated 5SS: [   305 125414]
Annotated 3SS: [125266 246137]
SMsplice 5SS: [   305  10607  96859 104802 125414 140421 173088 205034 235776 237583]
SMsplice 3SS: [ 10470  96758 104669 125266 140278 173009 204951 235571 237481 243882]
top_k =  500
Partition function (log Z): -146.54373734470556

Sorted 5' Splice Sites (High to Low Probability):
Position 305: 0.9939337840194958
Position 10607: 0.6237874014374704
Position 1831: 0.3746841319878281
Position 799: 0.05386318259551902
Position 586: 0.04089898836022178
Position 5183: 0.01988050939433677
Position 574: 0.017667368144640816
Position 1697: 0.015280358074061631
Position 895: 0.0078027235511599425
Position 5449: 0.004713776286875724
Position 349: 0.002855648654657381
Position 371: 0.002652565664238756
Position 1102: 0.0020609592645166206
Position 5021: 0.0016783124694057332
Position 1881: 0.0016265002237660657
Position 2225: 0.001171303618284939
Position 3648: 0.0011191790385272746
Position 1884: 0.0009699753218187365
Position 4697: 0.0008575996667047447
Position 3201: 0.0007182870634183123
Position 1798: 0.000444413106918541
Position 3721: 0.00043684094523257
Position 1835: 0.00042767212644397436
Position 1234: 0.0003665501216233089
Position 2616: 0.0002970740778947179
Position 808: 0.00025699385699983596
Position 594: 0.0002098012281580626
Position 576: 0.0002063219919840846
Position 669: 0.0001801585637733763
Position 918: 0.00016887387106173513
Position 582: 0.0001614225954588362
Position 108: 0.00016020865901433018
Position 2426: 0.00014329202268214078
Position 1274: 0.00013408066004619995
Position 513: 0.00012638623871220647
Position 565: 0.00011816191084500625
Position 662: 0.00011003786552236106
Position 783: 9.590652631762854e-05
Position 1020: 8.649295000469744e-05
Position 1672: 6.17180978847525e-05
Position 580: 5.4861850478304314e-05
Position 1731: 4.663495806398179e-05
Position 83: 3.5868385339223633e-05
Position 2555: 3.294085274561623e-05
Position 2085: 3.2715606210992504e-05
Position 362: 1.9460085764221252e-05
Position 233: 4.456716028396607e-06
Position 244: 3.3603478406625735e-06
Position 449: 2.318365381073581e-06
Position 479: 2.1527808973613925e-06
Position 481: 1.301162733414475e-06
Position 185: 1.0320521126918406e-06
Position 592: 9.450821199055369e-07
Position 1998: 5.672154900245168e-07
Position 356: 5.659537757796694e-07
Position 1826: 5.140391615981577e-07
Position 277: 1.8208761673098953e-07
Position 427: 1.085037217182738e-07
Position 376: 8.525742716767632e-08
Position 975: 5.639217405634053e-08
Position 773: 4.328044769710957e-08
Position 793: 4.043752709773601e-08
Position 40: 2.6161015382153334e-08
Position 942: 2.0725400003394988e-08
Position 955: 1.1426732976451132e-08
Position 920: 9.705706487851708e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 10470: 0.6419517048916819
Position 15374: 0.4211640472878212
Position 1766: 0.3502594295133556
Position 17461: 0.2084223665414511
Position 5619: 0.08699880929810253
Position 715: 0.07539589136087531
Position 10903: 0.04833539943565522
Position 393: 0.038276323886613325
Position 2708: 0.029023516859796036
Position 427: 0.024465270860762663
Position 11821: 0.0195770064412328
Position 11394: 0.017884904535813068
Position 11798: 0.01766495177822727
Position 11351: 0.017116532685431937
Position 4983: 0.01706157250094661
Position 1651: 0.01615588123636213
Position 4880: 0.009867987648550307
Position 4918: 0.009016812837243758
Position 1540: 0.00883770878095984
Position 5368: 0.007849465268844159
Position 1784: 0.007714849695535002
Position 1571: 0.007104122988746711
Position 5096: 0.0062255565456896195
Position 3398: 0.006198378508663146
Position 8567: 0.005988855110100767
Position 11265: 0.0052899135709249005
Position 1919: 0.005179808667576211
Position 5528: 0.0051103134193182555
Position 5795: 0.004759204429890393
Position 4569: 0.0039641722551331405
Position 1719: 0.0036911710939045183
Position 8252: 0.003183536000555081
Position 488: 0.003172557929516137
Position 2130: 0.002620865120424157
Position 7199: 0.0019350096655758146
Position 7103: 0.0018801607855540225
Position 4452: 0.0018222774814482898
Position 4595: 0.0016861919710836593
Position 3580: 0.001685644552714776
Position 1968: 0.0016653112992994995
Position 3084: 0.0016281682374362256
Position 3008: 0.001604427630986085
Position 1728: 0.0015335501445407774
Position 5009: 0.0014122465668110961
Position 573: 0.0012777323823379976
Position 973: 0.0012482600505271807
Position 3421: 0.0009701460706122891
Position 3909: 0.0008945011104417647
Position 4523: 0.0008536797850235542
Position 1169: 0.0008399137617013096
Position 3139: 0.0008360424544117144
Position 3280: 0.0008001090316026473
Position 2159: 0.0007933801048001911
Position 1604: 0.00075258476437003
Position 6066: 0.0007158235179011692
Position 4298: 0.0007047178387513812
Position 4818: 0.000674013634127521
Position 1582: 0.0006213282627803103
Position 3612: 0.0005894835291061892
Position 5776: 0.0005798747876430176
Position 5415: 0.0005462425868161244
Position 4225: 0.0005073507501617232
Position 2498: 0.0003784821217974862
Position 6345: 0.0003433200883436725
Position 2224: 0.00034031976507989875
Position 2554: 0.00031205046378920487
Position 1557: 0.0003035169090152299
Position 1504: 0.00030126980989387457
Position 1050: 0.0002743264534965902
Position 6114: 0.00025692760281310006
Position 2678: 0.0002392679098039089
Position 4566: 0.00022203660474358252
Position 493: 0.000212013229194568
Position 511: 0.00019501178737272318
Position 1934: 0.00018717789892857954
Position 3216: 0.00013295606019406985
Position 673: 0.00013261088991190046
Position 777: 0.00012847123858305098
Position 4766: 0.00012556241608101728
Position 688: 0.00012477476069317736
Position 987: 0.00011814706241157486
Position 2834: 0.0001164279506699466
Position 1397: 0.00011614678812020115
Position 2208: 0.00010725578144256395
Position 1484: 0.00010382358365729308
Position 1993: 0.00010032582322530813
Position 231: 9.805603158846762e-05
Position 1686: 9.072388626745933e-05
Position 1384: 9.066679791455527e-05
Position 2370: 7.752818738615085e-05
Position 2186: 7.46803725346924e-05
Position 1138: 7.019010787733313e-05
Position 3934: 6.780315890640496e-05
Position 2169: 6.667249566968558e-05
Position 1512: 6.421315745828346e-05
Position 1494: 6.275437061952627e-05
Position 202: 5.562672733860362e-05
Position 868: 5.505742375774995e-05
Position 1725: 4.573566822126245e-05
Position 495: 4.110697404006152e-05
Position 1429: 3.6029334476208574e-05
Position 1318: 3.40631473351898e-05
Position 1000: 2.1670677520582885e-05
Position 721: 2.1628519292675714e-05
Position 182: 2.0519691956277587e-05
Position 1273: 1.75463303355977e-05
Position 1544: 1.2415347087800675e-05
Position 537: 1.1494686329573237e-05
Position 1517: 1.1244090065599253e-05
Position 905: 8.361648752558288e-06
Position 634: 7.235123103095122e-06
Position 613: 7.17408583503228e-06
Position 2447: 6.335890016395053e-06
Position 877: 6.023844482831862e-06
Position 1019: 5.928820902434952e-06
Position 191: 4.928766803270114e-06
Position 519: 1.271566577121475e-06
Position 1786: 5.22263871041798e-07
Position 942: 2.1039210660259262e-07
Position 169: 1.4757490570711197e-07
Position 153: 8.55090442142702e-08
Position 162: 5.0840045395284894e-08
Position 1054: 4.331709137254174e-08
Position 888: 4.243489352320241e-08
Position 1101: 3.9471975453447593e-08
Position 233: 3.543275875681737e-08
Position 274: 2.3797976017556294e-08
Position 242: 1.649223024172671e-08
Position 744: 1.4877706703784184e-08
Position 725: 1.0549322593186025e-08
Position 370: 9.720636042169924e-09
Position 120: 6.2673154307908615e-09
Position 304: 5.585064219136569e-09
Position 283: 4.268070476523945e-09
Position 1030: 1.0814948162202651e-09
Position 295: 1.3486470063967093e-10
Position 335: 1.1515146968678768e-13
Position 309: 4.119388129765112e-15
Position 365: 1.6970206869697528e-16
Position 322: 1.6121415886184214e-16
Position 348: 5.776772018999111e-17
Position 320: 5.236132107589905e-17
Position 343: 1.82621929226307e-17
Position 362: 1.5847626166936956e-17
Position 345: 5.930877247394703e-18
