Gene = Cabs1
index = 198
Annotated 5SS: [1356]
Annotated 3SS: [1956]
SMsplice 5SS: [225]
SMsplice 3SS: [1956]
top_k =  500
Partition function (log Z): -11.021474514686773

Sorted 5' Splice Sites (High to Low Probability):
Position 225: 0.4833675641353122
Position 997: 0.1632830110679609
Position 951: 0.1563554260643001
Position 656: 0.14605387212928939
Position 1854: 0.13233260367744368
Position 203: 0.05649038976893314
Position 429: 0.04131064399444138
Position 105: 0.03977707920945263
Position 1360: 0.009726101105572718
Position 1514: 0.009109437396988882
Position 373: 0.007637023094313414
Position 25: 0.005419172466688091
Position 1225: 0.005287857977292401
Position 1755: 0.0032814764320080615
Position 425: 0.003227192793771162
Position 752: 0.0021756048906863544
Position 1631: 0.002161394588694369
Position 1234: 0.0015735461854106277
Position 710: 0.0012979724065082777
Position 194: 0.0011487595611743698
Position 242: 0.0010825660254924058
Position 1090: 0.0006312714454112947
Position 515: 0.0004563422809265814
Position 563: 0.0004114446101776141
Position 1281: 0.000260889800524453
Position 398: 0.00022355821861925736
Position 529: 0.00021906548236129916
Position 512: 0.00019742481207700335
Position 650: 0.00019598623239666345
Position 456: 0.00019330638093071394
Position 1052: 0.0001791007941024588
Position 1124: 0.0001247377348270614
Position 810: 0.00010411551377893433
Position 672: 9.246252859278305e-05
Position 1182: 7.829412578903231e-05
Position 300: 3.420241136404807e-05
Position 38: 3.4117732309225526e-05
Position 31: 1.4321232158778977e-05
Position 552: 1.3329963782979325e-05
Position 434: 8.495581597840017e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 1956: 0.5934575065741221
Position 446: 0.1639144332136806
Position 1735: 0.11113557009408431
Position 1709: 0.05335971669934976
Position 1988: 0.05107982759114272
Position 1022: 0.04631372327101709
Position 587: 0.03521009006726804
Position 500: 0.03373150332398415
Position 629: 0.02801122549100855
Position 2039: 0.025462299757688118
Position 323: 0.02080059699627752
Position 398: 0.01844198916939706
Position 1504: 0.016324523982715104
Position 779: 0.010925170626828507
Position 1109: 0.008392994963348905
Position 1064: 0.006732744374113963
Position 743: 0.00535292143387313
Position 1459: 0.005158486033576805
Position 869: 0.004444437749149858
Position 1613: 0.004001740907260583
Position 672: 0.0034282503888795404
Position 782: 0.0024174308264662374
Position 706: 0.0023781049909847325
Position 1136: 0.002288844048508705
Position 456: 0.0021361917972138717
Position 1788: 0.0019910803639017153
Position 425: 0.00192832718407598
Position 725: 0.0019165595218130227
Position 1992: 0.0019011553673490458
Position 875: 0.0016064278025029438
Position 2098: 0.0014472854428219878
Position 242: 0.001256044946258617
Position 503: 0.0008499423767836173
Position 545: 0.0008404665265435621
Position 824: 0.000805905986029027
Position 1139: 0.0007297096972458687
Position 185: 0.0005149267161655749
Position 1355: 0.000480098746630188
Position 1397: 0.0004475678788156657
Position 810: 0.00042981604150131526
Position 709: 0.0004113304699739616
Position 1511: 0.00037954576506138806
Position 512: 0.0003177772785435965
Position 904: 0.00029843037715714723
Position 1156: 0.0002974878646666586
Position 1447: 0.00019465487877593366
Position 188: 0.00017355832415540118
Position 996: 0.0001710062646429024
Position 325: 0.00015346246323490127
Position 1124: 0.000107660407884485
Position 329: 0.00010109443786100835
Position 370: 9.894197962688243e-05
Position 1919: 9.747571927637534e-05
Position 1088: 9.322342171014621e-05
Position 655: 8.484211737787401e-05
Position 568: 8.416666800422428e-05
Position 547: 8.147818530826233e-05
Position 509: 6.653008919163994e-05
Position 203: 6.1680007667861e-05
Position 887: 6.0039226587128555e-05
Position 164: 5.9233340589561295e-05
Position 821: 5.2067758550738384e-05
Position 679: 1.8320914485252674e-05
Position 529: 1.4083116431594755e-05
Position 552: 1.3482494573910755e-05
Position 748: 7.663446248685525e-06
Position 746: 6.778655709164798e-06
Position 1484: 3.1069811457601724e-06
Position 296: 3.092249357933832e-06
Position 96: 2.289410223588756e-06
Position 473: 1.7592742210319922e-06
Position 786: 1.6760621996732522e-06
Position 686: 1.390146745463248e-06
Position 281: 1.2241301418665929e-06
Position 265: 1.0864188714186425e-06
Position 284: 1.0754980974073522e-06
Position 941: 7.321189976418165e-07
Position 470: 5.639911007492808e-07
Position 951: 5.272049738119168e-07
Position 98: 3.443439255474798e-07
Position 125: 3.175893477084491e-07
Position 105: 1.6161358222557276e-07
Position 594: 1.0220105075372758e-07
Position 122: 4.9623699770912526e-08
Position 250: 8.352106756704449e-09
