Gene = Iscu
index = 595
Annotated 5SS: [ 197 1629 2581 4102]
Annotated 3SS: [1514 2469 4022 5084]
SMsplice 5SS: [ 197 1629 2581 4102]
SMsplice 3SS: [1514 2469 4022 5084]
top_k =  500
Partition function (log Z): 1.0224250879339307

Sorted 5' Splice Sites (High to Low Probability):
Position 1629: 0.9611392969718684
Position 4102: 0.9389443948485893
Position 2581: 0.9204489545176989
Position 197: 0.5867896025846064
Position 349: 0.37228819752576076
Position 1217: 0.2428726873872049
Position 2068: 0.14683453071937394
Position 4520: 0.12108396781495587
Position 1885: 0.06328452858238798
Position 4331: 0.0626514237709585
Position 2044: 0.05841224127392725
Position 548: 0.05199830701127806
Position 4475: 0.043005607788791825
Position 2566: 0.03550338818886845
Position 1390: 0.023287902406257294
Position 896: 0.021931656763262062
Position 684: 0.01934251908787333
Position 5167: 0.01688379433647964
Position 2656: 0.012816201633311469
Position 4690: 0.011036127192045086
Position 343: 0.009038539424830986
Position 4411: 0.006871803388792373
Position 2682: 0.006502495717979339
Position 1296: 0.006501487498213539
Position 2337: 0.006457228031479184
Position 4673: 0.006249263737884453
Position 3956: 0.006071895993995871
Position 4968: 0.005959782103675709
Position 2562: 0.0045044552209040686
Position 5008: 0.004416809586531834
Position 3587: 0.004275421820245713
Position 3809: 0.004114702130783234
Position 3633: 0.004080202765045168
Position 1287: 0.004069598090389853
Position 1856: 0.003583588812028986
Position 3128: 0.0033772614665166694
Position 2243: 0.003282516969445419
Position 215: 0.0030651441708288295
Position 1609: 0.0029459212052535357
Position 1251: 0.0029023022970656974
Position 3877: 0.0023447628335492407
Position 1590: 0.0019624995339817992
Position 1640: 0.0019031041700204399
Position 1091: 0.0017118084246307873
Position 1947: 0.0015607673353258897
Position 56: 0.0013858870186782902
Position 3610: 0.0012244133145963903
Position 3073: 0.0010422715990627066
Position 1708: 0.000920869786911731
Position 669: 0.0008909560206217817
Position 312: 0.000860430899754427
Position 1012: 0.0008582068719284866
Position 4528: 0.0008250795874141166
Position 1128: 0.0006928429427778378
Position 662: 0.0006774334007538814
Position 795: 0.0006372074259891204
Position 4718: 0.000632379025033018
Position 4578: 0.0006156437503586476
Position 1744: 0.0005616915940092453
Position 3554: 0.0005183822532555869
Position 1373: 0.000495050587431647
Position 918: 0.00047564134968599604
Position 121: 0.0004641250745945833
Position 3064: 0.0004604817247550858
Position 698: 0.00033453833094768977
Position 3641: 0.0002902356598561249
Position 1614: 0.00021006590433225332
Position 1904: 0.00020747542271652323
Position 564: 0.0001896792372784177
Position 2799: 0.0001788902307741587
Position 1606: 0.00017046237131047628
Position 1839: 0.000150031933839623
Position 314: 0.00013572529497424873
Position 672: 0.0001338497982631809
Position 1292: 0.0001275679816061872
Position 1700: 0.00010343623779691605
Position 1239: 8.495977804889573e-05
Position 1845: 8.134985313253496e-05
Position 1515: 7.767372976079021e-05
Position 1221: 7.644179743229021e-05
Position 886: 7.627857022596109e-05
Position 302: 6.896246727608033e-05
Position 15: 6.567947029779819e-05
Position 47: 6.353701290728833e-05
Position 2025: 4.625352002659414e-05
Position 166: 2.8372976141807653e-05
Position 1689: 2.057682216326186e-05
Position 826: 1.8593853704039278e-05
Position 1694: 1.3065351951201857e-05
Position 105: 5.330137501136306e-06
Position 934: 4.169147389296587e-06
Position 353: 3.312736412395798e-06
Position 4165: 2.4106332372118307e-06
Position 1575: 2.276530463285073e-06
Position 365: 7.244602043977886e-07
Position 497: 6.150222547133914e-07
Position 490: 5.146794910985529e-07
Position 20: 3.929283640085259e-07
Position 676: 3.428448663131932e-07
Position 245: 2.995530407152967e-07
Position 674: 1.8044002890206265e-07
Position 356: 1.4089648611771117e-07
Position 932: 9.002000026612905e-08
Position 532: 8.920462988433445e-08
Position 444: 3.1261454276208415e-08
Position 542: 2.484930372608216e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2469: 0.9710749937251033
Position 1514: 0.9222505026337882
Position 5084: 0.8585204737293682
Position 4022: 0.8220410970063626
Position 1772: 0.1971820466646569
Position 1114: 0.1654584901533308
Position 3976: 0.11636374728772118
Position 4399: 0.09623210344222309
Position 4374: 0.08673085922109973
Position 4216: 0.05203234167732038
Position 1454: 0.04542266831237385
Position 1032: 0.04456800059432911
Position 5050: 0.039265738917310465
Position 520: 0.0360479058378871
Position 1922: 0.032834477987553
Position 4717: 0.03146347335368094
Position 1801: 0.030528452268558614
Position 4248: 0.027001387044583776
Position 1089: 0.026357404776366774
Position 5307: 0.02038665755867818
Position 760: 0.01379122227946801
Position 1325: 0.012651850368695176
Position 1147: 0.01119011841737066
Position 4558: 0.009563560219186236
Position 3470: 0.009044034443604703
Position 3735: 0.008419026263557429
Position 2275: 0.006153330490730028
Position 1006: 0.005918136191958734
Position 609: 0.0058685446298938244
Position 4422: 0.005782554132429888
Position 2475: 0.00493665148245074
Position 454: 0.004809457333862689
Position 4321: 0.004658717622368723
Position 3618: 0.004478124776626233
Position 737: 0.0044750648684749456
Position 3980: 0.00443877173020177
Position 1281: 0.004426242851337887
Position 475: 0.0042511926446141
Position 4604: 0.003906263580793955
Position 4356: 0.0038762444359041874
Position 2155: 0.003822715305573839
Position 990: 0.0034865857926745215
Position 4176: 0.0032269121152940627
Position 5324: 0.003224504900747671
Position 3836: 0.0032065072771019338
Position 952: 0.0031420584615740885
Position 4592: 0.0031124939443531417
Position 1856: 0.002998116281990459
Position 1806: 0.002769925138244989
Position 4886: 0.0026227667951599924
Position 4862: 0.002267982939280646
Position 4028: 0.0021057621059896075
Position 2948: 0.002103461517222533
Position 2983: 0.001986608052369354
Position 2005: 0.001831892072703443
Position 5093: 0.0017724164744269842
Position 1712: 0.0017316415859806127
Position 5346: 0.0016904426389031469
Position 4511: 0.00153403531494333
Position 4311: 0.0014846598514873367
Position 3928: 0.0013641362847746892
Position 2317: 0.0012818184431822332
Position 4237: 0.0012611516231783367
