Gene = Mitd1
index = 679
Annotated 5SS: [  248  5193  7846  8709  9475 10848 11143]
Annotated 3SS: [ 5090  7708  8621  9358 10786 11043 15281]
SMsplice 5SS: [  248  5193  7846  9475 11170 14704 14875 15097]
SMsplice 3SS: [ 5090  7708  9358 11043 14582 14773 14952 15281]
top_k =  500
Partition function (log Z): 6.114631789202745

Sorted 5' Splice Sites (High to Low Probability):
Position 5193: 0.99789715271909
Position 7846: 0.9800660000181116
Position 14704: 0.9555242673936325
Position 14875: 0.8854784974567331
Position 248: 0.8852378652836517
Position 9475: 0.7415367429030747
Position 10848: 0.4781066528607022
Position 11170: 0.42041284078401125
Position 11174: 0.4001778656349781
Position 15097: 0.2604920528044858
Position 8673: 0.2139596069077943
Position 11439: 0.20861764719056977
Position 15196: 0.17248346959495514
Position 4914: 0.1716806335432448
Position 15018: 0.16207628872118923
Position 8709: 0.11836671799117551
Position 15084: 0.09770170882297752
Position 14988: 0.09196458154106775
Position 10277: 0.08853222168774946
Position 3345: 0.0876690590605235
Position 13999: 0.06892427773481359
Position 15007: 0.06370431926184633
Position 8702: 0.055387568141796364
Position 10411: 0.055041541750543176
Position 2948: 0.05382571260611197
Position 11875: 0.05177909812073797
Position 8068: 0.051666928893813656
Position 186: 0.04934815571290306
Position 5640: 0.048728007711262115
Position 5447: 0.043414938337653225
Position 11639: 0.04084807778632915
Position 10605: 0.03955812657238695
Position 3033: 0.03384096465764036
Position 202: 0.03127357524329233
Position 3591: 0.028388564851850553
Position 815: 0.02707828818801295
Position 6002: 0.02414649526804919
Position 5946: 0.023463466562184825
Position 8713: 0.023047206623691387
Position 148: 0.021303283083321894
Position 10909: 0.02080788890238471
Position 8487: 0.02053352158144914
Position 2194: 0.018432055539320896
Position 13887: 0.018150644360317915
Position 12881: 0.016573622837116483
Position 9961: 0.013846818018094979
Position 5805: 0.013643019683986396
Position 5769: 0.01118171188746682
Position 4708: 0.010970508641028895
Position 6214: 0.010926931870754527
Position 15377: 0.010046085177332055
Position 1034: 0.009995635634985253
Position 15187: 0.009613344402108143
Position 2959: 0.00922641136804773
Position 746: 0.008066783716999492
Position 2130: 0.0068988983729700295
Position 8390: 0.006239064516852479
Position 6004: 0.006031532681614674
Position 3189: 0.005720613865581629
Position 5841: 0.00522505120650356
Position 238: 0.005002671269153679
Position 4010: 0.004823363151193288
Position 3303: 0.004621208479409629
Position 10873: 0.004216199029823698
Position 2911: 0.0040078496432693084
Position 5877: 0.0038878257469951868
Position 10236: 0.0037811585397866075
Position 8535: 0.0033145384511989186
Position 373: 0.0031270595741661328
Position 11143: 0.00300697459558864
Position 4987: 0.0029220227991408883
Position 9790: 0.002630632019377149
Position 51: 0.00242072128635924
Position 6770: 0.0022172387916377066
Position 14901: 0.002138627823643297
Position 6008: 0.001871676552209919
Position 6541: 0.001748164898601417
Position 5421: 0.001739946125925625
Position 6038: 0.0015987216302058129
Position 7998: 0.0015054748538331545
Position 47: 0.0014526930949973304
Position 15077: 0.0014265650341529158
Position 2101: 0.001370684997701941
Position 2944: 0.0013435484154517517
Position 1339: 0.001227429739866398
Position 7950: 0.0010504802500305003
Position 3324: 0.0008935712877698222
Position 4392: 0.0008924888327792955
Position 3352: 0.0008317815673006312
Position 1166: 0.0007917275965494486
Position 15049: 0.0007836230701223378
Position 7466: 0.0007610323385238403
Position 6669: 0.0006604824525987403
Position 3996: 0.0006313409308641825
Position 1495: 0.0005975844150561294
Position 4032: 0.0005519868314148683
Position 1061: 0.0005423994346089797
Position 75: 0.0005301356468752675
Position 15461: 0.0005262667419615751
Position 1287: 0.0005168034001818692
Position 15119: 0.0004816631091683613
Position 27: 0.00040002889980929936
Position 94: 0.00039613297820851673
Position 1176: 0.0003921544049331775
Position 1196: 0.00037268681162326296
Position 14992: 0.00036158642478992313
Position 15201: 0.0003448193111450041
Position 2408: 0.000343916720386149
Position 2837: 0.00034064677758907945
Position 3645: 0.00030823551874308453
Position 2135: 0.0002900207688446587
Position 1148: 0.00027179111756701685
Position 256: 0.0002565369596329208
Position 11161: 0.00020971392281323055
Position 454: 0.00019675864188810154
Position 15028: 0.00010303817399129263
Position 5733: 9.494870411035349e-05
Position 8026: 9.411443535449288e-05
Position 11229: 5.5343063386369153e-05
Position 142: 5.390993086592622e-05
Position 5225: 4.2939012544988746e-05
Position 5470: 3.033203990636066e-05
Position 11241: 2.351859581183297e-05
Position 5649: 2.2602891990660064e-05
Position 5695: 1.521772118247384e-05
Position 105: 1.3508097348814767e-05
Position 163: 1.3328285265219475e-05
Position 5335: 1.300834018417539e-05
Position 5809: 1.0462916264623557e-05
Position 85: 4.9736513373478784e-06
Position 5486: 3.3019194016231597e-06
Position 15072: 2.9168245149636647e-06
Position 5516: 2.743342651455343e-06
Position 262: 1.7639536198388874e-06
Position 579: 1.746260379228146e-06
Position 180: 1.2228752898345293e-06
Position 986: 2.350805089102183e-07
Position 376: 1.4714792337186411e-07
Position 20: 1.3054238183810052e-07
Position 398: 1.1521742620676134e-07
Position 341: 6.857447620554424e-08
Position 562: 2.3591445083758792e-08
Position 88: 2.3240395496021344e-08
Position 206: 2.1163182823442085e-08
Position 273: 1.5678972836371154e-08
Position 204: 1.3180388927157313e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5090: 0.9943260753347105
Position 7708: 0.9582222400874446
Position 14582: 0.9476233339159971
Position 14952: 0.9229779501796873
Position 15281: 0.8603357257213449
Position 11043: 0.8165106171625223
Position 9358: 0.7279827853689751
Position 14773: 0.4705986492199312
Position 14794: 0.4282217920972208
Position 8530: 0.2877049987797418
Position 11290: 0.23593419708449712
Position 10786: 0.21335490325623235
Position 4893: 0.16987508458314854
Position 10604: 0.15152506643773786
Position 13784: 0.08707492209513147
Position 10644: 0.08670143059271826
Position 10156: 0.06933885956731582
Position 8621: 0.064047823549334
Position 5928: 0.06038332593032764
Position 5355: 0.05552285084371555
Position 11799: 0.05177909812073799
Position 10698: 0.04999732339693674
Position 2795: 0.04936929546730391
Position 10318: 0.04807337130953296
Position 7930: 0.04599696235759342
Position 3218: 0.035863785503864695
