Gene = Dkk2
index = 335
Annotated 5SS: [  963 88643 89833]
Annotated 3SS: [88491 89676 92577]
SMsplice 5SS: [  385   963 27780 46881 47149 68716 72660 88160 88643 89833 92490]
SMsplice 3SS: [  705 27612 46797 46985 68606 72498 87980 88491 89676 92380 92577]
top_k =  500
Partition function (log Z): -61.30764193895324

Sorted 5' Splice Sites (High to Low Probability):
Position 963: 0.8930066905422109
Position 385: 0.7286026179590078
Position 3976: 0.08348236947698093
Position 5866: 0.05469046135820236
Position 8906: 0.039878571246958094
Position 5561: 0.039616013047670304
Position 145: 0.03772977675784876
Position 224: 0.02447855339972398
Position 5342: 0.024043897899510024
Position 4202: 0.02161323810902423
Position 100: 0.02094446189778771
Position 337: 0.018469714430074596
Position 5511: 0.014571144655141113
Position 937: 0.013632125082915619
Position 5765: 0.01248391136546964
Position 330: 0.012324308194047312
Position 153: 0.009880570038892107
Position 140: 0.007302381410858596
Position 4182: 0.006846455039326171
Position 528: 0.005285999081300118
Position 515: 0.005250084183119575
Position 539: 0.004691133785897522
Position 6328: 0.004384179536146495
Position 798: 0.004079355178096493
Position 544: 0.0032972776208161168
Position 3189: 0.002997947549360603
Position 6445: 0.002971630104579023
Position 1002: 0.0022879433646960843
Position 627: 0.002281476515957054
Position 1074: 0.00221575485493109
Position 94: 0.0014698026147922834
Position 609: 0.0013950707647917837
Position 4074: 0.0012700755781633326
Position 63: 0.0012581229170519654
Position 430: 0.0009895575890628593
Position 1721: 0.0009211452086541588
Position 649: 0.000825040795567477
Position 4034: 0.0006801541869414887
Position 3936: 0.0006057397742790675
Position 216: 0.0005451703077551168
Position 3398: 0.000490051808890145
Position 1127: 0.0004864530472368647
Position 53: 0.0003588556534950363
Position 4124: 0.00035865109503274326
Position 5023: 0.00035417031324923195
Position 369: 0.000340368382476189
Position 447: 0.0003313945039632175
Position 584: 0.0003159807300604691
Position 574: 0.00024023158789964955
Position 213: 0.00021151976165190576
Position 5302: 0.00020189604277855546
Position 807: 0.00014971276092906553
Position 591: 0.00012513493875896832
Position 61: 8.500076392445448e-05
Position 593: 7.419667649172991e-05
Position 3254: 5.8709060711315745e-05
Position 623: 4.240644705412063e-05
Position 621: 2.653792317936473e-05
Position 3211: 2.6080869323080092e-05
Position 1644: 2.5327100597447263e-05
Position 176: 2.1821627591406222e-05
Position 1710: 1.7983194685446018e-05
Position 471: 9.705667071008265e-06
Position 759: 3.885407713537174e-06
Position 5877: 3.521034890878069e-06
Position 857: 7.004314665969022e-07
Position 887: 5.508194163851173e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 705: 0.7894673890893614
Position 8629: 0.24310871222419606
Position 15910: 0.1800051245494898
Position 5720: 0.13497918762349245
Position 9594: 0.08720464466212721
Position 3818: 0.08613167116126666
Position 5231: 0.08577811580553713
Position 4024: 0.07241869349554247
Position 6500: 0.06036193990950436
Position 5377: 0.03994078207628259
Position 5940: 0.03649697134974836
Position 5119: 0.0296338159850201
Position 3780: 0.01967521805264871
Position 11798: 0.018499909443276546
Position 7499: 0.01711694026839667
Position 867: 0.015884312327357254
Position 9418: 0.015095014668424106
Position 7467: 0.014163558274709892
Position 11142: 0.013468070640033062
Position 8736: 0.011594785761945139
Position 4910: 0.010715278011306568
Position 6104: 0.010665503764854764
Position 6516: 0.009831194990427318
Position 4001: 0.009717008820767871
Position 9019: 0.006621714619795467
Position 8791: 0.0062118375551313805
Position 8464: 0.0061729584235492565
Position 2728: 0.006134984030173379
Position 6327: 0.005785952832172345
Position 5096: 0.005728567513292781
Position 9566: 0.004704129057355687
Position 9478: 0.003989621049254175
Position 3096: 0.0037794383346018644
Position 1029: 0.003711294957901655
Position 9754: 0.0035906262101933323
Position 493: 0.0035841163352988066
Position 4790: 0.0028786791136484894
Position 3631: 0.0027409598465206898
Position 3451: 0.0025737222867359653
Position 3970: 0.0023755356831678042
Position 764: 0.0021334019531869756
Position 3666: 0.002012584390164138
Position 857: 0.0018918997313106883
Position 4547: 0.0018461227557060721
Position 906: 0.001788790834248486
Position 3952: 0.001738845580033926
Position 1281: 0.0017180623306953088
Position 3257: 0.001596440389268948
Position 5357: 0.001402957452369459
Position 2989: 0.0012937000218643914
Position 1980: 0.0010751174650206908
Position 740: 0.0010442212715438182
Position 1556: 0.000967997589163945
Position 4028: 0.0008983965481704785
Position 4925: 0.0008044158687185759
Position 3145: 0.0007396312923853748
Position 1253: 0.0006456839961289457
Position 6165: 0.0006340917741924853
Position 5279: 0.0006055242170616838
Position 2606: 0.0005949338735225517
Position 3076: 0.0005296416942297848
Position 2574: 0.0005260373855986386
Position 2583: 0.0004895396670069243
