Gene = Hscb
index = 548
Annotated 5SS: [ 282 3471 3798 5123 8842]
Annotated 3SS: [ 3373  3707  4977  8793 10565]
SMsplice 5SS: [ 282 3471 5123]
SMsplice 3SS: [ 3373  4977 10565]
top_k =  500
Partition function (log Z): -3.6965511261636053

Sorted 5' Splice Sites (High to Low Probability):
Position 3471: 0.9319687347949424
Position 5123: 0.8961981082320255
Position 6588: 0.4655792699086639
Position 282: 0.44280407720906134
Position 3146: 0.37327985432338345
Position 2939: 0.3669426842822434
Position 91: 0.27905863161919947
Position 8988: 0.2677039791375669
Position 6364: 0.2368778624461502
Position 3803: 0.17827530819584567
Position 8842: 0.13171732526126526
Position 1019: 0.11614440787701903
Position 721: 0.06969262058403353
Position 198: 0.06646577839946154
Position 3416: 0.06283029484181132
Position 1038: 0.05164108438035624
Position 1430: 0.05065080959000269
Position 1562: 0.048029599775409625
Position 3798: 0.043409188697477175
Position 323: 0.03487275739105552
Position 9140: 0.030890843765577335
Position 483: 0.024007395664202385
Position 731: 0.023413040258652887
Position 8968: 0.023281390449120268
Position 5084: 0.021869934426258716
Position 1072: 0.01949207668074804
Position 29: 0.01643312435396154
Position 80: 0.01362488628435427
Position 10217: 0.011090913655562761
Position 2198: 0.008794661127474833
Position 1804: 0.008705649015721215
Position 365: 0.008231975767827016
Position 6536: 0.006912410762913706
Position 3744: 0.006679095846688114
Position 7503: 0.0059920245096552185
Position 4203: 0.005814829293503854
Position 915: 0.005563743482566104
Position 8891: 0.0053402807568620515
Position 179: 0.0041533482986879245
Position 7165: 0.0029167383455987296
Position 472: 0.0028388253654103223
Position 8990: 0.0026156026149438513
Position 3268: 0.0017781111354406376
Position 643: 0.0010629437042662098
Position 193: 0.0010172844993769068
Position 8498: 0.000997113593823407
Position 8958: 0.0009525212079702593
Position 51: 0.0009125958922743529
Position 8946: 0.0008545077259429178
Position 4727: 0.0006004808685323855
Position 499: 0.0005447400073154131
Position 1058: 0.0005424742124839711
Position 257: 0.0004797478870441205
Position 1365: 0.00045959884576963155
Position 1955: 0.0004460658726296221
Position 8883: 0.00043031445782088125
Position 789: 0.00032190930346422206
Position 1687: 0.00028938640654668833
Position 3504: 0.00025316160715259427
Position 6748: 0.00025245411644557263
Position 1774: 0.00023656611024662526
Position 295: 0.0001294820685844654
Position 3520: 9.754643005972343e-05
Position 489: 8.690864743822912e-05
Position 389: 8.336533590167865e-05
Position 43: 5.218340524514427e-05
Position 105: 4.889477431124704e-05
Position 353: 4.781458153981427e-05
Position 665: 4.525794093450838e-05
Position 714: 4.2124676371561276e-05
Position 625: 4.148622537073069e-05
Position 298: 3.887329014882382e-05
Position 610: 3.859877126890117e-05
Position 200: 2.9153646945077357e-05
Position 593: 2.806520522594331e-05
Position 210: 1.7768713139786258e-05
Position 165: 1.6817286686639928e-05
Position 565: 1.622384178271954e-05
Position 606: 1.4465517428664393e-05
Position 15: 1.4353964332067403e-05
Position 409: 1.1893640517469748e-05
Position 68: 1.0964526682393416e-05
Position 84: 7.3899157138743835e-06
Position 1232: 7.305047539209073e-06
Position 492: 7.111605314538695e-06
Position 588: 6.250767889071557e-06
Position 2962: 6.098569836776969e-06
Position 1108: 4.610150623036747e-06
Position 630: 3.2076286559327928e-06
Position 470: 3.188444696681929e-06
Position 577: 3.143147289963467e-06
Position 82: 2.4958475670592205e-06
Position 1445: 2.1366670965330233e-06
Position 540: 1.8035138694868868e-06
Position 3464: 1.0398405599448921e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4977: 0.8930574739479374
Position 3373: 0.8490423829186063
Position 10565: 0.7669231471284689
Position 8793: 0.6202385336270173
Position 6432: 0.35171729617388126
Position 2863: 0.33468007601337196
Position 3067: 0.3054021764567418
Position 6257: 0.2507361716805925
Position 824: 0.15501132164090556
Position 3707: 0.13746029761083245
Position 3260: 0.11841313550118797
Position 1349: 0.08301262988370597
Position 3640: 0.04653109434503081
Position 2796: 0.040647553346674796
Position 2665: 0.03769324730863365
Position 3621: 0.027687814104622302
Position 10114: 0.025181638046306576
Position 6388: 0.025132065724957124
Position 6492: 0.024965106574267246
Position 3388: 0.023715209306806248
Position 6301: 0.021403829195345662
Position 891: 0.01849706637009691
Position 6446: 0.016007715833808094
Position 1550: 0.01438266053353683
Position 10378: 0.01354036954249242
Position 5014: 0.011887801056209313
Position 3587: 0.01060007760892695
Position 8876: 0.008925763363333054
Position 2086: 0.008791299845250379
Position 6408: 0.007506477821105801
Position 240: 0.007234967224528989
Position 4983: 0.00678753675553952
Position 4075: 0.005928077077597791
Position 2815: 0.0058324348922105095
Position 3319: 0.005582843715731327
Position 3576: 0.005573660660834737
Position 6272: 0.005041936132128613
Position 6669: 0.00494907043742384
Position 6494: 0.0049273354313906234
Position 6733: 0.004758907149755066
Position 6534: 0.004403786241198317
Position 5008: 0.004262457490685047
Position 8115: 0.004208185681665403
Position 7204: 0.0041454802679445615
Position 2865: 0.004013967506498601
Position 7056: 0.0038625624162091383
Position 9587: 0.003737401501874452
