Gene = Nkpd1
index = 752
Annotated 5SS: [ 129  984 2414 4228]
Annotated 3SS: [ 864 1963 4095 5132]
SMsplice 5SS: [ 129  984 4228]
SMsplice 3SS: [ 864 4095 5132]
top_k =  500
Partition function (log Z): 2.0123032305126625

Sorted 5' Splice Sites (High to Low Probability):
Position 984: 0.9976252350549635
Position 129: 0.9589629739851148
Position 4228: 0.6412085738693584
Position 4170: 0.21451075805703232
Position 6180: 0.14739671484524713
Position 6101: 0.10178422431690488
Position 4477: 0.0824590140577192
Position 5326: 0.07837637046094342
Position 5291: 0.05228396933870886
Position 4232: 0.040844938247143574
Position 4419: 0.04083629534789783
Position 133: 0.039417438567456775
Position 5985: 0.03281933449711353
Position 5204: 0.027919693553522182
Position 2414: 0.02379396761529026
Position 1213: 0.019224373052679006
Position 2776: 0.017235488530329943
Position 1306: 0.011961645616676958
Position 3186: 0.011833132495035897
Position 2785: 0.01122545194553587
Position 2798: 0.01094780095915667
Position 2183: 0.010288672100302924
Position 1508: 0.00864771773138954
Position 5718: 0.008212123467914834
Position 5756: 0.007362215303745668
Position 3950: 0.006667194422193337
Position 795: 0.006430964976292529
Position 5360: 0.005619064931724517
Position 4251: 0.005615611886212714
Position 3695: 0.005432414012505851
Position 3207: 0.004827170885038518
Position 2925: 0.00357422508481552
Position 4255: 0.0028912717304132576
Position 2902: 0.002660652035042363
Position 402: 0.002622988581101237
Position 2718: 0.002539876225811149
Position 3553: 0.0022756253239742965
Position 5160: 0.0022250888166795366
Position 1522: 0.0016963663210586984
Position 3720: 0.0016150073675841824
Position 418: 0.0015509619939249656
Position 2188: 0.001304418944558357
Position 2281: 0.0012645538524037104
Position 1973: 0.0012253354988000272
Position 1006: 0.0012027533318364257
Position 6316: 0.001189824708221573
Position 1029: 0.001165658529362638
Position 2825: 0.0007445087000683981
Position 6264: 0.0007090359097877365
Position 279: 0.0006861327086238503
Position 2069: 0.000677263066769508
Position 1491: 0.0006704585317926955
Position 215: 0.0006603420715649525
Position 3538: 0.0006304059674332594
Position 5219: 0.0005689431870840905
Position 3452: 0.0004990428466992945
Position 465: 0.0004967438971403138
Position 3956: 0.00045810136110027683
Position 2912: 0.0004530636800741133
Position 2088: 0.0004408532226855652
Position 1980: 0.00042672203338508515
Position 1343: 0.0004199723357663688
Position 1430: 0.0004153493247597127
Position 4362: 0.00038265335264970024
Position 3011: 0.0003779993804375964
Position 670: 0.0003485550515476683
Position 165: 0.0001910427314449599
Position 455: 0.0001880647838105702
Position 319: 0.00015701968807556088
Position 739: 0.00012943771903675246
Position 4211: 9.97475964046877e-05
Position 2208: 9.51355983482651e-05
Position 422: 9.201317209428827e-05
Position 349: 9.16625731081551e-05
Position 426: 7.445308933323081e-05
Position 4830: 7.437362616404867e-05
Position 503: 6.846881252402301e-05
Position 703: 6.1011364319477854e-05
Position 788: 5.760438163645199e-05
Position 430: 5.686212484331155e-05
Position 4784: 5.487605712314609e-05
Position 4461: 5.161713030613562e-05
Position 370: 4.846542070214821e-05
Position 434: 4.106012953988136e-05
Position 4413: 3.8197750379100294e-05
Position 4401: 2.592372533361794e-05
Position 4372: 2.414465690236743e-05
Position 775: 2.2327126886134546e-05
Position 594: 1.7107858692917004e-05
Position 517: 1.4447743608571072e-05
Position 1223: 9.741939434780881e-06
Position 1164: 8.53116762469496e-06
Position 475: 6.51261586260155e-06
Position 1993: 5.87424925558298e-06
Position 1468: 5.8040266393663e-06
Position 264: 5.727631148901576e-06
Position 727: 5.134018438508339e-06
Position 2081: 4.807626744395424e-06
Position 2090: 4.518915670801677e-06
Position 2543: 4.086979711814791e-06
Position 5199: 3.896793504870247e-06
Position 2446: 3.846393985651422e-06
Position 1482: 3.253795962376968e-06
Position 438: 3.2470598724980663e-06
Position 2528: 3.1841653091846123e-06
Position 555: 2.9978843297077866e-06
Position 5236: 2.886639974946591e-06
Position 2025: 2.819550866056205e-06
Position 1478: 2.7869763316406195e-06
Position 563: 2.3238974178061028e-06
Position 526: 2.3084079993670703e-06
Position 4523: 2.135278043183144e-06
Position 967: 1.6836297017224938e-06
Position 5243: 1.6000407076371946e-06
Position 203: 1.067310790479495e-06
Position 473: 7.505361511551303e-07
Position 1788: 6.868742735465044e-07
Position 1170: 4.945328706420704e-07
Position 1532: 2.34487653783789e-07
Position 1557: 2.2036699238540666e-07
Position 1362: 2.0932351226982166e-07
Position 1310: 1.691230574105613e-07
Position 1323: 1.5269765106521176e-07
Position 1330: 5.3053016679658215e-08
Position 208: 4.762513733817568e-10
Position 1010: 2.366825808234698e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 864: 0.9652145551385048
Position 4095: 0.9065966673557063
Position 5132: 0.5879590985816597
Position 6388: 0.18133245669795142
Position 6035: 0.1644499355891965
Position 4301: 0.146748332827445
Position 5916: 0.08239621593491074
Position 2670: 0.06497557563473073
Position 5022: 0.04066173972040602
Position 6079: 0.036369226742691635
Position 6952: 0.031504744289405744
Position 6573: 0.030532892793382966
Position 898: 0.029366782473640104
Position 5639: 0.025327344738955083
Position 5254: 0.02464260629968591
Position 6842: 0.024551766119734766
Position 5045: 0.024445464944646073
Position 6085: 0.022078794638183692
Position 5316: 0.017088165715471927
Position 6391: 0.01671872583659374
