Gene = Dmac2
index = 338
Annotated 5SS: [  47 1679 3011 4525 4776]
Annotated 3SS: [1481 2929 4384 4612 5300]
SMsplice 5SS: [  47 1679 3028 4525 4776]
SMsplice 3SS: [1481 2929 4384 4647 5300]
top_k =  500
Partition function (log Z): -2.4378414638513375

Sorted 5' Splice Sites (High to Low Probability):
Position 4525: 0.8322433596612474
Position 3028: 0.6384924918558817
Position 4776: 0.6057278832971553
Position 1679: 0.5854210735718223
Position 47: 0.4628698079959842
Position 1404: 0.3295819389653557
Position 2634: 0.2178526419565151
Position 1540: 0.21597270666161802
Position 1051: 0.17484315432898234
Position 317: 0.16865388006918658
Position 3033: 0.1509466912877369
Position 3011: 0.1044727604512515
Position 1095: 0.086675973067696
Position 2099: 0.07241166080461414
Position 867: 0.05981305778412152
Position 751: 0.05937692679150404
Position 4543: 0.04554314598619676
Position 2974: 0.044118730975432854
Position 3150: 0.040874183778657446
Position 2610: 0.038658357230625974
Position 4873: 0.0346370965886451
Position 930: 0.02973148650107919
Position 5390: 0.025355288392770032
Position 1205: 0.020726609604151965
Position 686: 0.019436386453493954
Position 4516: 0.019344727085790648
Position 2963: 0.01751328812447409
Position 51: 0.015959036204207737
Position 2202: 0.014910678965973884
Position 423: 0.014048591543138004
Position 4102: 0.012351749070677102
Position 218: 0.011377627951018958
Position 5395: 0.010958524969273433
Position 3979: 0.009396940173722439
Position 1634: 0.008343864330148899
Position 936: 0.006922003921709129
Position 4979: 0.006828763057536492
Position 1548: 0.006373850880297178
Position 309: 0.006311523534079417
Position 2479: 0.006177144575557061
Position 211: 0.005991565724958729
Position 1250: 0.004989008333777466
Position 270: 0.004912738669420195
Position 5139: 0.003934537081740842
Position 3215: 0.003816490708915931
Position 4300: 0.0037303764160825713
Position 5351: 0.0035996601646856525
Position 3402: 0.003170071253694318
Position 1291: 0.003137001384025427
Position 1931: 0.002641560533991654
Position 2219: 0.002437407821990027
Position 395: 0.002414155085738919
Position 565: 0.0023915682670504726
Position 2282: 0.002232480200361175
Position 4897: 0.0020881789271087843
Position 3636: 0.001977133273101379
Position 1416: 0.001974161816455743
Position 692: 0.001937151792019499
Position 91: 0.0016707116826624455
Position 1116: 0.0016230240567887111
Position 465: 0.0014677595047864892
Position 249: 0.0014215575212280787
Position 99: 0.0012084967410815914
Position 479: 0.0011946860545771969
Position 4827: 0.0011701533951317276
Position 82: 0.0007065534680163018
Position 4869: 0.0006666771868416517
Position 1356: 0.0006530891866002101
