Gene = 3110082J24Rik
index = 46
Annotated 5SS: [  80 1024]
Annotated 3SS: [ 671 2167]
SMsplice 5SS: [  80 2085]
SMsplice 3SS: [1910 2167]
top_k =  500
Partition function (log Z): -7.560016327815012

Sorted 5' Splice Sites (High to Low Probability):
Position 2085: 0.6364954780367293
Position 80: 0.6325391100625742
Position 307: 0.342484171620736
Position 296: 0.12441551087428242
Position 602: 0.05292598637398232
Position 1574: 0.030853235184391512
Position 262: 0.029985258441877452
Position 1024: 0.027240461168542694
Position 120: 0.019297337180099704
Position 236: 0.010396893257809956
Position 1262: 0.0072698106121923
Position 339: 0.007071266039728042
Position 225: 0.006529508026563115
Position 1750: 0.005916348999868769
Position 679: 0.005915949200900767
Position 2058: 0.005627868226768845
Position 1639: 0.00546132454376375
Position 1365: 0.00302012234949205
Position 814: 0.0025851555073527024
Position 1737: 0.0021405178479091177
Position 1995: 0.0016980412971161463
Position 732: 0.0010299658573036496
Position 2068: 0.0008980044402261239
Position 97: 0.0008655333037094005
Position 1090: 0.000685903266945392
Position 1069: 0.0006485491406645745
Position 583: 0.0004979835369355476
Position 2097: 0.00046998311432518044
Position 2007: 9.604693819084613e-05
Position 122: 2.7278086828298168e-05
Position 124: 2.2111621176775425e-05
Position 523: 1.690065469639223e-05
Position 481: 1.483676151947589e-05
Position 33: 1.3897917921299598e-05
Position 126: 1.2950585321571359e-05
Position 462: 6.6947273472945945e-06
Position 380: 3.220436952440685e-06
Position 474: 1.6255183022529832e-06
Position 444: 1.4406443679215118e-06
Position 279: 9.180735048193148e-07
Position 141: 8.355836853401439e-07
Position 128: 4.7352159044086066e-07
Position 130: 3.5967504929886286e-07
Position 5: 3.5767115372143204e-07
Position 586: 1.9210154933925595e-07
Position 606: 4.148695089746531e-08
Position 214: 3.579191818247307e-08
Position 148: 3.10027580833716e-08
Position 282: 2.8812064399137063e-08
Position 185: 2.4151927170416186e-10
Position 193: 4.857468361344476e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2167: 0.7556201711128611
Position 1910: 0.49344259264674695
Position 168: 0.18139529725685177
Position 1995: 0.17260425013629377
Position 1861: 0.08155910419267265
Position 671: 0.07658214429496173
Position 1465: 0.03655383777999607
Position 1956: 0.03279269668885171
Position 203: 0.019417555753805004
Position 1573: 0.016278766564563174
Position 2229: 0.012182497091529527
Position 210: 0.011714458707488105
Position 1121: 0.011349970471917587
Position 2238: 0.005927823796965647
Position 1331: 0.0054722384991162665
Position 403: 0.00464966904539234
Position 427: 0.0045494785554162625
Position 2268: 0.0039041439439884244
Position 532: 0.003532080572878147
Position 462: 0.0034261683583247807
Position 180: 0.002982256163867936
Position 577: 0.002483197314079502
Position 230: 0.002287142884531505
Position 185: 0.0018832498152890744
Position 1676: 0.0017579672685984573
Position 1885: 0.001570127025941941
Position 2382: 0.0013470886741442259
Position 391: 0.0012634414627802802
Position 1744: 0.0012491851603066318
Position 890: 0.0010032695363098314
Position 1143: 0.0010013520886698404
Position 2134: 0.0009595733704616373
Position 764: 0.0008512120831949992
Position 2172: 0.0007868692437168741
Position 2208: 0.0007781763179531102
Position 910: 0.0007557457846876881
Position 2188: 0.0007300997485405417
Position 487: 0.0007270966044227699
Position 759: 0.0006147187659975619
Position 1534: 0.0005875418122858265
Position 538: 0.0005230327741326181
Position 785: 0.0004911863620877111
Position 535: 0.00040960925815750374
Position 508: 0.00040260469926624905
Position 962: 0.0003952447568353033
Position 852: 0.00039283166298371747
Position 842: 0.00034250443605682047
Position 1961: 0.00032012065127904135
Position 363: 0.00028723003763713367
Position 2088: 0.0002817767500369471
Position 2244: 0.00027746903818611824
Position 696: 0.00022855052704244725
Position 2281: 0.00022578312308775585
Position 1749: 0.00020199491865074894
Position 1023: 0.0002011861221018908
Position 495: 0.00018652279586727443
Position 2029: 0.0001709795067538814
Position 220: 0.00014165523344412788
Position 773: 0.00014145733438968746
Position 1480: 0.00014108606106248825
Position 235: 0.00011975425090570397
Position 353: 0.00010954109218882363
Position 2146: 9.988824011312685e-05
Position 737: 9.936985730456358e-05
Position 544: 8.173009134420557e-05
Position 253: 7.443752882396238e-05
Position 1550: 7.047393780547398e-05
Position 624: 5.780471873894722e-05
Position 2397: 4.374037093159545e-05
Position 1176: 1.986646706497467e-05
Position 288: 1.7052433421271684e-05
Position 498: 1.531392903622867e-05
Position 375: 8.648663739115664e-06
Position 393: 6.215917741495296e-06
Position 306: 5.1014253213391484e-06
Position 265: 4.626448002848555e-06
Position 246: 4.274877435236189e-06
Position 606: 2.218047933605953e-06
Position 290: 1.921393872205179e-06
Position 581: 1.6551469921412913e-06
Position 731: 1.387867033625133e-06
Position 547: 1.231463076308054e-06
Position 313: 6.753748351120626e-07
Position 271: 5.257829226216231e-07
Position 409: 4.2328031057988567e-07
Position 335: 3.165898291057326e-07
Position 557: 2.3770088854098307e-07
Position 615: 3.826067574518604e-08
Position 311: 7.297574530299445e-10
Position 327: 3.702086795012469e-10
Position 113: 3.4362440158495256e-10
Position 321: 1.3306473530123747e-10
Position 136: 3.424579422792864e-11
Position 118: 1.0767412899464984e-12
Position 109: 6.511351592936412e-15
Position 71: 3.5136040677679916e-15
