Gene = Rnf141
index = 907
Annotated 5SS: [  119  7381 10721 19241 23204]
Annotated 3SS: [ 7186 10611 19058 23095 27606]
SMsplice 5SS: [  441  2908  6791  7295 10721 19241 20304 23204]
SMsplice 3SS: [ 2815  6704  7186 10611 19058 20208 23095 27646]
top_k =  500
Partition function (log Z): -6.208698618167164

Sorted 5' Splice Sites (High to Low Probability):
Position 10721: 0.9692229816249153
Position 19241: 0.9164428471680701
Position 20304: 0.8633089145973593
Position 7295: 0.7731530708288202
Position 2908: 0.7300164081271622
Position 23204: 0.6004527746290141
Position 3887: 0.5894020214081894
Position 6791: 0.5429177041822807
Position 441: 0.49845928090118646
Position 3456: 0.39517540465756323
Position 4036: 0.3540456835303894
Position 21031: 0.34962862110117693
Position 659: 0.3094055875280122
Position 19688: 0.29670393446996607
Position 119: 0.25224547687474
Position 2142: 0.2054464780246289
Position 19897: 0.1920162307201018
Position 12431: 0.16713095832086186
Position 5449: 0.11376837133526627
Position 7049: 0.10961293917168156
Position 19726: 0.08042843954054477
Position 7449: 0.06785543853742546
Position 6816: 0.06612733609002955
Position 19347: 0.0651194318544245
Position 13625: 0.06147804188394598
Position 3252: 0.05520379339351221
Position 13581: 0.04595813923484449
Position 11685: 0.036239221630310556
Position 7468: 0.032226888132954996
Position 13618: 0.02967135611696597
Position 7381: 0.02938150446238563
Position 6939: 0.029056837829996636
Position 2913: 0.02346132765678797
Position 13829: 0.020595651791188586
Position 5271: 0.018139219724853498
Position 8923: 0.01754914355686763
Position 91: 0.016354253024644435
Position 2656: 0.012065372648267497
Position 2816: 0.011772218859711992
Position 6864: 0.011018152520408938
Position 11867: 0.010894476547405423
Position 3357: 0.01023943033891144
Position 2717: 0.010184656273834226
Position 10726: 0.010087557673252194
Position 7316: 0.009674653168309559
Position 21277: 0.00958579888696549
Position 17: 0.009204725520472735
Position 19853: 0.008306022135486726
Position 21193: 0.007767152840067922
Position 11437: 0.007492249089740721
Position 171: 0.006764014288241417
Position 2000: 0.006231777027511517
Position 2822: 0.005707077552977874
Position 13740: 0.005636651208383859
Position 23237: 0.005088761920016302
Position 1107: 0.004275120625562744
Position 20384: 0.0036576817452086802
Position 21716: 0.0034761444743348475
Position 428: 0.0034752958073731204
Position 209: 0.0028868206360720427
Position 976: 0.0028606249318948087
Position 3036: 0.002840187920960757
Position 817: 0.0025644226531505057
Position 6804: 0.0024930069808823327
Position 5155: 0.0022828407016748415
Position 808: 0.0021107064929255584
Position 3710: 0.0017695310498681695
Position 2670: 0.0016999410699439254
Position 11591: 0.0015988495640484335
Position 2309: 0.0015796739102906785
Position 334: 0.0014771286212607382
Position 10658: 0.0014529381355053404
Position 179: 0.001179554274078532
Position 1657: 0.0010373625846063497
Position 21451: 0.0009888038912346292
Position 2996: 0.0009584869896054817
Position 1206: 0.0008782785248530582
Position 2560: 0.0008469772538119787
Position 802: 0.0008431363664431246
Position 147: 0.0006835801160499697
Position 416: 0.0005554474670384806
Position 19339: 0.0005361267538304783
Position 4095: 0.0005245368376625454
Position 12217: 0.0005101874136943903
Position 1721: 0.0004674102087382108
Position 633: 0.0004313417790994903
Position 2292: 0.0003693636054532959
Position 1386: 0.0003374156786613618
Position 10709: 0.00027655005901115395
Position 10700: 0.00022286361155510662
Position 12553: 0.00021675047513657002
Position 2991: 0.00020079660839970512
Position 424: 0.0001249886851311781
Position 468: 9.953539751963462e-05
Position 302: 9.44673552786242e-05
Position 289: 2.7151152804739254e-05
Position 350: 2.6345768864935412e-05
Position 385: 2.607123467669947e-05
Position 347: 2.55856988920704e-05
Position 57: 2.3483674497538275e-05
Position 315: 1.5931780204358504e-05
Position 82: 1.55913650903658e-05
Position 26: 1.3207472131841226e-05
Position 321: 1.0666994851661776e-05
Position 149: 9.331489143014585e-06
Position 211: 6.41773199414992e-06
Position 654: 4.023572120723676e-06
Position 829: 2.0177132377374716e-06
Position 245: 6.855293263686109e-07
Position 186: 6.235733335828369e-07
Position 84: 5.542902553235437e-07
Position 843: 3.457962995423716e-07
Position 589: 2.1965015236046478e-07
Position 663: 1.16273252421735e-07
Position 569: 6.536947241737493e-08
Position 490: 1.656049384673241e-08
Position 530: 1.4260176406994012e-08
Position 8: 6.7693704482723e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 19058: 0.985062648940311
Position 10611: 0.9703299881080915
Position 7186: 0.9102012538214215
Position 20208: 0.8408049009914755
Position 2815: 0.6947869000495133
Position 6704: 0.6676498390159906
Position 3758: 0.541384122317802
Position 23095: 0.528420151267689
Position 19571: 0.41103217501070205
Position 3326: 0.40834092846976994
Position 27646: 0.23228533793598824
Position 20854: 0.21470000306706752
Position 3971: 0.20047151502114252
Position 27606: 0.19348877934305034
Position 13495: 0.1643959907586743
Position 20940: 0.13581670134293372
Position 22201: 0.13435955900361773
Position 19589: 0.12927675858672794
Position 1987: 0.12406506374060648
Position 3782: 0.12262466566238502
Position 5333: 0.1137683713352662
Position 12326: 0.09428255687124343
Position 25205: 0.08767168372617544
Position 12134: 0.06552436157528817
Position 24762: 0.06363468562129114
Position 2037: 0.058977763790270116
Position 3991: 0.05063612591033126
Position 22926: 0.049854433323971194
Position 23176: 0.04937019491116063
Position 543: 0.048267927639648385
Position 2783: 0.04607458997333944
Position 569: 0.04223176264484288
Position 25298: 0.04143662082929463
Position 6684: 0.03881454461161267
Position 25668: 0.03467328398074486
Position 23330: 0.0337417768908026
Position 20252: 0.030443259398357167
Position 6972: 0.027202200925053904
Position 23792: 0.02608272750910341
Position 2069: 0.025055112709079615
Position 19816: 0.024881686996308317
Position 6986: 0.024629732289291398
Position 3057: 0.023668370452919616
Position 3596: 0.022605852311282
Position 2768: 0.02199832438855057
Position 5070: 0.020422060426528343
Position 21236: 0.020031864572755183
Position 25168: 0.019501030655337957
Position 3091: 0.0192336575046475
Position 19679: 0.017881047597128646
Position 11535: 0.016471653378943175
Position 25812: 0.015026910717984811
Position 21450: 0.011802628927182202
Position 20917: 0.011400560373130513
Position 10477: 0.01093406878555721
Position 11684: 0.00966578319678873
Position 2574: 0.009331589862042864
Position 21193: 0.009071228499532217
Position 8875: 0.008972086728469683
Position 2559: 0.008942950206733788
Position 8852: 0.008577056828397954
Position 727: 0.008423647437319982
Position 2552: 0.007718992403759726
Position 20762: 0.007283887761794857
Position 11516: 0.006519812679962233
Position 11569: 0.006236959794523672
Position 11399: 0.006093753690186064
Position 12357: 0.006058053059977801
Position 26371: 0.005180951652167092
Position 20142: 0.0049892803593998
Position 2787: 0.004759207428239839
Position 20809: 0.004529567504193153
Position 21682: 0.004522112045630137
Position 11591: 0.004386843633940453
Position 2737: 0.00435682604789024
Position 22142: 0.004274533043947323
Position 19472: 0.004255093543167385
Position 19383: 0.003447439491826877
Position 23295: 0.003375873940919558
Position 657: 0.0033297148577847136
Position 326: 0.0032851542367642846
Position 7026: 0.0029296599333315677
Position 3095: 0.0027562574480102815
Position 11323: 0.002707739618922608
Position 25056: 0.002438282212453968
Position 3060: 0.0024204036913984006
Position 11247: 0.0023791947493574704
Position 249: 0.0023349255328553595
Position 2819: 0.002320697447231891
Position 1892: 0.002250403461009729
Position 3870: 0.002211979144671622
Position 20486: 0.002156618783327139
Position 20425: 0.002105430037677302
Position 7224: 0.002090457100931659
Position 20878: 0.0020392305902948173
Position 2521: 0.0019689216255044896
Position 12362: 0.0018225893345557812
Position 594: 0.001820594411652904
Position 3844: 0.0016270876918889462
Position 3054: 0.0014234615395858322
Position 2216: 0.0013283967888044594
Position 11798: 0.0012307849349625706
Position 916: 0.0011295807309642028
Position 1656: 0.0009760959946355284
Position 995: 0.0009374635822752963
Position 1600: 0.0008890272257938292
Position 294: 0.0008126695800415093
Position 897: 0.0007470978118620677
Position 2581: 0.0007264982417773094
Position 3035: 0.0006767805444828619
Position 3252: 0.0006030727955776823
Position 680: 0.000577451614857768
Position 1477: 0.000566597226269697
Position 2971: 0.0005101896282677478
Position 520: 0.000491868212352442
Position 962: 0.00044960137236430925
Position 1941: 0.00044448958619717485
Position 2455: 0.00042267608258749726
Position 1082: 0.00040521076723719227
Position 160: 0.0003620429033311784
Position 2107: 0.0003508745514190438
Position 11521: 0.00034988277828574947
Position 1279: 0.00034517641082092854
Position 3192: 0.00030978131847180445
Position 505: 0.0002832835539113161
Position 3713: 0.0002784790973643882
Position 4061: 0.00027069318812626643
Position 759: 0.00025643762310987277
Position 1848: 0.00022704370831014108
Position 12454: 0.00021675047513657002
Position 499: 0.00021140555201434148
Position 2679: 0.0002006473864221868
Position 11254: 0.00018447995997829023
Position 3026: 0.0001379273280300547
Position 227: 0.00013693597294386691
Position 207: 0.00011677669406372985
Position 779: 0.00011479299113947431
Position 3634: 0.00010208621224326581
Position 357: 9.232571928574885e-05
Position 3063: 9.09933719040075e-05
Position 2152: 8.952556465300719e-05
Position 488: 8.313639316164349e-05
Position 613: 7.89939414806364e-05
Position 518: 7.673138525070912e-05
Position 182: 6.6431754942383e-05
Position 1621: 1.694071894519058e-05
Position 15050: 1.5364074991748573e-05
Position 480: 1.4570982431339129e-05
Position 14502: 1.0734309094607884e-05
Position 14030: 1.024375536982258e-05
Position 369: 9.233087317332307e-06
Position 633: 8.877955439915027e-06
Position 236: 6.698142263090387e-06
Position 13547: 6.631647639847949e-06
Position 1404: 5.518190427529382e-06
Position 1178: 4.694209155349183e-06
Position 859: 4.592804317805144e-06
Position 229: 4.410160511924697e-06
Position 10882: 2.9600141506316773e-06
Position 13077: 2.2998647922385253e-06
Position 2075: 2.0517563124488062e-06
Position 11019: 1.8204414023774265e-06
Position 360: 1.1690033665067287e-06
Position 201: 8.140464037566576e-07
Position 10977: 7.128376695556304e-07
Position 416: 5.543818238733388e-07
Position 232: 5.094332308145635e-07
Position 362: 4.6601030659168896e-07
Position 186: 3.448247417443475e-07
Position 191: 3.0705312316710863e-07
Position 413: 2.2563799414244236e-07
Position 435: 2.009822886995621e-07
Position 514: 1.604421651728603e-07
Position 131: 1.274795132123823e-07
Position 376: 1.2047432347932173e-07
Position 382: 6.300535344242599e-08
Position 371: 2.8574374104525773e-08
Position 461: 2.196413281871573e-08
Position 97: 1.6235523368600083e-08
Position 421: 1.5589607918259752e-08
Position 440: 1.556684552595713e-08
Position 179: 1.5176688190251303e-08
Position 432: 1.3668716844938387e-08
Position 100: 1.1446926944412384e-08
Position 123: 5.9903744506770254e-09
Position 102: 5.62890561938683e-09
Position 437: 5.113214475332662e-09
Position 450: 1.602831565576345e-09
