Gene = Odam
index = 777
Annotated 5SS: [  18  734  867 1575 2522 2956 4439 5106 6395 7440 7713]
Annotated 3SS: [ 667  824 1526 2290 2910 4336 5057 6322 7286 7653 8659]
SMsplice 5SS: [  18  734 2522 2956 4439]
SMsplice 3SS: [ 667 2290 2910 4336 8884]
top_k =  500
Partition function (log Z): -2.1105042265071146

Sorted 5' Splice Sites (High to Low Probability):
Position 18: 0.8882749626042235
Position 2956: 0.877098253710622
Position 2522: 0.841556469675886
Position 734: 0.810383588010936
Position 4439: 0.7818906497657275
Position 1575: 0.47984533683847697
Position 7440: 0.35835753933381126
Position 369: 0.2967324814205691
Position 6395: 0.2220552957864356
Position 1634: 0.15854625841548603
Position 5106: 0.14774241824269904
Position 867: 0.052577757485053646
Position 4485: 0.046887808980418735
Position 2435: 0.03362292663712945
Position 2561: 0.031403995274668396
Position 13: 0.028090056306488236
Position 5915: 0.025915202163725733
Position 950: 0.022047869906514247
Position 983: 0.011004718056739048
Position 7713: 0.01012267911005256
Position 7455: 0.009011444486523575
Position 6452: 0.008312758631535517
Position 1329: 0.0074578455127692666
Position 3340: 0.006782680513798024
Position 8672: 0.006750297709394118
Position 2351: 0.0035607624558506136
Position 132: 0.003397375719478392
Position 1683: 0.002303859471052763
Position 4444: 0.002246319917124149
Position 117: 0.0022305440104681724
Position 353: 0.002185336121054958
Position 903: 0.0018846965478145654
Position 1585: 0.001812406988211728
Position 8736: 0.0018041691938208352
Position 2569: 0.0016801439455774462
Position 42: 0.0012840113764592583
Position 3772: 0.0012547653670541147
Position 1107: 0.0012390377259243119
Position 576: 0.0010997028239457319
Position 954: 0.000948740218554784
Position 231: 0.0007299787548135496
Position 152: 0.0005788231347914301
Position 3885: 0.00045843666309696856
Position 495: 0.00041657869815863623
Position 1591: 0.00028799538400401076
Position 1703: 0.00022568711512114417
Position 1343: 0.0002060740492217065
Position 439: 0.0002053128364446265
Position 2646: 0.00017280935772590728
Position 357: 0.00015394288719426183
Position 2526: 0.00015143255269714018
Position 579: 0.0001450814765140993
Position 668: 0.00012631331954411921
Position 1842: 0.00012463638404916868
Position 557: 9.817828673295583e-05
Position 1322: 7.762921387624524e-05
Position 154: 7.485456741987596e-05
Position 1549: 6.286081811293828e-05
Position 162: 6.050455152142204e-05
Position 2368: 5.9282303976833755e-05
Position 1387: 5.8442282663145386e-05
Position 211: 5.615099903459373e-05
Position 245: 4.98793311816473e-05
Position 398: 3.458632260976264e-05
Position 524: 2.558075750706648e-05
Position 88: 2.522988113350287e-05
Position 1111: 2.4818244797525636e-05
Position 1115: 2.394626474363842e-05
Position 1113: 2.0152539129703208e-05
Position 204: 9.894614948139164e-06
Position 608: 9.484830055896482e-06
Position 92: 5.002952608388509e-06
Position 45: 4.677391531194676e-06
Position 98: 3.429245841847679e-06
Position 3039: 2.9831739015072615e-06
Position 1919: 1.9404164511407584e-06
Position 740: 1.1686930892423454e-06
Position 630: 1.1240854517350419e-06
Position 214: 1.0589592763313597e-06
Position 738: 6.499520601442215e-07
Position 1090: 4.878565769567609e-07
Position 748: 4.0856546877143995e-07
Position 1596: 1.8018809509518628e-07
Position 907: 6.247716971639564e-08
Position 259: 8.684507559272452e-11
Position 299: 2.906651350697829e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2910: 0.8535827604162348
Position 2290: 0.7987815004170935
Position 4336: 0.761775574804544
Position 667: 0.5663107812605225
Position 7286: 0.42270320762067154
Position 1526: 0.4038581076027551
Position 8884: 0.3913067965162885
Position 8659: 0.3887750007138037
Position 6322: 0.24318182856838502
Position 283: 0.1778387919190618
Position 1471: 0.14863017845334192
Position 575: 0.14156741615507237
Position 5057: 0.10519902947454113
Position 214: 0.08710713664969547
Position 1400: 0.07380236876216154
Position 824: 0.07299923323970482
Position 5825: 0.04266528220893946
Position 713: 0.03782734820330203
Position 2335: 0.037347346300230184
Position 4345: 0.03623032998096181
Position 2387: 0.03251811217875135
Position 4258: 0.030707870841488998
Position 7231: 0.029230008960003342
Position 7653: 0.026607262901584442
Position 7788: 0.02583284849220357
Position 2416: 0.02399855429299514
Position 5000: 0.019623196765551073
Position 2766: 0.015007866474218121
Position 1239: 0.014439565133563604
Position 642: 0.01145847810633062
Position 2434: 0.010495831794404204
Position 468: 0.010390498038654113
Position 4689: 0.008499826020584782
Position 4952: 0.0079874157881923
Position 6901: 0.007130685758620436
Position 2338: 0.0070762177798227854
Position 623: 0.006986842250606394
Position 4824: 0.006814812842626635
Position 4870: 0.006755309728043748
Position 8363: 0.006385008758146927
Position 2705: 0.006294096429633354
Position 5186: 0.00556107309927006
Position 3145: 0.005530477493389911
Position 1568: 0.005389244343725107
Position 6368: 0.005097563454811164
Position 4933: 0.004778439781878078
Position 4381: 0.004284289723365673
Position 6928: 0.003884754095852967
Position 2748: 0.0035554386740367944
Position 7413: 0.003499298950971809
Position 596: 0.003469700018593238
Position 4551: 0.002757467123751672
Position 3039: 0.0023265314233869173
Position 2256: 0.0022889975194029365
Position 4895: 0.002242872302301148
Position 521: 0.002191843674111475
