Gene = Mesd
index = 671
Annotated 5SS: [ 476 3763]
Annotated 3SS: [3529 5749]
SMsplice 5SS: [ 476 3763 6028]
SMsplice 3SS: [3529 5749 7541]
top_k =  500
Partition function (log Z): -5.956819924421829

Sorted 5' Splice Sites (High to Low Probability):
Position 3763: 0.9684555280985438
Position 476: 0.7559014914580644
Position 6028: 0.6387479679407231
Position 68: 0.431036835713501
Position 7659: 0.16721604436185108
Position 3140: 0.14221143613680534
Position 6463: 0.13870142623623413
Position 6421: 0.12051466905298788
Position 5826: 0.07735978045397282
Position 6505: 0.07197446728576137
Position 2571: 0.06218860597737345
Position 8351: 0.05238534463995426
Position 875: 0.04618887802832608
Position 4883: 0.04429444086029017
Position 1321: 0.04328014874127206
Position 1748: 0.042825627918477875
Position 63: 0.03604511390237136
Position 120: 0.03407409725327675
Position 2486: 0.03397301284528
Position 5840: 0.028428523569699337
Position 6547: 0.02811308350434713
Position 135: 0.027614163954784086
Position 6407: 0.016623044223365666
Position 4319: 0.014703355789467952
Position 7189: 0.012717513785895756
Position 5870: 0.012472024898572931
Position 8743: 0.010896922498540238
Position 7626: 0.010486104119107876
Position 2635: 0.009844041677382799
Position 5680: 0.00839479277428341
Position 3782: 0.00823385694080127
Position 789: 0.008221755302509634
Position 6724: 0.008093521976535727
Position 2840: 0.007648621880329441
Position 4743: 0.0057157027885762456
Position 4704: 0.004346639580106329
Position 304: 0.00408841420366814
Position 1580: 0.003925011445370791
Position 981: 0.0038847732564586193
Position 110: 0.0037328339565991073
Position 5654: 0.0029657262671466443
Position 32: 0.0024145932884218264
Position 793: 0.0021081071516397543
Position 5624: 0.002078237112435007
Position 7429: 0.0020443545006870773
Position 998: 0.0019378526724313089
Position 2875: 0.001917399072221988
Position 2676: 0.0017809047483754907
Position 713: 0.0017011106757215185
Position 1841: 0.0013907199522815176
Position 2425: 0.0013197710484654343
Position 1110: 0.0011921207370428012
Position 2334: 0.0009281041562184858
Position 482: 0.0005127124615595575
Position 3136: 0.0004561052759078396
Position 3145: 0.0004458699924915683
Position 3729: 0.0004448844616207107
Position 858: 0.00036995438620196025
Position 4592: 0.00028708818345474013
Position 196: 0.0001991476604723402
Position 267: 0.00013721881110852023
Position 142: 0.00012598134994700808
Position 130: 0.00012444101536198519
Position 147: 7.521397689809051e-05
Position 317: 5.711384679636095e-05
Position 5545: 5.6051183416881424e-05
Position 6661: 3.919065750471963e-05
Position 215: 3.2973844242434226e-05
Position 469: 3.242759722512756e-05
Position 2170: 3.0300823557700583e-05
Position 4073: 2.707860806069837e-05
Position 480: 2.038686187477826e-05
Position 13: 2.01013348262358e-05
Position 250: 6.208997544743469e-06
Position 4265: 5.0629638696341835e-06
Position 233: 3.391328913307964e-06
Position 1232: 3.316979633129061e-06
Position 621: 3.0863815726067185e-06
Position 331: 2.099124959362172e-06
Position 271: 1.350719692238385e-06
Position 325: 1.304025325758911e-06
Position 613: 1.0176450909646133e-06
Position 678: 6.417233306692172e-07
Position 1121: 4.0416541680840474e-07
Position 768: 3.8065412445250865e-07
Position 680: 3.578755385840589e-07
Position 599: 3.489109906162625e-07
Position 3786: 3.2491796728042144e-07
Position 866: 3.1682053853730296e-07
Position 878: 3.063514010965719e-07
Position 786: 2.4320775293845503e-07
Position 333: 2.2278830861644477e-07
Position 639: 1.3887210427043036e-07
Position 349: 1.0042792174339085e-07
Position 735: 7.91577413726995e-08
Position 627: 5.803764455153724e-09
Position 568: 5.736588218645905e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3529: 0.9384593250539446
Position 5749: 0.669863675677524
Position 7541: 0.4728623361515407
Position 6313: 0.25650457953564987
Position 242: 0.18376027917983526
Position 8643: 0.1789414274639222
Position 6937: 0.1542477132121582
Position 3044: 0.10293901892430349
Position 5708: 0.08778666686099657
Position 8114: 0.07033915005606267
Position 8167: 0.06691941626698783
Position 2423: 0.06407682009610989
Position 303: 0.05921093395369391
Position 765: 0.04564421327846136
Position 6294: 0.0414879363487632
Position 5497: 0.04135893966769405
Position 6421: 0.03787071134170519
Position 7278: 0.036783665797408154
