Gene = Dkkl1
index = 337
Annotated 5SS: [ 368  723 1793 2011]
Annotated 3SS: [ 552 1651 1920 4224]
SMsplice 5SS: [ 368 1793 2011]
SMsplice 3SS: [1651 1920 2252]
top_k =  500
Partition function (log Z): -1.3572283605739957

Sorted 5' Splice Sites (High to Low Probability):
Position 2011: 0.988757769260383
Position 368: 0.7289062414862597
Position 1793: 0.6816333241758067
Position 723: 0.2565951933019923
Position 373: 0.17109645920797645
Position 36: 0.1090133007565674
Position 202: 0.06695328009747092
Position 2796: 0.05707793316915539
Position 459: 0.0421532397138947
Position 3111: 0.015866507137853234
Position 1244: 0.014501778448613972
Position 2572: 0.013563838633760593
Position 3024: 0.012982362598869014
Position 1166: 0.010955884972749347
Position 1871: 0.010023599680823548
Position 304: 0.007959036925547204
Position 4430: 0.007599178559923865
Position 117: 0.007566543126444844
Position 943: 0.006924935588330505
Position 186: 0.005521937255930006
Position 112: 0.005499770549541364
Position 3803: 0.004397365364389349
Position 2886: 0.0043095535769134595
Position 2034: 0.003212064598060449
Position 4130: 0.0028293274301440137
Position 167: 0.0027703549870922318
Position 3099: 0.00210530672873751
Position 328: 0.0020237460410917215
Position 3082: 0.0019325686404665446
Position 834: 0.0019144501592619511
Position 60: 0.0018939647131330066
Position 2764: 0.0012705861830291539
Position 3065: 0.0012051236667990893
Position 4530: 0.0011240770841651922
Position 386: 0.001112121473807123
Position 1502: 0.0009172892730410086
Position 159: 0.000866454169827272
Position 300: 0.0008370862899537905
Position 164: 0.0008104609249704735
Position 985: 0.0007837998793889155
Position 886: 0.0006485622994081152
Position 1079: 0.000633939978017881
Position 671: 0.00047461212585032237
Position 4303: 0.00045388043950993543
Position 3271: 0.0004207583531684361
Position 260: 0.00036288820976927466
Position 73: 0.00034382248611858986
Position 65: 0.0003361723345000529
Position 1888: 0.00022655273669187063
Position 188: 0.00013445354696844955
Position 1303: 0.0001334573635159269
Position 136: 0.0001309571291792232
Position 98: 0.000122135496235401
Position 645: 9.006370490215188e-05
Position 1390: 7.091389026504166e-05
Position 727: 5.8358608453441e-05
Position 1325: 5.604072230073403e-05
Position 314: 4.833595102238962e-05
Position 519: 4.806419060394897e-05
Position 190: 4.712577282034142e-05
Position 491: 4.6499417290656595e-05
Position 199: 3.922061557835234e-05
Position 706: 3.772172998957412e-05
Position 2452: 3.7706387741050436e-05
Position 2333: 3.3338352457873934e-05
Position 1623: 3.0241629778357235e-05
Position 477: 1.7018006085719435e-05
Position 81: 1.5727481424546164e-05
Position 572: 1.2421163416996577e-05
Position 2842: 1.1293582144192613e-05
Position 121: 8.826831796435068e-06
Position 18: 8.531789343475194e-06
Position 2405: 7.5525187752824695e-06
Position 336: 5.1537007373108136e-06
Position 3700: 4.312557306743661e-06
Position 316: 2.725188731566594e-06
Position 51: 1.9620858406774274e-06
Position 75: 1.2709549818546976e-06
Position 2157: 1.1862509215430882e-06
Position 218: 1.0972918222838537e-06
Position 2114: 8.156135846525052e-07
Position 2106: 7.891125229813133e-07
Position 225: 4.77033200338124e-07
Position 2036: 3.480523443657604e-07
Position 114: 2.8133201139399e-07
Position 2089: 9.790068881831178e-08
Position 2148: 8.748216659964726e-08
Position 1921: 8.283000400225923e-08
Position 338: 5.876260159876079e-10
Position 2253: 2.532146962374902e-10
Position 1945: 2.0266395609462932e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1920: 0.979168896653074
Position 1651: 0.6940885254068732
Position 4224: 0.2900701448860168
Position 2252: 0.2448427341130437
Position 2976: 0.2395361857295078
Position 552: 0.18140924716948414
Position 272: 0.09170355724095944
Position 2685: 0.052173338222794026
Position 659: 0.0496406950538058
Position 3913: 0.047265180887173686
Position 279: 0.031238468393993926
Position 4266: 0.031133197699877588
Position 260: 0.030466226257592068
Position 4514: 0.022833794015641996
Position 3444: 0.01675286975679758
Position 2748: 0.016693779426448885
Position 656: 0.01398125657944258
Position 2723: 0.012881514912786999
Position 2708: 0.01118012528992384
Position 4126: 0.01078544407776711
Position 2089: 0.010623502286369806
Position 2373: 0.009988520545854914
Position 2176: 0.008900956947310627
Position 3626: 0.008826196078407166
Position 1963: 0.008671216125019952
Position 2916: 0.008567181514796475
Position 2333: 0.007920465199527164
Position 976: 0.007765317134506365
Position 4291: 0.00753879362104231
Position 3970: 0.005874568358082857
Position 932: 0.00555611692161141
Position 4323: 0.005430105373086478
Position 489: 0.005259180193195477
Position 4112: 0.005017059644392441
Position 1030: 0.0049137216965177925
Position 1071: 0.0043177889320429475
Position 284: 0.0032998674691499886
Position 3006: 0.0032264768899606987
Position 686: 0.003092043038074958
Position 214: 0.0030633570024488203
Position 3223: 0.0030334041003635117
Position 4269: 0.002809323989557023
Position 2549: 0.0027091901717401523
Position 2396: 0.0025530111794327113
Position 4599: 0.0025041763834159564
Position 4302: 0.002265839138621625
Position 3485: 0.0022263857401381517
Position 3829: 0.001968730225532073
Position 4356: 0.0019356729806987573
Position 3271: 0.0019160874172251046
Position 4123: 0.0017807411709028949
Position 3920: 0.0015999805291665018
Position 1716: 0.0015492568911880797
Position 3326: 0.0014542752200040864
Position 1000: 0.0014372310505814064
Position 3022: 0.0013811459383888823
Position 4398: 0.0013648148086511996
Position 2931: 0.001345384447669273
Position 830: 0.0013439264056695156
Position 1939: 0.0012377414074282002
Position 1861: 0.0011767099279321768
Position 583: 0.0010479738919871575
Position 1935: 0.0009725237038108144
Position 2114: 0.0009710983293223327
Position 3153: 0.0009305231294039948
Position 3173: 0.0009296297331577313
Position 133: 0.0009277533077857316
Position 875: 0.0008919402514742326
Position 323: 0.0008708234988171056
Position 346: 0.0008308063510764241
Position 3639: 0.0008304814228783339
Position 700: 0.0007636439802253773
Position 2349: 0.0006746566922201774
Position 2500: 0.0006543859675816592
Position 1075: 0.0006403963529052261
Position 179: 0.0006246904946604033
Position 3033: 0.0006011964116181738
Position 3448: 0.0005792955330943402
Position 3247: 0.0005634515098349145
Position 1706: 0.0005463739224685835
Position 225: 0.0005447331312329919
Position 2261: 0.0005184814473744963
Position 723: 0.0005018742155565411
Position 1078: 0.000491875345566841
Position 1467: 0.0004529374007623682
Position 4378: 0.0004358588792475118
Position 706: 0.00043308523891187037
Position 882: 0.0004116168550690757
Position 1141: 0.0003760402727511601
Position 1058: 0.00035953320430605616
Position 1808: 0.00030903499524870975
Position 1447: 0.00027669764017069164
Position 2785: 0.0002693690443380682
Position 2122: 0.00026888892184294985
Position 3802: 0.0002641585564908964
Position 3793: 0.0002639811842972423
Position 3228: 0.0002575593497699889
Position 2466: 0.00024932130348153173
Position 1844: 0.00024599468348663277
Position 436: 0.00023220429503744246
Position 1729: 0.00022744151988159762
Position 1870: 0.0002258346393900874
Position 2689: 0.00022406344031965583
Position 458: 0.000220254366906385
Position 4527: 0.00021914483103319295
Position 4476: 0.0002130373623326817
Position 349: 0.00020343785938468868
Position 235: 0.0001997924660286393
Position 453: 0.00019339972989456435
Position 3209: 0.00018284732357717277
Position 1619: 0.00017654912486002338
Position 148: 0.00016793860605329744
Position 1273: 0.0001366431240015166
Position 3724: 0.00013517962533397108
Position 1773: 0.0001325024744646136
Position 167: 0.00012957451310543943
Position 2207: 0.00012878721521362107
Position 109: 0.00012847009660391106
Position 2450: 0.00011876110545081191
Position 841: 0.00011464703227016201
Position 2695: 0.00011246241278256179
Position 1145: 0.00011217207216766301
Position 343: 0.00010955955498094613
Position 1501: 0.00010296780046007768
Position 3669: 0.00010250139347393319
Position 1783: 9.70748329678723e-05
Position 1944: 9.644630446285332e-05
