Gene = Scg2
index = 950
Annotated 5SS: [165]
Annotated 3SS: [3101]
SMsplice 5SS: [165]
SMsplice 3SS: [230]
top_k =  500
Partition function (log Z): -7.412271790750949

Sorted 5' Splice Sites (High to Low Probability):
Position 165: 0.9993272360626102
Position 879: 0.1494128838255875
Position 4808: 0.13544356137972238
Position 315: 0.08509911934888605
Position 4341: 0.04990306776663412
Position 2527: 0.035988210377355244
Position 983: 0.03141306774471753
Position 397: 0.01929087530044715
Position 3914: 0.01639144607363951
Position 1071: 0.013972084273309069
Position 418: 0.011046496400268084
Position 317: 0.009324321343074872
Position 2929: 0.008578674082235727
Position 451: 0.008166190281659652
Position 4069: 0.005935754891154096
Position 339: 0.004618306820741051
Position 389: 0.002967367514484594
Position 456: 0.0023786642481771784
Position 2327: 0.0020274861266859636
Position 4359: 0.0017780774356179634
Position 2902: 0.001296047168049921
Position 944: 0.0012337961941842617
Position 1159: 0.0008226765812686364
Position 1414: 0.0005473731682579711
Position 894: 0.0004895301368470165
Position 691: 0.0004253902759651307
Position 88: 0.00032395009287312714
Position 2146: 0.0003072157349664123
Position 888: 0.00013024092666603817
Position 355: 0.00012706796550726512
Position 319: 0.0001196424111146729
Position 433: 0.00011341205341383522
Position 911: 0.00010369102579572476
Position 512: 5.403903031340908e-05
Position 492: 4.7439585568733914e-05
Position 381: 3.081912253253573e-05
Position 472: 2.5084791503060124e-05
Position 25: 2.243048474699468e-05
Position 907: 2.233729778374859e-05
Position 813: 1.4230918591456404e-05
Position 83: 8.856418737558133e-06
Position 30: 4.436384979266897e-06
Position 248: 2.5898756263210715e-06
Position 1963: 2.0077560031183316e-06
Position 494: 1.849322973488525e-06
Position 566: 1.5403565289853547e-06
Position 1262: 1.3886525665092407e-06
Position 720: 1.2379635321273219e-06
Position 584: 1.1322840807233011e-06
Position 209: 8.819230159343398e-07
Position 712: 7.014822837182261e-07
Position 9: 4.2457130126065105e-07
Position 48: 3.1146713829412384e-07
Position 197: 7.716686084462777e-08
Position 36: 1.081868639613934e-08
Position 211: 8.201449359517074e-09
Position 221: 6.770751381357807e-09
Position 626: 2.323846785815509e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 230: 0.32425834055511477
Position 3024: 0.20662795354191896
Position 788: 0.18028405035135964
Position 3101: 0.14501041367155001
Position 4684: 0.09614981604523781
Position 4442: 0.05887177102707047
Position 5174: 0.05661091947226884
Position 5056: 0.05069704360551978
Position 982: 0.04698048798882791
Position 4188: 0.03687664991718935
Position 4494: 0.030057785357700918
Position 2738: 0.026993374593360434
Position 4159: 0.026118191083940683
Position 4715: 0.025371059588566447
Position 5201: 0.02382418049603035
Position 2402: 0.023539956571900635
Position 297: 0.022782263258854556
Position 732: 0.021723200582797447
Position 2266: 0.01675060731287168
Position 858: 0.010787448462086393
Position 4171: 0.010099194329563368
Position 5336: 0.009707621197890537
Position 5072: 0.00807023366291801
Position 562: 0.008067441851458747
Position 3749: 0.007815011999371376
Position 5030: 0.007561354930216305
Position 1345: 0.007535614266738852
Position 3512: 0.007370957909613032
Position 812: 0.007312252224551724
Position 3188: 0.005817688169206793
Position 5006: 0.005748987559140158
Position 3803: 0.005725218382875013
Position 2063: 0.0052309172591177965
Position 510: 0.00428320216621472
Position 3848: 0.003865374091006664
Position 349: 0.003601473814100133
Position 3793: 0.003579335206257042
Position 4198: 0.00356245004673556
Position 1053: 0.0032366759766759116
Position 1124: 0.0030997906373866754
Position 2430: 0.003063284097353437
Position 2066: 0.0027885312219345947
Position 4542: 0.0024627120409707152
Position 2500: 0.0024430000133523846
Position 3731: 0.002315356042790915
Position 3389: 0.0020643296074032203
Position 3208: 0.001975061110336419
Position 3060: 0.0017186502293738322
Position 1842: 0.0017181833202100357
Position 2791: 0.0017095413600190248
Position 2984: 0.0016306127643699458
Position 4829: 0.0016187239561390213
Position 3149: 0.0013045956997721755
Position 701: 0.0012706027658635256
Position 5297: 0.0012577325858302512
Position 2291: 0.001060398115961161
Position 1938: 0.0010449047464354054
Position 1206: 0.0010281204527218886
Position 2831: 0.0009058219574237485
Position 2773: 0.0008939497246172283
Position 5130: 0.000833118534437718
Position 1027: 0.0007856006806145758
Position 4295: 0.0006818150534589924
Position 2386: 0.0006427533115515565
Position 1656: 0.0006062110333421835
Position 3481: 0.0005643813187869467
Position 1800: 0.0005228182528326321
Position 4144: 0.00047732664429585634
Position 2140: 0.00042703253245130146
Position 1000: 0.0004101286004360122
Position 2574: 0.000401701828975783
Position 1201: 0.0003983867690981137
Position 2752: 0.00039535560663170116
Position 269: 0.0003945647062352521
Position 1041: 0.0003880739146147079
Position 2128: 0.0003866296348184006
Position 512: 0.00036974466755177924
Position 653: 0.0003614008162910231
Position 237: 0.00035046638698749
Position 1901: 0.0003460281895415395
Position 3113: 0.0003334011192416002
Position 1730: 0.00031514876772086573
Position 2356: 0.00029434839147278653
Position 2874: 0.00027002448372272616
Position 3635: 0.0002500397073499339
Position 1464: 0.0002460871607883638
Position 826: 0.00022756289823133065
Position 1681: 0.00022732077450899013
Position 1872: 0.00019734240621955797
Position 1747: 0.00015479487367063829
Position 4141: 0.00014630166121639424
Position 1262: 0.00013616270488224708
Position 1438: 0.00012878969241458647
Position 235: 0.00012646558106498855
Position 2331: 0.00012010662877237713
Position 1483: 0.00011914441267159734
Position 1601: 9.887409365464379e-05
Position 566: 8.609034311408105e-05
Position 2473: 6.55034654422997e-05
Position 244: 6.306121088798803e-05
Position 302: 5.5299940372411444e-05
Position 746: 1.8716150878562924e-05
Position 743: 9.295897667859059e-06
Position 835: 8.458685705578726e-06
Position 863: 7.482429709975217e-06
Position 704: 4.564054439571168e-06
Position 751: 3.2969322212821632e-06
Position 621: 1.763737629318635e-06
Position 920: 1.4218241765219306e-06
Position 739: 1.096210724394835e-06
Position 516: 1.0038161580970342e-06
Position 256: 8.758269104835938e-07
Position 874: 8.072756317388047e-07
Position 413: 5.341235473148813e-07
Position 359: 5.018494796244521e-07
Position 405: 4.522997372812569e-07
Position 331: 3.8830450872063016e-07
Position 941: 2.440008082226259e-07
Position 389: 1.496133897912009e-08
Position 197: 1.0461994088968413e-08
Position 361: 4.9515366432315944e-09
Position 408: 3.2787746911718244e-09
Position 410: 7.485452262749629e-10
Position 456: 4.711354747943851e-11
Position 209: 1.888249883217263e-11
Position 162: 1.421208565970144e-11
Position 116: 8.705853240379814e-12
Position 164: 6.736916077499406e-12
Position 158: 6.481465526127799e-12
