Gene = Dap3
index = 319
Annotated 5SS: [  547  7640 14266 16850 19503 19939 21019 21968 22206 23404 24143 25121]
Annotated 3SS: [ 7585 14160 16747 19393 19845 20887 21886 22046 23343 24052 25002 26500]
SMsplice 5SS: [  547 13831 14266 16850 21019 25121]
SMsplice 3SS: [13739 14160 16747 20887 25002 26500]
top_k =  500
Partition function (log Z): -9.134857916796765

Sorted 5' Splice Sites (High to Low Probability):
Position 14266: 0.9999998083170935
Position 13831: 0.9970794765933368
Position 21019: 0.8390529568716886
Position 547: 0.7718628614390193
Position 16850: 0.7327396994177268
Position 25121: 0.6366760986296671
Position 22206: 0.4604994063569006
Position 19618: 0.4348918556898072
Position 21968: 0.35221866807839736
Position 26583: 0.3230608236028981
Position 299: 0.3118659722529425
Position 19503: 0.28947949467410067
Position 24525: 0.28085609980404763
Position 19939: 0.26118415851550697
Position 7670: 0.22453652325473755
Position 24821: 0.14028689031918404
Position 7640: 0.13254144095160678
Position 15532: 0.12003577924477477
Position 7735: 0.0849042584086427
Position 907: 0.07142990260974834
Position 15022: 0.057459129168252264
Position 26662: 0.048459983459112704
Position 16837: 0.03439399790179769
Position 502: 0.0206337424271757
Position 24458: 0.01724224933227434
Position 170: 0.014390146779411713
Position 23404: 0.013686563202475053
Position 18116: 0.013291758800149182
Position 24143: 0.01292747210562223
Position 22023: 0.012789702916935623
Position 26960: 0.012704391245924568
Position 21476: 0.011986371504543765
Position 29411: 0.011842132821664315
Position 17431: 0.009195331592873605
Position 26638: 0.008068932652450393
Position 18894: 0.007970366491534556
Position 16900: 0.006480283531913513
Position 17127: 0.00591524598581625
Position 18081: 0.0011278475695375419
Position 268: 0.0010372200088579868
Position 720: 0.00025218449706633777
Position 734: 0.00010125620837984014
Position 22305: 9.99935584713141e-05
Position 430: 6.668299690267747e-05
Position 22: 4.8979179088794026e-05
Position 645: 4.448634117815772e-05
Position 478: 4.280052144269062e-05
Position 382: 4.188740208951927e-05
Position 728: 3.944105847316323e-05
Position 527: 3.4294409842776945e-05
Position 374: 3.302647298136339e-05
Position 5473: 2.6491429409676868e-05
Position 512: 2.2263953456329182e-05
Position 6865: 1.9909490142010497e-05
Position 2228: 1.785216579707425e-05
Position 506: 1.4313770052207124e-05
Position 200: 1.2865547765955407e-05
Position 3597: 9.801635817561634e-06
Position 641: 6.167366264416807e-06
Position 763: 6.120904915831123e-06
Position 279: 4.9912543972740605e-06
Position 535: 3.144335824612782e-06
Position 601: 2.9401556464541317e-06
Position 737: 2.4927745709269547e-06
Position 504: 1.9100521121177177e-06
Position 747: 1.4522085549426528e-06
Position 403: 8.317243909285567e-07
Position 400: 7.982376484789454e-07
Position 425: 2.7735276659424472e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 13739: 0.9999998083170933
Position 14160: 0.9970794765933368
Position 20887: 0.8394292154699894
Position 16747: 0.7665640689494889
Position 19393: 0.7316359894918804
Position 25002: 0.6641745824023251
Position 26500: 0.6529912590497292
Position 22046: 0.4638614437204626
Position 7585: 0.3792534146916183
Position 21886: 0.365501194615817
Position 24414: 0.3126494601644031
Position 27206: 0.18919856590970105
Position 24715: 0.14828843092292912
Position 19694: 0.13700080225601574
Position 27586: 0.13062514452698654
Position 15419: 0.11496037781622723
Position 19845: 0.10648775389282064
Position 409: 0.09843335741759256
Position 28569: 0.08387062925100355
Position 810: 0.06913821945929845
Position 24052: 0.062187634088277224
Position 29526: 0.05962739528447246
Position 27606: 0.05198675784819777
Position 7474: 0.05078088790257431
Position 29014: 0.03296905071893335
Position 14823: 0.026620045626074267
Position 472: 0.018629729707144712
Position 17983: 0.014532633139463461
Position 26727: 0.01399228215689796
Position 23343: 0.013686563202475051
Position 14948: 0.013142230554437107
Position 17102: 0.013020455086023614
Position 21801: 0.012221923100974273
Position 7669: 0.011947945759517728
Position 29253: 0.011842132821664304
Position 19738: 0.011666705175377
Position 26053: 0.011607983095033221
Position 14792: 0.010944820604629589
Position 21347: 0.009536619690431606
Position 16798: 0.008328413464310788
Position 18740: 0.008293235602200638
Position 26106: 0.007919316009826911
Position 14699: 0.006753473222874839
