Gene = Ppp1r13l
index = 845
Annotated 5SS: [  101  7407  7644  9089  9272  9442 10431 12169 14166 14403 14676 16472]
Annotated 3SS: [ 7325  7500  8577  9172  9349  9988 11707 14033 14268 14508 16271 16750]
SMsplice 5SS: [  101  7407  7644  8875  9272  9442 10431 14166 14403 14676]
SMsplice 3SS: [ 7325  7500  8763  9172  9349 10360 14033 14268 14508 16271]
top_k =  500
Partition function (log Z): 22.95519495870013

Sorted 5' Splice Sites (High to Low Probability):
Position 14403: 0.9974898893180116
Position 101: 0.9952536437456927
Position 7644: 0.9601465120829569
Position 14166: 0.9538417113440869
Position 8875: 0.9341084635314417
Position 9442: 0.9051157051719609
Position 9272: 0.8727257442902951
Position 14676: 0.8387508642151273
Position 7407: 0.8049610737594978
Position 10431: 0.7883678867105935
Position 9089: 0.7407043511168503
Position 1074: 0.4140877894138088
Position 12169: 0.2509116477439839
Position 16472: 0.15486891761432758
Position 3530: 0.1387257338199859
Position 9286: 0.12351605039692079
Position 14695: 0.0893152778529433
Position 16073: 0.0886394490653924
Position 5835: 0.07404725494042677
Position 1114: 0.04788950966275928
Position 4369: 0.04722997948912452
Position 6339: 0.038082642508572684
Position 14726: 0.03701201270500809
Position 7441: 0.034761660830742336
Position 14195: 0.02884882994988297
Position 16372: 0.027030220002365747
Position 814: 0.024240623643038854
Position 10028: 0.02313796730106743
Position 8586: 0.019883640996888902
Position 15949: 0.018581946593409986
Position 10203: 0.01787266296312747
Position 9453: 0.014774623409495119
Position 4618: 0.014164484489050477
Position 14626: 0.013065826522064271
Position 14157: 0.012259301984941594
Position 2334: 0.011444946828704734
Position 6627: 0.010748827724320164
Position 7423: 0.00962505487517375
Position 14702: 0.009494676368852269
Position 7765: 0.008395419510988539
Position 8840: 0.008318051024669456
Position 6193: 0.008217600679776758
Position 11881: 0.006984508534488874
Position 13596: 0.006744207754231955
Position 11803: 0.006454369975259232
Position 15131: 0.005891641910230096
Position 15642: 0.0057427388777962956
Position 13826: 0.005316522141161092
Position 1384: 0.0050595968553217635
Position 11420: 0.004150961374088844
Position 13620: 0.003554011207347392
Position 14145: 0.0034746915558525305
