Gene = Spp1
index = 1016
Annotated 5SS: [  79 1325 1459 2618 3150 4429]
Annotated 3SS: [1256 1422 2536 3107 4146 5110]
SMsplice 5SS: [  79 1103 1325 1514 2618]
SMsplice 3SS: [ 923 1256 1422 2536 4146]
top_k =  500
Partition function (log Z): 1.7431526577066512

Sorted 5' Splice Sites (High to Low Probability):
Position 1325: 0.9776011678248111
Position 2618: 0.701025535434565
Position 1103: 0.5837124531240614
Position 79: 0.5398786749524689
Position 1514: 0.47351589317152526
Position 131: 0.4339813838636829
Position 1459: 0.4062401634814261
Position 3150: 0.311554520066588
Position 4367: 0.2674164194349739
Position 1998: 0.1920354269545215
Position 4429: 0.190795454947942
Position 2937: 0.11612474896144127
Position 842: 0.09364939602385217
Position 1095: 0.08746366463400754
Position 5157: 0.06405377433601007
Position 3246: 0.054772261483681695
Position 1038: 0.04371992653292677
Position 3238: 0.03368232228398048
Position 214: 0.022501193557427194
Position 4392: 0.00985824105876184
Position 1582: 0.009114151344969403
Position 4775: 0.008109196683518099
Position 2913: 0.007415089534557823
Position 1043: 0.006821326382120826
Position 938: 0.005676549920936652
Position 2693: 0.0041284855910771814
Position 1174: 0.004092665993077992
Position 1058: 0.0037363955288346666
Position 4414: 0.0035512251376114217
Position 2842: 0.0034472623676689534
Position 1786: 0.0032804672465043773
Position 3222: 0.0032005116864645207
Position 983: 0.0027496984803373095
Position 3042: 0.0026937634097503726
Position 1537: 0.0026501660234346915
Position 4594: 0.002358894952172591
Position 233: 0.0021433134925731697
Position 4307: 0.0018413199431208014
Position 1572: 0.0016340178634203228
Position 2133: 0.001531162984818803
Position 4544: 0.0013492773685604
Position 668: 0.0013064044746031657
Position 1495: 0.0012799653874816523
Position 4284: 0.001232243933700649
Position 2360: 0.001202785511657544
Position 2461: 0.001142744388824931
Position 4243: 0.0009796760287806721
Position 1185: 0.0009157322711999754
Position 941: 0.0008443568613913877
Position 1505: 0.0006113717639390719
Position 209: 0.0005346376986339507
Position 927: 0.00046176841103547913
Position 1009: 0.00040312418480722203
Position 1473: 0.00034745245247518134
Position 167: 0.0003404436255672176
Position 1150: 0.00029710721124657623
Position 1611: 0.0002556684146099331
Position 1061: 0.0002197234501563012
Position 135: 0.00021144229964632907
Position 1329: 0.0002082205393575848
Position 2750: 0.00018784417377155848
Position 225: 0.00018303947000879807
Position 1182: 0.00017008298798403047
Position 2144: 0.00016844916089449726
Position 4406: 0.00014303480200727838
Position 3412: 0.00014300297153039548
Position 3070: 0.00011931168829618498
Position 729: 5.83095178504358e-05
Position 968: 4.5176598861852444e-05
Position 543: 4.444998111208767e-05
Position 1283: 4.297450462933939e-05
Position 945: 3.761526165807419e-05
Position 161: 3.728037511948078e-05
Position 1593: 3.446719265893151e-05
Position 276: 3.184562973873337e-05
Position 33: 3.161501212170337e-05
