Gene = Tollip
index = 1131
Annotated 5SS: [  212  9748 10504 11786 12981]
Annotated 3SS: [ 9597 10320 11632 12889 17905]
SMsplice 5SS: [  212  4924  9748 10504 11786 12147 12981]
SMsplice 3SS: [ 4826  9597 10320 11632 12059 12889 17905]
top_k =  500
Partition function (log Z): 5.378558543129303

Sorted 5' Splice Sites (High to Low Probability):
Position 212: 0.9999522558415394
Position 12981: 0.9510170338164591
Position 9748: 0.9286852287488954
Position 10504: 0.9240753544609908
Position 11786: 0.8948296922667348
Position 4924: 0.6708617967391414
Position 12147: 0.5767154410220723
Position 3793: 0.4401004817294335
Position 7384: 0.4112196666488443
Position 5791: 0.3912547021572437
Position 10122: 0.3860905192185278
Position 8039: 0.2685861260763465
Position 8018: 0.24733904619627803
Position 17027: 0.2107278951609765
Position 11523: 0.1895933124772944
Position 13990: 0.16850261205340653
Position 17000: 0.15035146600782068
Position 13715: 0.11899713280747291
Position 10239: 0.10592585357814145
Position 17051: 0.09693387695365442
Position 15238: 0.08059830142378593
Position 11545: 0.06919704265267143
Position 11719: 0.06514508033119296
Position 7939: 0.06265762835341582
Position 8420: 0.057296774122137954
Position 10469: 0.0441161543327806
Position 15966: 0.0387683718888632
Position 12999: 0.0360629483065784
Position 17687: 0.03028640925629924
Position 16995: 0.028164830621058193
Position 18037: 0.027640051868129206
Position 10198: 0.025121111922874233
Position 9718: 0.023157796421947586
Position 12181: 0.02258406439599738
Position 9713: 0.016903487811020645
Position 9742: 0.016762191262530684
Position 14219: 0.015675816626586122
Position 4786: 0.01442381854434977
Position 704: 0.014245881150433154
Position 10181: 0.013339014560421024
Position 672: 0.013206233608519989
Position 798: 0.012618557483689282
Position 12060: 0.011904263010430087
Position 2898: 0.011496990896525923
Position 11065: 0.009807854656038525
Position 9982: 0.008000763437046442
Position 13184: 0.007965470954026716
Position 12429: 0.006691087952595813
Position 8237: 0.006630226638418218
Position 13706: 0.006454613979760142
Position 7076: 0.006405297787145278
Position 3325: 0.005538065016306033
Position 2612: 0.005471820601536767
Position 7406: 0.0054635188583379716
Position 12629: 0.005183968223191187
Position 4905: 0.00477975791071123
Position 10091: 0.0045444484124188235
Position 1659: 0.004344240090607481
Position 15857: 0.004337952755599944
Position 17071: 0.004289436887055358
Position 11142: 0.004288946846055408
Position 3443: 0.003753188841890925
Position 10112: 0.0034229465079962523
Position 5585: 0.0031553822099934007
Position 12720: 0.0030791744078994864
Position 7689: 0.002766431214659284
Position 873: 0.00245847185702395
Position 4045: 0.0023999700243525625
Position 2656: 0.0022853041092116776
Position 10800: 0.002212967656150534
Position 11822: 0.0021167120806301403
Position 11427: 0.0019847779462278093
Position 11705: 0.0019286853618310897
Position 2049: 0.0013440974084467103
Position 1735: 0.001253051263586666
Position 1899: 0.0011495065178277087
Position 3833: 0.0011356005082015035
Position 3349: 0.0011168865882089931
Position 11421: 0.0010881292085056782
Position 10816: 0.0009901625235654453
Position 7221: 0.0009836864909048798
Position 1280: 0.0009227286020325415
Position 13019: 0.0008799981984851817
Position 3066: 0.0008790572111262385
Position 11440: 0.0008055311861768278
Position 2993: 0.00078647855320321
Position 11292: 0.0007586940690856212
Position 3489: 0.0007159922028010597
Position 5518: 0.0006281673983182301
Position 13179: 0.000596482733654805
Position 777: 0.0005667101507264501
Position 11202: 0.0004938153936931768
Position 11716: 0.00046295997100994615
Position 3844: 0.00037127461315834235
Position 11183: 0.00030438679590435
Position 13070: 0.00022060190615753457
Position 3115: 0.0002181902061177349
Position 3329: 0.00020969382734260244
Position 2322: 0.00020793416087455077
Position 13323: 0.00019200118698709212
Position 1637: 0.00017981984071417266
Position 1233: 0.0001667339981622934
Position 2973: 0.0001640248628695249
Position 3030: 0.00016356026949383026
Position 2010: 0.00015802452486196025
Position 4039: 0.00014666696896025738
Position 10941: 0.00012276601546645053
Position 12985: 6.539985144188878e-05
Position 17126: 4.4311732408016617e-05
Position 334: 1.767488925480266e-05
Position 257: 8.556165405694193e-06
Position 10559: 6.6414135301763135e-06
Position 10444: 6.049177184050322e-06
Position 92: 5.603487055171334e-06
Position 138: 4.141062744427694e-06
Position 191: 2.535109153327798e-06
Position 4440: 2.2832412450563476e-06
Position 111: 1.971509774886011e-06
Position 216: 1.3849595088023017e-06
Position 377: 1.0370076824817761e-06
Position 321: 7.806254788651735e-07
Position 32: 5.945199315084184e-07
Position 478: 4.333109769559835e-07
Position 304: 3.7621320375195014e-07
Position 293: 3.1422776126715616e-07
Position 496: 2.8510357658923024e-07
Position 468: 2.7975359830068153e-07
Position 400: 2.4768735416461895e-07
Position 465: 1.789235392219959e-07
Position 144: 1.5901143954602173e-07
