Gene = Rita1
index = 903
Annotated 5SS: [ 316  610 1212]
Annotated 3SS: [ 514  859 2626]
SMsplice 5SS: [ 316 1212]
SMsplice 3SS: [ 859 2445]
top_k =  500
Partition function (log Z): -4.738296048891746

Sorted 5' Splice Sites (High to Low Probability):
Position 1212: 0.7316268277567736
Position 316: 0.6464674859700894
Position 201: 0.3093277888051932
Position 610: 0.16815592256588097
Position 3237: 0.1400836983995642
Position 1148: 0.11436612104325955
Position 643: 0.08616814120926967
Position 189: 0.03747178717082426
Position 1467: 0.02768126846571519
Position 2524: 0.020092381158307478
Position 1217: 0.01498700703245083
Position 988: 0.008673291646911913
Position 2563: 0.006648512380754352
Position 2520: 0.005331392993919264
Position 47: 0.004679937158447581
Position 715: 0.0036022756600565934
Position 1369: 0.002715628824048139
Position 1088: 0.0023781358366342198
Position 1841: 0.0023188471088106243
Position 1616: 0.0015783886806533492
Position 1503: 0.0014894463319708997
Position 3116: 0.0014068289441977152
Position 1009: 0.0010903939509310171
Position 2507: 0.0010272666943833258
Position 971: 0.0008966949534204208
Position 382: 0.000610531726354294
Position 909: 0.00031732535311513693
Position 3168: 0.00027004461021099024
Position 293: 0.00023413035265574286
Position 1078: 0.00021227528871701698
Position 582: 0.00018934532527836143
Position 732: 0.00016108883607796097
Position 102: 0.00013858637309578778
Position 268: 0.00013542213649028452
Position 633: 0.00013303357205281661
Position 603: 0.00011297395096477426
Position 10: 0.0001090567927851713
Position 335: 7.693919438760205e-05
Position 699: 7.2973845914067e-05
Position 257: 7.037932014786071e-05
Position 647: 5.306703122860906e-05
Position 438: 4.954470979930039e-05
Position 753: 3.615856626569763e-05
Position 575: 3.324504230528216e-05
Position 17: 2.2042570473243646e-05
Position 57: 2.1893400105381764e-05
Position 563: 2.092044627029804e-05
Position 1421: 1.8106925467194083e-05
Position 83: 1.579053310989131e-05
Position 735: 1.390385413306253e-05
Position 1499: 1.2245504394547836e-05
Position 717: 1.1603631149185641e-05
Position 445: 1.1269555855097089e-05
Position 26: 9.419875530711601e-06
Position 424: 5.947383452545524e-06
Position 166: 4.7008633654511435e-06
Position 205: 3.599933518212363e-06
Position 1611: 3.0563881516694927e-06
Position 55: 2.8196153650309152e-06
Position 413: 2.1959009591688202e-06
Position 63: 1.8233971661792263e-06
Position 443: 7.917759572172008e-07
Position 678: 6.492608959403885e-07
Position 373: 6.459125670998314e-07
Position 386: 5.815182726335873e-07
Position 453: 4.4161893009800144e-07
Position 219: 1.8967666059441937e-07
Position 410: 9.30633781751317e-08
Position 877: 2.2175238036151664e-09
Position 451: 6.230884135555344e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 859: 0.5736490553255599
Position 2445: 0.4343293184998398
Position 1083: 0.20977832180629294
Position 3333: 0.1877913056151759
Position 2626: 0.16056901723117126
Position 514: 0.09682532984971666
Position 2935: 0.08730535125393935
Position 549: 0.06905210862194917
Position 530: 0.05836348725498915
Position 3038: 0.0451534310342008
Position 1060: 0.042399443350782336
Position 3344: 0.026251661457930123
Position 1293: 0.025866833799268085
Position 1031: 0.022230293439289707
Position 3066: 0.020717695971132596
Position 963: 0.016497533219628584
